model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"DE_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wf_0.8-cr_0.9",5391.8424,5.3918,0.03193021,5392.2205,0.2781,0.0017,0.2763,0.027,0.0022,0.0466,inf,108.2886,0.2781,1.2526,0.2763,7.3292,160.1026,12.6532,inf,108.2886
"DE_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wf_0.8-cr_0.9",5471.9646,5.472,0.04605007,5472.2046,0.2652,0.0017,0.2589,0.0294,0.0022,0.0472,inf,109.5988,0.2652,1.4737,0.2589,7.9681,163.9424,12.804,inf,109.5988
"DE_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wf_0.8-cr_0.9",5604.6971,5.6047,0.0235374,5604.9219,0.2666,0.0018,0.2502,0.0304,0.0023,0.0475,inf,110.3502,0.2666,1.5885,0.2502,8.2493,165.8651,12.8789,inf,110.3502
"DE_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wf_0.8-cr_0.9",5541.0103,5.541,0.02879691,5541.3131,0.2652,0.0017,0.2651,0.028,0.0022,0.047,inf,108.9001,0.2652,1.3194,0.2651,7.5941,162.5668,12.7502,inf,108.9001
"DE_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wf_0.8-cr_0.9",5497.2331,5.4972,0.06386948,5497.5845,0.2572,0.0017,0.255,0.0287,0.0022,0.0473,inf,109.0338,0.2572,1.3783,0.255,7.7877,164.796,12.8373,inf,109.0338
"DE_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wf_0.8-cr_0.9",5593.4112,5.5934,0.02696896,5593.6549,0.2569,0.0018,0.2395,0.0305,0.0023,0.0478,inf,110.3789,0.2569,1.5804,0.2395,8.2832,168.2242,12.9701,inf,110.3789
"DE_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wf_0.8-cr_0.9",5637.2381,5.6372,0.04563379,5637.5022,0.2647,0.0017,0.2644,0.0282,0.0022,0.047,inf,108.8723,0.2647,1.3456,0.2644,7.6647,162.7239,12.7563,inf,108.8723
"DE_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wf_0.8-cr_0.9",5665.9121,5.6659,0.03607488,5666.3277,0.2628,0.0017,0.2608,0.0288,0.0022,0.0471,inf,109.3197,0.2628,1.436,0.2608,7.8083,163.5236,12.7876,inf,109.3197
"DE_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wf_0.8-cr_0.9",5702.75,5.7027,0.02611828,5703.1545,0.256,0.0017,0.2549,0.0285,0.0022,0.0473,inf,109.0065,0.256,1.3515,0.2549,7.7335,164.8324,12.8387,inf,109.0065
"DE_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wf_0.8-cr_0.9",5510.1629,5.5102,0.02796364,5510.5307,0.27,0.0017,0.2685,0.0286,0.0022,0.0469,inf,109.1446,0.27,1.4161,0.2685,7.7478,161.8216,12.7209,inf,109.1446
