model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"LSTM-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",155.516,0.1555,0.32741547,155.9522,0.2462,0.0017,0.242,0.03,0.0023,0.0477,inf,110.6791,0.2462,1.6687,0.242,8.1356,167.6877,12.9494,inf,110.6791
"LSTM-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",153.9476,0.1539,0.29250145,154.3335,0.2456,0.0017,0.24,0.0303,0.0023,0.0478,inf,110.8647,0.2456,1.7104,0.24,8.2129,168.1267,12.9664,inf,110.8647
"LSTM-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",140.809,0.1408,0.68179154,141.5577,0.2495,0.0017,0.2465,0.0297,0.0023,0.0476,inf,110.485,0.2495,1.6417,0.2465,8.0613,166.6772,12.9104,inf,110.485
"LSTM-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",135.92,0.1359,0.32691836,136.3184,0.2346,0.0018,0.2278,0.0307,0.0023,0.0482,inf,111.1802,0.2346,1.7546,0.2278,8.3175,170.8325,13.0703,inf,111.1802
"LSTM-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",137.4935,0.1375,0.48331475,138.0419,0.2455,0.0018,0.2391,0.0303,0.0023,0.0478,inf,110.9015,0.2455,1.7078,0.2391,8.2276,168.3303,12.9742,inf,110.9015
"LSTM-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",138.6184,0.1386,0.35801983,139.0822,0.2366,0.0018,0.2265,0.0311,0.0023,0.0482,inf,111.4716,0.2366,1.7995,0.2265,8.4292,171.1131,13.081,inf,111.4716
"LSTM-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",139.0602,0.1391,0.37521172,139.53,0.2613,0.0017,0.2573,0.0296,0.0022,0.0472,inf,110.2743,0.2613,1.6096,0.2573,8.0269,164.2992,12.8179,inf,110.2743
"LSTM-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",137.175,0.1372,0.41043329,137.6769,0.2499,0.0017,0.2434,0.0302,0.0023,0.0477,inf,110.8107,0.2499,1.6989,0.2434,8.2039,167.3625,12.9369,inf,110.8107
"LSTM-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",135.1765,0.1352,0.37298012,135.6276,0.235,0.0018,0.2305,0.0303,0.0023,0.0481,inf,110.9114,0.235,1.7057,0.2305,8.2106,170.2157,13.0467,inf,110.9114
"LSTM-1HL-hs_(7, True)-ep_1000-bs_128-lr_0.01-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",137.601,0.1376,0.39706182,138.0741,0.2589,0.0017,0.2551,0.0295,0.0022,0.0473,inf,110.185,0.2589,1.5847,0.2551,8.0082,164.7887,12.837,inf,110.185
