y_true,y_pred,y_true_scaled,y_pred_scaled
0.0,5.40083005765453,0.0,0.01990209
0.03,4.718873002678156,0.00011055017135276559,0.017389074
0.0,4.047051552217454,0.0,0.014913408
1.2699999999999998,3.934437262527645,0.004679957253933743,0.014498424
14.77,4.267224965989589,0.05442753436267826,0.015724748
11.29,8.077978738583624,0.04160371448575745,0.029767398
23.14,10.05532337050885,0.08527103217009986,0.037053924
16.18,14.533972639031708,0.05962339241625824,0.053557772
10.18,14.540482030361892,0.037513358145705125,0.05358176
4.47,13.370917580984534,0.016471975531562072,0.049271908
2.66,9.604237412028015,0.00980211519327855,0.03539167
30.03,7.068695034962148,0.11066072152411836,0.026048182
4.36,13.041419450342655,0.0160666249032686,0.048057705
0.47,11.471926246844232,0.001731952684526661,0.042274114
0.46,9.475226310305297,0.0016951026274090726,0.034916263
1.85,4.804834069442004,0.0068172605667538785,0.017705841
7.21,4.578348396085203,0.02656889118178133,0.01687124
1.38,6.267094679903239,0.005085307882227217,0.02309428
7.26,6.011568467635661,0.026753141467369273,0.022152664
52.03,7.212842316478491,0.19173084718281314,0.026579365
33.59,19.141470249220728,0.1237793418579799,0.07053643
18.75,24.057756036520004,0.0690938570954785,0.08865297
38.99,23.302634292393922,0.14367837270147768,0.08587034
21.23,22.908320254758,0.07823267126064046,0.08441729
1.1,20.089936787486078,0.004053506282934739,0.07403153
0.83,14.35479504633695,0.0030585547407598478,0.0528975
0.39,7.590613462403417,0.0014371522275859528,0.027971454
0.39,4.363323659133166,0.0014371522275859528,0.016078873
0.39,4.234663856290281,0.0014371522275859528,0.0156047605
0.39,4.167928189374506,0.0014371522275859528,0.015358839
0.39,4.167928189374506,0.0014371522275859528,0.015358839
0.39,4.167928189374506,0.0014371522275859528,0.015358839
0.39,4.167928189374506,0.0014371522275859528,0.015358839
0.39,4.167928189374506,0.0014371522275859528,0.015358839
0.39,4.167928189374506,0.0014371522275859528,0.015358839
0.39,4.167928189374506,0.0014371522275859528,0.015358839
0.44,4.167928189374506,0.0016214025131738954,0.015358839
0.44,4.181085469722748,0.0016214025131738954,0.015407324
0.39,4.1910532595217225,0.0014371522275859528,0.015444055
0.42,4.185470892861486,0.0015477023989387182,0.015423484
2.2800000000000002,4.183402525931597,0.008401813022810185,0.015415862
7.47,4.671478487327695,0.027526992666838633,0.017214425
4.85,6.41549697432667,0.017872277702030436,0.023641143
2.96,7.044064181558788,0.010907616906806205,0.025957417
0.83,6.811069622337818,0.0030585547407598478,0.02509883
1.2,5.4735074775666,0.004422006854110623,0.020169906
1.73,4.858856255169958,0.006375059881342816,0.017904913
9.229999999999999,4.748898694850505,0.03401260271953421,0.017499719
11.41,6.888890664409846,0.04204591517116851,0.025385601
22.79,9.046495091766118,0.08398128017098426,0.033336386
14.76,13.62473835092038,0.05439068430556067,0.05020724
3.73,14.116129158437252,0.013745071304860522,0.052018017
3.04,11.330224915370346,0.011202417363746914,0.041751944
21.32,7.718381117731333,0.07856432177469876,0.028442279
20.96,10.725491441637278,0.07723771971846556,0.039523497
23.2,14.180013997033239,0.0854921325128054,0.052253433
3.93,17.458248203471303,0.014482072447212294,0.064333744
0.92,12.788935132548213,0.003390205254818145,0.0471273
3.65,8.47833157869056,0.013450270847919815,0.0312427
7.13,5.669641938637942,0.02627409072484062,0.020892663
11.13,6.6753570521995425,0.04101411357187604,0.024598729
9.009999999999998,8.843996308110654,0.03320190146294726,0.032590177
12.69,9.615428429581225,0.04676272248221985,0.03543291
4.18,10.77493511620909,0.015403323875152005,0.039705697
0.96,8.938021074198186,0.0035376054832884987,0.03293666
10.84,6.944744153507054,0.03994546191546597,0.025591422
4.0,7.613636933881789,0.014740022847035412,0.028056296
0.48,7.293631960451603,0.0017688027416442494,0.026877075
0.42,6.500465305838734,0.0015477023989387182,0.023954252
1.29,4.741626555304975,0.00475365736816892,0.017472921
24.73,4.424450169689953,0.09113019125179644,0.016304124
6.27,10.766241100765765,0.023104985812728008,0.03967366
5.43,10.716952098794282,0.02000958101485057,0.03949203
0.82,10.369978997111321,0.0030217046836422596,0.03821343
1.91,6.180184347964824,0.007038360909459409,0.022774015
4.88,5.419095577541738,0.017982827873383202,0.019969398
8.74,5.719089151471853,0.03220694992077238,0.021074876
7.81,7.496924831215292,0.02877989460883664,0.02762621
0.42,8.47586945373565,0.0015477023989387182,0.031233627
5.9,6.926768771111965,0.021741533699377234,0.025525182
0.47,6.753407070375979,0.001731952684526661,0.024886344
10.15,5.2928519022464755,0.03740280797435236,0.01950419
0.56,7.595136372298002,0.002063603198584958,0.02798812
1.26,6.173841760419309,0.004643107196816155,0.022750642
0.56,5.9139073790423575,0.002063603198584958,0.021792782
13.37,4.411862044073642,0.04926852636621586,0.016257737
0.79,7.758067276366055,0.0029111545122894942,0.028588522
22.75,6.892551754750311,0.08383387994251391,0.025399093
3.11,12.120593815594912,0.011460367763570033,0.044664457
3.43,9.411356635689735,0.012639569591332866,0.034680903
7.27,8.908854674249888,0.02678999152448686,0.03282918
8.77,7.001263846810907,0.03231750009212514,0.025799697
49.33,8.214389862753452,0.18178133176106423,0.030270074
1.15,19.641980674564838,0.004237756568522681,0.07238081
2.13,15.335432474538685,0.007849062166046358,0.056511156
8.86,12.149644969291986,0.03264915060618344,0.04477151
5.7,6.863462185636163,0.021004532557025463,0.025291897
3.45,7.523840896468609,0.012713269705568044,0.027725397
3.9100000000000006,7.322027019262314,0.014408372332977117,0.026981711
1.01,6.512469112742692,0.0037218557688764417,0.023998486
6.41,5.497846677079797,0.02362088661237425,0.020259596
