model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"SCRIPT_PHYSICS_MLP-run_0-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",909.2017,0.9092,0.00343561,909.286,0.2785,0.0017,0.2755,0.0288,0.0022,0.0467,inf,109.449,0.2785,1.4943,0.2755,7.8255,160.2664,12.6596,inf,109.449
"SCRIPT_PHYSICS_MLP-run_1-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",869.2143,0.8692,0.00377989,869.3117,0.2791,0.0017,0.2761,0.0289,0.0022,0.0466,inf,109.4807,0.2791,1.4924,0.2761,7.8303,160.1422,12.6547,inf,109.4807
"SCRIPT_PHYSICS_MLP-run_2-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",879.4234,0.8794,0.00206161,879.5189,0.2797,0.0017,0.2753,0.0292,0.0022,0.0467,inf,109.7834,0.2797,1.5567,0.2753,7.9286,160.3234,12.6619,inf,109.7834
"SCRIPT_PHYSICS_MLP-run_3-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",838.6915,0.8387,0.00219035,838.7854,0.2653,0.0017,0.2582,0.0299,0.0022,0.0472,inf,110.2633,0.2653,1.6351,0.2582,8.1109,164.0945,12.8099,inf,110.2633
"SCRIPT_PHYSICS_MLP-run_4-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",567.7327,0.5677,0.00209856,567.7884,0.2777,0.0017,0.2692,0.0298,0.0022,0.0469,inf,110.095,0.2777,1.5984,0.2692,8.0738,161.6737,12.7151,inf,110.095
"SCRIPT_PHYSICS_MLP-run_5-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",579.7053,0.5797,0.00242543,579.7685,0.2751,0.0017,0.272,0.0289,0.0022,0.0468,inf,109.5406,0.2751,1.5052,0.272,7.8496,161.0498,12.6905,inf,109.5406
"SCRIPT_PHYSICS_MLP-run_6-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",576.9103,0.5769,0.00248957,576.9718,0.2793,0.0017,0.2761,0.0289,0.0022,0.0466,inf,109.5413,0.2793,1.5059,0.2761,7.8514,160.1282,12.6542,inf,109.5413
"SCRIPT_PHYSICS_MLP-run_7-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",673.7901,0.6738,0.00243163,673.8471,0.278,0.0017,0.2731,0.0293,0.0022,0.0467,inf,109.8495,0.278,1.5664,0.2731,7.9569,160.8061,12.6809,inf,109.8495
"SCRIPT_PHYSICS_MLP-run_8-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",756.2323,0.7562,0.00204372,756.3234,0.2794,0.0017,0.2746,0.0292,0.0022,0.0467,inf,109.7673,0.2794,1.5353,0.2746,7.9242,160.4658,12.6675,inf,109.7673
"SCRIPT_PHYSICS_MLP-run_9-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",756.4624,0.7565,0.00329018,756.5264,0.2755,0.0017,0.2725,0.0289,0.0022,0.0467,inf,109.4465,0.2755,1.4809,0.2725,7.8352,160.9298,12.6858,inf,109.4465
