model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"RNN-1HL-Rnn1HL-run_0-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse-dr_(0.2,)",186.4785,0.1865,0.33312345,186.8878,0.2767,0.0017,0.2733,0.029,0.0022,0.0467,inf,109.5022,0.2767,1.4902,0.2733,7.8567,160.7538,12.6789,inf,109.5022
"RNN-1HL-Rnn1HL-run_1-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse-dr_(0.2,)",179.426,0.1794,0.32620192,179.8095,0.2762,0.0017,0.2734,0.0289,0.0022,0.0467,inf,109.4352,0.2762,1.4788,0.2734,7.8298,160.7393,12.6783,inf,109.4352
"RNN-1HL-Rnn1HL-run_2-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse-dr_(0.2,)",185.946,0.1859,0.41131568,186.4157,0.2771,0.0017,0.2755,0.0286,0.0022,0.0467,inf,109.24,0.2771,1.4448,0.2755,7.75,160.2633,12.6595,inf,109.24
"RNN-1HL-Rnn1HL-run_3-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse-dr_(0.2,)",184.7504,0.1848,0.32443333,185.1298,0.2762,0.0017,0.272,0.0291,0.0022,0.0468,inf,109.571,0.2762,1.4994,0.272,7.8894,161.0473,12.6904,inf,109.571
"RNN-1HL-Rnn1HL-run_4-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse-dr_(0.2,)",184.9125,0.1849,0.3056767,185.2781,0.277,0.0017,0.2729,0.0291,0.0022,0.0467,inf,109.5813,0.277,1.5032,0.2729,7.8881,160.8456,12.6825,inf,109.5813
"RNN-1HL-Rnn1HL-run_5-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse-dr_(0.2,)",187.2433,0.1872,0.31482577,187.6104,0.2762,0.0017,0.2734,0.0288,0.0022,0.0467,inf,109.4158,0.2762,1.4748,0.2734,7.8258,160.7296,12.6779,inf,109.4158
"RNN-1HL-Rnn1HL-run_6-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse-dr_(0.2,)",189.4222,0.1894,0.44032049,189.9228,0.2759,0.0017,0.2737,0.0287,0.0022,0.0467,inf,109.3252,0.2759,1.4563,0.2737,7.792,160.6659,12.6754,inf,109.3252
"RNN-1HL-Rnn1HL-run_7-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse-dr_(0.2,)",192.2624,0.1923,0.3558979,192.7098,0.2763,0.0017,0.2742,0.0287,0.0022,0.0467,inf,109.3173,0.2763,1.4565,0.2742,7.7857,160.5638,12.6714,inf,109.3173
"RNN-1HL-Rnn1HL-run_8-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse-dr_(0.2,)",192.5279,0.1925,0.33233094,192.9157,0.2771,0.0017,0.2745,0.0288,0.0022,0.0467,inf,109.4201,0.2771,1.4765,0.2745,7.8218,160.5004,12.6689,inf,109.4201
"RNN-1HL-Rnn1HL-run_9-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse-dr_(0.2,)",186.7548,0.1868,0.31793189,187.1337,0.2759,0.0017,0.2724,0.029,0.0022,0.0468,inf,109.4895,0.2759,1.4856,0.2724,7.8601,160.9639,12.6872,inf,109.4895
