model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"MLNN1HL-run_0-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse",119.1493,0.1191,0.20658779,119.5638,0.2797,0.0017,0.2753,0.0291,0.0022,0.0467,inf,109.6812,0.2797,1.5163,0.2753,7.9012,160.3146,12.6615,inf,109.6812
"MLNN1HL-run_1-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse",115.5034,0.1155,0.1830399,115.8772,0.278,0.0017,0.2758,0.0287,0.0022,0.0466,inf,109.3438,0.278,1.4668,0.2758,7.7922,160.2013,12.6571,inf,109.3438
"MLNN1HL-run_2-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse",111.519,0.1115,0.27571273,112.0057,0.2779,0.0017,0.2768,0.0284,0.0022,0.0466,inf,109.1403,0.2779,1.4306,0.2768,7.712,159.9852,12.6485,inf,109.1403
"MLNN1HL-run_3-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse",122.0765,0.1221,0.19080257,122.4423,0.2788,0.0017,0.2767,0.0287,0.0022,0.0466,inf,109.3442,0.2788,1.4617,0.2767,7.7801,160.002,12.6492,inf,109.3442
"MLNN1HL-run_4-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse",123.3177,0.1233,0.11393189,123.597,0.276,0.0017,0.2724,0.029,0.0022,0.0468,inf,109.525,0.276,1.4884,0.2724,7.8593,160.9489,12.6866,inf,109.525
"MLNN1HL-run_5-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse",115.8146,0.1158,0.19079757,116.1959,0.2769,0.0017,0.2736,0.0289,0.0022,0.0467,inf,109.4375,0.2769,1.4781,0.2736,7.8375,160.6836,12.6761,inf,109.4375
"MLNN1HL-run_6-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse",121.8813,0.1219,0.20153928,122.2869,0.2769,0.0017,0.2759,0.0285,0.0022,0.0466,inf,109.3028,0.2769,1.4712,0.2759,7.737,160.1876,12.6565,inf,109.3028
"MLNN1HL-run_7-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse",117.8227,0.1178,0.23098612,118.2601,0.2769,0.0017,0.2759,0.0285,0.0022,0.0466,inf,109.2656,0.2769,1.4534,0.2759,7.7252,160.1842,12.6564,inf,109.2656
"MLNN1HL-run_8-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse",122.6635,0.1227,0.2277081,123.1009,0.2743,0.0017,0.2735,0.0283,0.0022,0.0467,inf,109.0963,0.2743,1.4282,0.2735,7.6928,160.7103,12.6772,inf,109.0963
"MLNN1HL-run_9-hs_(20, True)-ep_1000-bs_64-lr_0.0001-ac_('elu', 'elu')-op_Adam-lo_mse",125.0187,0.125,0.19162059,125.4007,0.2784,0.0017,0.2747,0.0291,0.0022,0.0467,inf,109.6713,0.2784,1.5294,0.2747,7.8899,160.4572,12.6672,inf,109.6713
