Epoch,MLP,RNN,LSTM,GA-MLP,DE-MLP,FPA-MLP,PSO-MLP,WOA-MLP,WDO-MLP,MVO-MLP,EO-MLP,NRO-MLP
1.0,0.010134922365892344,0.006751591341687379,0.006868096021701343,0.006567072689718097,0.009882098497647812,0.012292486987682608,0.0065534888212463544,0.010284581988041577,0.012034972251866305,0.008146083710524377,0.006281862165809695,0.00680321405491852
2.0,0.006653092947472546,0.006546879088991024,0.006699764950954757,0.006486590726555402,0.008955642213094922,0.012292486987682608,0.0065534888212463544,0.006834428325876938,0.010483728538517444,0.006944184006366429,0.006281862165809695,0.00680321405491852
3.0,0.00582537091915666,0.006492435614818546,0.006546638605311213,0.006486590726555402,0.008955642213094922,0.012292486987682608,0.0065534888212463544,0.005854771197847256,0.006592547828057219,0.006944184006366429,0.006281862165809695,0.00680321405491852
4.0,0.005492371024047667,0.006326480271459593,0.006428761979999546,0.006001376259699661,0.0075757967480421205,0.012292486987682608,0.0065534888212463544,0.005854771197847256,0.006592547828057219,0.006944184006366429,0.006281862165809695,0.00680321405491852
5.0,0.00542313303038115,0.0063100716764784865,0.006287611727028578,0.005653674226885647,0.0075757967480421205,0.012292486987682608,0.006271537891644947,0.0053680547765979905,0.005359318745545353,0.006944184006366429,0.005985720973365755,0.006618431444354206
6.0,0.005301213237537257,0.006151094392970187,0.006224047133226018,0.005653674226885647,0.006220366578805738,0.012292486987682608,0.006271537891644947,0.005274163727093576,0.005314013683518928,0.006944184006366429,0.0057620356016094285,0.006389861178357314
7.0,0.0052894327978005575,0.006115415909248007,0.006130358709686964,0.005653674226885647,0.006220366578805738,0.012292486987682608,0.006271537891644947,0.005234357016884792,0.005314013683518928,0.006944184006366429,0.00534328243258417,0.0062136698901623325
8.0,0.005290439788984357,0.005969666079216636,0.006042560542871363,0.005653674226885647,0.006220366578805738,0.012292486987682608,0.006271537891644947,0.0052321938435990895,0.005295614857038144,0.006944184006366429,0.005214468139056963,0.0062136698901623325
9.0,0.0052433750025800575,0.005903740395126907,0.005964758014648427,0.005653674226885647,0.006220366578805738,0.012292486987682608,0.006271537891644947,0.005231167080565024,0.005295614857038144,0.006944184006366429,0.005214468139056963,0.0055240795082398784
10.0,0.005284634888856872,0.005758596997842003,0.005893278938286499,0.0055830286024195295,0.006220366578805738,0.012292486987682608,0.0059677138640692965,0.005231167080565024,0.005295614857038144,0.006944184006366429,0.00518647071720289,0.0055240795082398784
11.0,0.005264268125593518,0.00580115893171329,0.005846818613128216,0.00547596449908637,0.006220366578805738,0.012292486987682608,0.0059677138640692965,0.005231167080565024,0.005295614857038144,0.006944184006366429,0.00518647071720289,0.0055240795082398784
12.0,0.00524646477569665,0.0057559058228223246,0.0057846572294947924,0.00547596449908637,0.006220366578805738,0.012292486987682608,0.0059677138640692965,0.005231167080565024,0.005295614857038144,0.006944184006366429,0.0051833649955395295,0.005335956902974496
13.0,0.005209665085839926,0.005825559391782687,0.005730450859402782,0.00547596449908637,0.006220366578805738,0.010592462181449776,0.0059677138640692965,0.0052133326514330345,0.00521183897273347,0.006944184006366429,0.0051833649955395295,0.005335956902974496
14.0,0.005220246270281318,0.0056909060700223064,0.005682506890245506,0.00547596449908637,0.006220366578805738,0.009835546341826656,0.00587103112153621,0.005210710309885384,0.005159113654883514,0.006944184006366429,0.005159750781060083,0.005325524201014148
15.0,0.0052398523428017615,0.0056682997031276315,0.005660872633385702,0.00547596449908637,0.006220366578805738,0.009835546341826656,0.00587103112153621,0.005209797978532108,0.005159113654883514,0.006944184006366429,0.005143791556051288,0.005207110201275037
16.0,0.005231792260539888,0.005574162596938206,0.005624039649061936,0.00547596449908637,0.006220366578805738,0.0077585166572027185,0.00587103112153621,0.005208667005380349,0.005159113654883514,0.006944184006366429,0.005143791556051288,0.005207110201275037
17.0,0.005217978027355822,0.005670917403901693,0.0055838958671655635,0.00547596449908637,0.006220366578805738,0.0077585166572027185,0.00587103112153621,0.005207594156730642,0.005159113654883514,0.006944184006366429,0.005143791556051288,0.005207110201275037
