Epoch,MLP,RNN,GA-MLP,DE-MLP,FPA-MLP,PSO-MLP,WOA-MLP,GWO-MLP,SSA-MLP,WDO-MLP,MVO-MLP,EO-MLP,NRO-MLP,HGSO-MLP
1.0,0.8240304061226942,0.9304171918071128,0.2582414806623292,0.3623475630011358,0.5066578904217519,0.3580266226870258,0.22253709248999226,0.2412010212583004,0.2198930128415009,0.16840570719621822,0.16968682692638515,0.21312945296355132,0.3352974543597889,0.1938560085177961
2.0,0.8122951079774954,0.5683907435928426,0.2582414806623292,0.3089603117479979,0.5066578904217519,0.3580266226870258,0.20636181672742426,0.2170538307027948,0.2021582714897216,0.16801146060057587,0.16968682692638515,0.1495089341106168,0.2400801940840897,0.1938560085177961
3.0,0.8007477345194607,0.4025569730466465,0.2582414806623292,0.3089603117479979,0.4413320724068708,0.2914950359336647,0.20631106651871484,0.15540360506200773,0.18568419101650824,0.16619786487056726,0.16968682692638515,0.13514646570515865,0.2400801940840897,0.1938560085177961
4.0,0.7894822585242723,0.32267680231002044,0.2582414806623292,0.25303907723291386,0.3379272516822115,0.2914950359336647,0.19005252553832425,0.14229528448891235,0.17562507315689488,0.16619786487056726,0.1545695182780958,0.13514646570515865,0.2400801940840897,0.18777186512817606
5.0,0.778301578971365,0.2699084642408424,0.2582414806623292,0.25303907723291386,0.3379272516822115,0.2530900842103019,0.16903341249146325,0.1296528051237706,0.17562507315689488,0.15082576424536362,0.1545695182780958,0.12627931706244644,0.2400801940840897,0.1855273999234823
6.0,0.7674321658980157,0.25241089941307504,0.2582414806623292,0.25303907723291386,0.3379272516822115,0.2300985070363131,0.16112839882976215,0.12488198139517608,0.17413886349626734,0.12500400313490087,0.1545695182780958,0.12627931706244644,0.20256530117902186,0.1811963347865064
7.0,0.7568754253453392,0.23229422714551565,0.2582414806623292,0.25303907723291386,0.3379272516822115,0.2300985070363131,0.1579837174454211,0.12488198139517608,0.17340771756032272,0.10659037129412467,0.1545695182780958,0.12627931706244644,0.1905159147781988,0.1635817511058358
8.0,0.74635649726838,0.22693540809503795,0.2582414806623292,0.25303907723291386,0.3379272516822115,0.2300985070363131,0.1518272998190397,0.12488198139517608,0.17287374902415015,0.10659037129412467,0.1545695182780958,0.12627931706244644,0.1905159147781988,0.16345906907831353
9.0,0.7360210989504512,0.1829229643441215,0.2582414806623292,0.25303907723291386,0.3379272516822115,0.2300985070363131,0.1468850970557624,0.12478347507252538,0.16493271169846638,0.10659037129412467,0.1545695182780958,0.12627931706244644,0.17949228815663198,0.16345906907831353
10.0,0.7258972154162315,0.198004556827846,0.2582414806623292,0.25303907723291386,0.3379272516822115,0.2300985070363131,0.14636882942820606,0.1245415253877075,0.1487434969787094,0.10659037129412467,0.1545695182780958,0.12627931706244644,0.17358678399430427,0.16345906907831353
11.0,0.7161724591626107,0.15457178264624513,0.2582414806623292,0.25303907723291386,0.3379272516822115,0.2300985070363131,0.14168593093192142,0.12414526500462975,0.13893142321456448,0.10659037129412467,0.1545695182780958,0.12627931706244644,0.17358678399430427,0.15199575138379126
12.0,0.7068094649805318,0.15158974685502544,0.2298836101726757,0.21624466080368804,0.3379272516822115,0.2053675313922565,0.13621476025134946,0.12413248559101593,0.13817233707940224,0.10659037129412467,0.1545695182780958,0.1261465525151811,0.17358678399430427,0.14929709097394273
13.0,0.6974617703628623,0.1475981823720083,0.2298836101726757,0.21624466080368804,0.3379272516822115,0.2053675313922565,0.13371606250674029,0.12413248559101593,0.1378079304536557,0.10659037129412467,0.1545695182780958,0.12241251619325175,0.17240432682361073,0.14929709097394273
14.0,0.6884323078800917,0.1639892415641811,0.2298836101726757,0.21624466080368804,0.3379272516822115,0.2053675313922565,0.1334544117692968,0.12413248559101593,0.1376395936396519,0.10659037129412467,0.1545695182780958,0.12166835522959113,0.17240432682361073,0.14929709097394273
15.0,0.6796468220515919,0.1688931167589351,0.2298836101726757,0.21624466080368804,0.3379272516822115,0.2053675313922565,0.130584879432732,0.12387236122840453,0.13579758336491332,0.10659037129412467,0.1545695182780958,0.12101767953467485,0.17240432682361073,0.14929709097394273
16.0,0.6710799682624606,0.14513943590990094,0.2298836101726757,0.21624466080368804,0.3379272516822115,0.2053675313922565,0.12871636960492872,0.12387236122840453,0.13488185785631232,0.10659037129412467,0.1545695182780958,0.11989305105236354,0.17240432682361073,0.14929709097394273
