Actual,MLP,RNN,GA-MLP,DE-MLP,FPA-MLP,PSO-MLP,WOA-MLP,GWO-MLP,SSA-MLP,WDO-MLP,MVO-MLP,EO-MLP,NRO-MLP,HGSO-MLP
3.63,2.7898293303593147,3.0468803070322767,4.253487735759332,3.691184603194956,2.9323030462898463,3.4544050580605865,3.058636725767532,3.937111322470801,3.6536253728520456,2.8180408056303223,1.969958332941471,2.4794724152332432,4.182503351842444,3.161555731689127
3.21,1.8667483778532912,3.1943304006528037,6.4100866811867565,2.9223118142252282,3.7976597955841886,4.447064898966651,2.0894031987405013,1.9345959824519632,2.3617769281217433,2.6932113696644606,3.4558087337838304,2.4676404550197724,2.264982957313282,6.026748433943879
4.29,4.671524131269664,3.658299338937447,4.2143422878747385,3.3334319691609373,4.344250720658408,3.002137795702324,3.4474941813276905,2.0150559650701574,3.04676200467172,3.0740854883979543,3.5810204210178633,4.927290918441352,1.928793265326309,4.148071086519907
3.67,4.080946481240447,3.2118098771283834,3.9575660843035942,5.3771736694559324,3.1435291068826503,2.7642883228866117,4.7784642132465125,4.435313516670356,4.22425231844685,4.118941827668413,5.065699322327124,5.2229652965699405,3.9278862894171738,2.2498648842127245
2.46,3.1804467668781813,3.874046966297629,4.2451994109595095,3.8660354071225056,3.4866103553630565,3.704125133435142,3.3971806072641844,4.154138571034567,3.07389480780924,4.065009081660745,2.6050431031972963,2.7525431011139965,4.736457562350406,2.6077550858428795
3.54,5.656581279489805,4.116134340582505,5.677387415468969,6.862937086336227,5.5699350596746955,5.472648197048022,5.036964452784519,5.5229865852472475,4.707863975149326,6.050831416178068,5.332953452367269,4.335741954656784,5.827083622264322,5.9442388502302075
18.82,17.06432286365068,15.253064571583204,17.684000678557155,15.253200070253616,16.263217502821295,15.297192667335125,17.355913104612693,16.667718554825484,17.954803638669084,15.760158888501856,15.147146485338025,14.088909198566173,15.676263646787007,18.729934357439284
21.76,21.389691070882602,18.423002196971773,21.700961190794416,21.621717661929864,21.18008045935004,20.936949674541733,21.340691195959515,20.712923344772076,20.559935932652472,22.281962580597163,21.55430329993445,21.721681678574253,20.170672552533606,21.05662883487878
9.83,12.488481594165535,11.152790583430619,12.072034229831695,15.748272512730848,11.137242574223592,12.370289806420267,14.019038261551099,12.931805856428952,11.93732625543257,10.650589048157391,15.987018231661475,14.56687164891246,14.718458135472881,11.046421477276573
7.16,4.399834884368573,5.921680244318176,6.601021155686643,4.685219042037368,3.9727198529546053,5.056862747688527,5.0918427546280585,4.266565914997652,4.913384452723923,5.411538353477626,6.260561056405425,4.846460103055955,6.1876074440372895,6.74238615384999
4.67,6.286065050364496,5.233643182909732,5.5417938128303526,7.086302558221775,5.802506844229952,6.1960455028404935,5.556835928351512,5.715417955850246,5.812012965382824,6.294944254827143,5.912322732046921,5.725832399030442,5.126781212128757,7.450034640868219
4.44,4.3521800115721145,3.218371441091623,4.4209381256901725,4.933417201201592,4.130987401557077,4.0259037084669895,3.3267490889801525,3.6353921132919704,3.27050754010986,5.067192763531006,2.949773467340472,4.542834498314837,4.343366766370381,3.9218724074070175
4.4,3.235171325516574,3.2118056847036422,4.447969284612121,3.6794330906899857,3.083071327335257,3.671571404446772,3.456209817010373,4.23785022511386,4.237573977245363,2.996055706701891,2.164551708375038,2.8475634425787235,3.86159489563402,3.3541501941792817
3.830000000000001,1.85529173876164,3.203027166536991,6.378515085517303,3.3866238188317936,3.485896879533785,3.743856283789512,2.1119316865700557,2.253991577281603,2.4394837541320475,2.7154497140068354,3.166568937263221,2.6028928915379437,2.8063127424480374,5.3001458304337286
4.42,3.918352091725468,3.4393642110461493,4.6069273330709,3.20952827490315,4.267278730563712,3.408468037957854,2.721046485998301,1.7958641619362998,2.5838879316980377,2.7396518426650287,3.5491525321117137,4.896151646019323,1.982271139408564,4.477725842563487
4.72,3.8768135473846783,2.57927276331431,3.4017960653004407,4.3751259471009005,2.551542136397827,2.0934711572731963,4.2198999161961925,3.6716431673918017,3.773810123687396,3.1898973279739256,5.048445392684747,4.092788559682765,3.376920019962867,2.228962747520945
3.03,3.0373333174104715,3.844743175080549,4.519633561260966,4.518822237769665,3.535626094735534,3.7894001978273817,3.50461983829938,3.8569251800482327,3.0220573188348996,3.851264699125458,2.985309681309249,3.0038593054082567,4.928687993467892,2.7740847149637107
4.87,4.1571727286516085,3.7635036261632586,4.0217273416117205,4.53378852270516,3.6430679959617738,3.6913782755612585,3.7185715344571526,4.253815003287872,3.5113333483139866,4.588188569966191,3.1481450696805355,3.014750210587186,3.9403796290605335,3.6719624730401215
20.07,15.281631753773167,16.113728285292286,16.578674953694254,15.59865699609498,14.81028663183114,15.16919972324461,16.20940462406297,16.085978016697396,16.548079688579087,15.283967516397407,15.707459495993824,14.977501013137939,15.734264713323185,17.33896775521939
19.62,23.16735462500987,19.258604434059905,23.53394292786877,21.31821363892049,21.483612474037965,21.781034794915428,22.574395536579896,21.8692374012343,21.694512357386923,23.433754646395005,20.65328751828347,21.50565009237457,20.631357764276217,22.562680249548613
9.33,11.81926537552878,11.417118351727755,10.75069874104079,13.411717138066154,10.501475319422324,10.945506859926088,12.57162008013016,11.369839672348359,10.976320522630534,10.448348971874779,12.406675181960235,12.150370575403533,12.46873185348755,10.609349748903938
6.56,4.805195401734111,6.2515367642449275,6.6483085898063985,4.784074436218908,4.679006929076003,5.6545685596319695,5.293597637325889,5.0419923462764835,5.286370219103199,5.810495462715855,6.086361715151735,5.6094789820708,6.32210424596046,6.47441353970144
5.37,5.497957535447692,5.2152292149592245,4.97388287448304,6.492213258035106,5.290699893306242,5.785981835097588,4.618624195387267,4.619625302219227,4.6313702390329095,5.777456047833848,5.126252590674125,4.9945040918358625,4.7207523450961855,7.167480972863642
5.07,4.58046634284978,3.865270544343348,4.5185915615863115,5.2719858337910175,3.841375382988821,3.967067443491965,3.6035233261371946,3.832465560933832,3.3633657212357284,4.624053610854798,2.7073572661598604,4.374469523297255,4.974955462574737,3.6565652219221776
4.02,3.1472444398937927,3.687265220720344,4.667897946150916,3.7545316123369874,3.0766166258005034,3.7140144656244827,3.5847479375192886,4.506319753415628,4.2647461670991245,3.0322178946172444,2.3538457338061223,3.0379734123552047,4.409252847445009,3.299039872206423
3.34,1.8500352766204928,3.2017367382014954,6.615835482146675,3.1779224215130157,3.690933194309451,4.313612217637592,2.0930697866269834,2.068600720882209,2.408143390493452,2.7237951965522256,3.520460129576966,2.6300094717110603,2.5381133611433317,5.7271581852118585
4.47,4.109686391329767,3.4148666155529583,4.124983895860938,3.109475673914761,3.888273219385924,2.9520563836999045,2.9259757821983943,1.8832094060796285,2.760994103114601,2.750296484196429,3.2087063910383087,4.6865965655031445,2.013057843757256,3.971332114674062
3.61,4.061669293035624,3.272478036323089,3.934635100642725,5.433810779445584,3.0754442506299466,2.6557341410971427,4.63408695388788,4.08332265860167,4.104288270324338,3.787895207884335,5.314163369177955,5.172016193912647,3.9014539843317313,2.2724245375680834
2.75,2.943918967043276,3.8145250160273054,4.198180353048446,3.7747367236011935,3.3246180931241742,3.5182080903265938,3.208711193595348,3.7369465838607474,2.9476405062839204,3.804713472614869,2.5755702605883433,2.763993548472816,4.557679032272093,2.429975706419772
6.28,4.778640164177693,4.2862317030364725,5.026819838486907,5.589763683203393,4.614611192484153,4.597552344953779,4.3855952882118565,4.878236390350184,4.062808456229831,5.152971895828756,4.180370658551338,3.5889625289074827,4.804757320812098,4.501672469550269
12.55,17.176761179768302,19.927780824661614,18.43565265567036,16.972630977995163,16.807299042116686,16.843035438004005,17.845996617499267,17.340089353182833,17.981649810065512,16.905491821974273,16.92660269366857,15.883664999734034,16.64209409904597,19.034542093689765
10.44,18.17965709526439,15.292756772067747,17.959445402060297,16.961557919726253,18.08083718363486,17.114359419106044,18.03122722501938,17.642923555030748,17.69061984551529,18.427971086527208,14.838234624196325,16.675131304382262,15.095354751934464,18.58983003949985
9.01,8.328670091365774,6.593722681283933,8.395688067503071,9.342574776571722,8.702744711225575,9.330162071021391,8.824931151577534,9.930792683312413,8.870123248123113,8.474605021143963,8.185733189921095,9.721690828236332,9.052334671991634,7.923101156777236
5.12,7.1172350560157005,6.092490109356994,7.287686089542017,8.658314937776119,7.931166147064156,8.779883901058637,7.190504129735311,7.737301965729205,7.214844826989171,7.201011165683191,7.4370201493387755,7.225412379172745,7.690146179230315,8.727386431376054
4.16,5.44335665333918,4.38198458792459,4.49815900589967,5.73683815742898,4.901911456620222,5.044632040686707,4.291502116344627,4.332916787145638,4.372313082446668,5.927965050633545,4.9816229027434344,5.435949394948084,4.2090890633923435,6.485687788621187
3.72,4.282947147872585,2.909737289639226,4.369927439670449,5.208515234765062,4.098521946076925,4.0764911011647085,3.535794746903842,4.276736128583073,3.486852378466115,4.8840225349388025,3.0566533584320936,3.866185305357312,3.9451366240170738,4.679973042066061
2.7300000000000004,3.0438818848570115,3.064433150940838,4.482397343630229,4.112456892796917,3.499915360397565,3.635778061651728,2.87582028793757,3.976464854123857,2.90483788403027,3.4559167189756925,2.750638351222875,2.6779082874310847,3.915649898231354,4.477098674357545
2.7300000000000004,2.784115893921322,2.9075006310395284,4.7413532576523965,3.6021227966363747,4.006904630960494,3.762396947324264,2.410211391751176,2.2855682003364244,2.339929055105172,3.068247402232635,2.7755130708865074,2.4684113040456355,2.450539089770144,4.921779310362644
3.43,4.0100278435522805,4.386714271896942,4.228701434705857,4.15338377449067,3.4118367532342484,3.2082066957544617,3.7760912751259084,3.3674360808123245,3.3584226210866337,3.4454379964611785,3.5824611443076964,3.096472048047381,2.6232946413641347,3.978272995186641
3.4000000000000004,4.231621387972291,4.582514971199814,5.013526871552385,4.23741157445693,4.300636248934366,3.984176139543878,3.874737704080384,3.543217531470105,3.377255911287241,4.110962734396832,3.3444582782567043,3.3183939437540584,3.0916748069090167,3.7161347505992697
3.1,4.466974051152096,3.933353425936228,4.031804385566427,4.583436918297855,3.5581080874208477,3.4093301118434103,4.105943860439837,4.4604686960348126,3.713802361101476,4.4474780136791585,3.248984006597082,3.1100936993025146,3.4250614000863155,3.4143279621616585
4.17,6.6447684920221,5.029737478474962,6.43237055742966,8.339352848023744,6.509187578215817,6.439107293058887,6.212558305128369,6.9206043996899815,5.722012596519357,7.1730056427115345,6.941887208112897,5.529738622115353,7.3407884576646785,6.738921584403754
20.66,12.633784747075836,17.78363730022336,11.783287552320258,13.279855905504716,13.209829429170515,12.255756346798684,12.61209600371535,12.332180213937852,12.331159840001558,12.239843331630356,13.819526279040087,13.046959906433575,12.603443685629111,14.222475569097453
16.78,18.145363899362213,21.314936783798252,17.287925517646347,21.30904585390202,19.25800291943177,19.203477811951352,18.8702020769064,18.817679176380754,17.879879677900746,18.96012988438668,22.64323016507166,21.872805650954607,20.37033511068035,17.574548624401608
10.67,9.524805606295336,9.504755334968143,10.122269374103752,9.789500261516704,9.189250736293456,9.356408376792318,10.095733756719065,9.996024208099083,10.01769303680325,9.1250163194255,9.079756396626152,9.843373038162996,10.091204893722098,8.902928752859278
5.59,5.647482460072888,6.090619449437248,6.887274155072948,5.506653453936927,5.195998870586196,6.218342018425046,5.740220511455679,5.855036766924196,6.247959091988121,5.909193786950666,6.005980179359066,5.463257037022936,6.086150160742964,6.788402534972544
3.3100000000000005,4.8345474058357185,4.360209133816186,4.55109678263692,4.915077148159224,4.271059636028858,4.765552194952346,3.990419615525053,4.335664769706475,4.322851075515223,5.174111140259563,4.667815948200238,4.234909368084476,4.346226897095089,5.918331347719753
5.26,3.87537009554611,2.4552356849062957,4.379546926963517,4.397440881834436,3.9250660652841387,3.7779847236508513,2.7778537030044865,3.1488340717014385,2.9529868697750574,4.214742393418705,2.47021123351154,3.5805997875777784,3.807724017317727,3.4118670199901913
3.05,3.132217531892108,3.9845408358200465,3.834103584261642,3.8119725835780134,2.6748084770048104,3.3799078083972693,3.3214626335645443,5.128831131514655,3.7430696014476936,2.877309295584212,1.8869955481220824,2.5208728205063027,4.353283168983348,3.211138197765944
3.04,1.6987495336037828,2.4194654977676144,6.305014754539458,2.8302033539679927,4.021897389858614,4.0875240616064135,1.7911479546880598,1.7338931193364449,2.0382181487409063,2.3961687412880384,2.768110192258144,2.0854451080926832,1.9829269715267357,4.9044939180134905
5.26,4.008235162732727,3.446475401893025,3.3538996649697106,2.711750485002111,2.9110351405376544,2.26422099144329,3.1300701904191524,2.078423647388716,2.8645916472278534,2.552743549610636,2.9483301303012377,3.9463749255290868,1.9986991627903183,3.426434060213229
3.41,4.001849261366166,3.1360041299188137,4.786854153627896,5.305375454338186,3.78034626694894,3.3978718917020183,4.553483382835257,3.8907654630432815,3.8260575591992914,3.7180854998364414,5.208947969957652,4.312147480590632,3.667795398364232,3.2198884094812
