model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
EoMlp-3-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,249.6564,0.1248,0.00046682,249.7225,0.6942,15.00751306589816,2.5266,11.2464,3.3536,0.1491,1.9058,0.6537,0.4653,46.5324,37.6679,0.391,0.8949,0.6537,0.9169,0.8814,0.8082
EoMlp-3-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,250.7037,0.1254,0.00036883,250.7298,0.7266,12.248959504412204,2.3689,10.1236,3.1818,0.1618,1.6917,0.6883,0.4684,46.8392,36.1384,0.372,0.8391,0.6883,0.9206,0.8968,0.8256
EoMlp-3-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,253.2969,0.1266,0.00048876,253.3544,0.598,13.592507637013696,2.8337,14.156,3.7624,0.1952,2.0748,0.5641,0.531,53.0986,40.6626,0.4142,1.0037,0.5641,0.8827,0.8364,0.7383
EoMlp-3-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,256.8173,0.1284,0.00045896,256.8737,0.6056,17.063585041132058,2.1019,13.7623,3.7098,0.1109,1.1517,0.5762,0.2657,26.5659,28.3688,0.2496,0.7445,0.5762,0.8612,0.7899,0.6803
EoMlp-3-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,252.5728,0.1263,0.00038409,252.5973,0.6412,12.081002820716968,2.9496,14.1867,3.7665,0.2259,2.2621,0.5631,0.6124,61.2436,43.5732,0.4542,1.0448,0.5631,0.8845,0.8517,0.7533
EoMlp-3-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,254.3964,0.1272,0.00036669,254.4535,0.631,14.904941613593511,2.472,12.0468,3.4709,0.1941,1.7457,0.629,0.3913,39.1286,38.5649,0.3406,0.8756,0.629,0.9121,0.8696,0.7932
EoMlp-3-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,250.1396,0.1251,0.00038862,250.1643,0.7103,13.187880596105341,2.5401,11.3463,3.3684,0.1652,1.9279,0.6506,0.5083,50.8304,37.0093,0.399,0.8997,0.6506,0.9092,0.8779,0.7982
EoMlp-3-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,215.9351,0.108,0.00037193,216.0015,0.6455,12.369027882437134,2.5962,12.0327,3.4688,0.1887,2.08,0.6295,0.4485,44.846,40.462,0.3825,0.9196,0.6295,0.9106,0.8649,0.7876
EoMlp-3-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,215.059,0.1075,0.00036335,215.0824,0.7092,12.659972068805605,2.2502,9.7081,3.1158,0.1395,1.6716,0.7011,0.3789,37.8911,34.8225,0.3302,0.797,0.7011,0.9284,0.8899,0.8262
EoMlp-3-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,198.1524,0.0991,0.00036883,198.2093,0.6812,13.287949599847042,2.8135,13.4587,3.6686,0.1987,2.1587,0.5856,0.5705,57.0537,40.4018,0.4321,0.9965,0.5856,0.8968,0.8707,0.7808
