model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
PsoMlp-3-run_0-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,231.0351,0.1155,0.00043511,231.0926,0.6902,13.73044237297885,2.3429,10.3467,3.2166,0.1333,1.7788,0.6814,0.4078,40.7842,35.0157,0.3501,0.8298,0.6814,0.9131,0.8547,0.7804
PsoMlp-3-run_1-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,233.7058,0.1169,0.00044847,233.7302,0.6542,15.9078787028221,2.5246,11.8134,3.4371,0.1725,1.9135,0.6362,0.4476,44.7606,38.8162,0.3777,0.8942,0.6362,0.9104,0.8616,0.7844
PsoMlp-3-run_2-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,231.3759,0.1157,0.00064087,231.3999,0.541,16.356685886183794,3.1634,16.5137,4.0637,0.2466,2.5481,0.4915,0.5792,57.9185,48.0032,0.47,1.1205,0.4915,0.8811,0.8328,0.7338
PsoMlp-3-run_3-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,232.0595,0.116,0.00039911,232.0844,0.6641,12.988735924374009,2.5581,11.2452,3.3534,0.2021,1.9933,0.6537,0.4632,46.3172,41.2758,0.3887,0.9061,0.6537,0.9123,0.8719,0.7954
PsoMlp-3-run_4-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,232.3724,0.1162,0.00040436,232.4086,0.6687,15.57316171271388,2.4854,10.9608,3.3107,0.1675,1.9701,0.6625,0.4413,44.1342,39.379,0.3788,0.8803,0.6625,0.9106,0.8555,0.779
PsoMlp-3-run_5-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,232.2458,0.1161,0.00042033,232.3111,0.4426,16.052867504935485,3.4753,19.6448,4.4322,0.3568,2.9819,0.3951,0.6669,66.6942,56.0638,0.5088,1.2309,0.3951,0.8615,0.8049,0.6934
PsoMlp-3-run_6-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,239.5825,0.1198,0.00072455,239.6328,0.6557,13.287753921951712,2.5857,11.7422,3.4267,0.1666,2.1124,0.6384,0.4636,46.3634,38.6752,0.3837,0.9158,0.6384,0.9047,0.8483,0.7675
PsoMlp-3-run_7-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,231.2789,0.1156,0.00046325,231.3039,0.6606,16.044046741419354,2.6439,12.5294,3.5397,0.1729,2.0424,0.6142,0.4906,49.0604,39.8516,0.4066,0.9365,0.6142,0.9076,0.8681,0.7879
PsoMlp-3-run_8-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,237.0444,0.1185,0.00036931,237.1006,0.6292,15.226254118393026,2.8054,13.3665,3.656,0.1946,2.17,0.5884,0.5166,51.659,42.3947,0.4257,0.9937,0.5884,0.9012,0.8583,0.7735
PsoMlp-3-run_9-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,233.7905,0.1169,0.00058031,233.8146,0.65,16.45834295494851,2.8342,13.1823,3.6307,0.1985,2.2984,0.5941,0.5635,56.3464,43.2087,0.4502,1.0039,0.5941,0.8953,0.8527,0.7634
