model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
GwoMlp-3-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,226.874,0.1134,0.00042295,226.9314,0.5951,15.839249025717375,2.7408,13.8942,3.7275,0.2149,2.0233,0.5721,0.5201,52.0095,42.2052,0.4053,0.9708,0.5721,0.888,0.8359,0.7423
GwoMlp-3-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,237.8576,0.1189,0.00081921,237.8839,0.5687,15.641879828476325,2.532,14.0241,3.7449,0.1423,1.6948,0.5681,0.3995,39.9455,36.713,0.3567,0.8968,0.5681,0.8669,0.779,0.6753
GwoMlp-3-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,238.4348,0.1192,0.0012629,238.4598,0.6821,14.8535768342424,2.3036,10.3631,3.2192,0.1476,1.6405,0.6809,0.3637,36.3741,34.8243,0.3247,0.8159,0.6809,0.918,0.8664,0.7954
GwoMlp-3-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,234.8268,0.1174,0.00076962,234.8847,0.643,14.612711624771894,2.8075,12.9089,3.5929,0.2151,2.4535,0.6025,0.5303,53.0335,44.055,0.4277,0.9944,0.6025,0.9013,0.8541,0.7698
GwoMlp-3-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,240.3481,0.1202,0.00088763,240.4062,0.63,15.290382650446826,2.537,12.0257,3.4678,0.1673,1.9942,0.6297,0.4178,41.7778,39.4595,0.3645,0.8986,0.6297,0.8993,0.8344,0.7504
GwoMlp-3-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,233.9736,0.117,0.00070834,234.0341,0.6218,14.453232586169737,2.7323,13.532,3.6786,0.1873,2.0568,0.5833,0.4979,49.7944,39.7116,0.4012,0.9678,0.5833,0.8927,0.8438,0.7533
GwoMlp-3-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,240.3055,0.1202,0.00052667,240.3703,0.5864,16.5660402815559,2.8456,14.0984,3.7548,0.2132,2.3561,0.5659,0.5149,51.4852,44.4994,0.4209,1.0079,0.5659,0.8963,0.8446,0.757
GwoMlp-3-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,237.1935,0.1186,0.00073576,237.2511,0.6323,17.012747873577776,2.5975,12.3211,3.5101,0.1753,2.0935,0.6206,0.4485,44.8526,40.256,0.3829,0.92,0.6206,0.9051,0.8461,0.7658
GwoMlp-3-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,234.9226,0.1175,0.00080252,234.9646,0.6801,13.115598626767792,2.5369,10.8139,3.2885,0.2217,2.1807,0.667,0.4583,45.8255,41.3495,0.3826,0.8986,0.667,0.9161,0.8856,0.8113
GwoMlp-3-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,231.4645,0.1157,0.00080085,231.5317,0.5646,15.809735500912936,2.9109,14.2272,3.7719,0.3194,2.6559,0.5619,0.5137,51.3681,51.6579,0.4282,1.031,0.5619,0.8982,0.8485,0.7621
