model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
WdoMlp-3-run_0-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,267.9363,0.134,0.01676226,267.9912,0.5908,13.073385419398388,2.7139,13.9044,3.7289,0.1449,2.0158,0.5718,0.4684,46.8414,37.8545,0.4049,0.9613,0.5718,0.8657,0.7914,0.6851
WdoMlp-3-run_1-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,268.2337,0.1341,0.00069022,268.2582,0.5648,14.744206496588133,2.7527,14.4122,3.7963,0.1491,1.9726,0.5562,0.4468,44.6822,38.4893,0.393,0.975,0.5562,0.8654,0.7825,0.6772
WdoMlp-3-run_2-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,263.9387,0.132,0.00049043,263.9793,0.5328,15.622491919230772,3.0661,15.8655,3.9832,0.2178,2.4167,0.5114,0.5523,55.2313,46.3957,0.4573,1.086,0.5114,0.8659,0.7852,0.6799
WdoMlp-3-run_3-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,273.2015,0.1366,0.00045085,273.2264,0.5608,15.572534050184771,2.7519,14.9318,3.8642,0.1496,2.1079,0.5402,0.4714,47.1445,37.9667,0.4068,0.9747,0.5402,0.8572,0.7775,0.6665
WdoMlp-3-run_4-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,266.0251,0.133,0.00037837,266.0495,0.6008,12.423805457267783,2.7379,13.6356,3.6926,0.1536,1.9954,0.5801,0.4792,47.9239,39.2804,0.4091,0.9698,0.5801,0.8828,0.8089,0.7141
WdoMlp-3-run_5-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,226.2785,0.1131,0.00042892,226.3393,0.5537,14.991233816979506,2.5419,14.5139,3.8097,0.1368,1.6175,0.5531,0.4105,41.0458,35.6177,0.3602,0.9004,0.5531,0.858,0.7642,0.6557
WdoMlp-3-run_6-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,219.5884,0.1098,0.00045061,219.6156,0.6209,13.412376540497362,2.8,13.1427,3.6253,0.1852,2.1997,0.5953,0.5033,50.3262,41.953,0.4251,0.9918,0.5953,0.8885,0.8256,0.7335
WdoMlp-3-run_7-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,209.2201,0.1046,0.00038481,209.2458,0.521,15.449942507792322,2.7477,15.87,3.9837,0.1448,1.7781,0.5113,0.4474,44.7407,36.9807,0.3877,0.9732,0.5113,0.8438,0.7477,0.6309
WdoMlp-3-run_8-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,172.6107,0.0863,0.00048137,172.6401,0.5633,16.14681224789839,2.521,14.2403,3.7736,0.1312,1.6521,0.5615,0.3875,38.7538,35.7146,0.3489,0.8929,0.5615,0.8555,0.767,0.6562
WdoMlp-3-run_9-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,172.2983,0.0861,0.00036955,172.3241,0.6303,11.953935018370622,2.9873,14.1487,3.7615,0.1979,2.4395,0.5643,0.5963,59.6261,43.0171,0.468,1.0581,0.5643,0.8673,0.8077,0.7005
