model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
WdoMlp-1-run_0-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,269.7395,0.1349,0.00072217,269.779,0.5967,12.290638105223676,2.9633,14.1895,3.7669,0.1875,2.3872,0.5653,0.5442,54.4161,43.3155,0.4547,1.041,0.5653,0.869,0.8008,0.6959
WdoMlp-1-run_1-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,265.85,0.1329,0.00040627,265.8748,0.5995,12.886991221149483,2.8524,13.7115,3.7029,0.1812,2.2422,0.58,0.5206,52.06,42.367,0.438,1.002,0.58,0.8702,0.7979,0.6943
WdoMlp-1-run_2-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,258.2315,0.1291,0.00041032,258.2708,0.6048,14.744831220358861,2.6551,13.7023,3.7017,0.1468,2.0414,0.5802,0.4659,46.5946,37.1492,0.4001,0.9328,0.5802,0.8672,0.7995,0.6933
WdoMlp-1-run_3-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,268.3923,0.1342,0.00087643,268.4522,0.5887,14.17432793214569,2.6545,13.4323,3.665,0.1556,1.9808,0.5885,0.4512,45.1216,39.4641,0.3923,0.9325,0.5885,0.8662,0.7831,0.6783
WdoMlp-1-run_4-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,256.2947,0.1281,0.00042844,256.3613,0.5731,14.044657139940181,2.8335,14.274,3.7781,0.1703,2.2572,0.5627,0.5029,50.294,40.9174,0.4264,0.9954,0.5627,0.8584,0.779,0.6687
WdoMlp-1-run_5-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,271.9299,0.136,0.00055194,271.9827,0.5551,14.655535491864459,2.7439,14.7069,3.835,0.1581,2.0216,0.5495,0.4642,46.4211,39.0128,0.3997,0.9639,0.5495,0.8553,0.768,0.6569
WdoMlp-1-run_6-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,269.1802,0.1346,0.0007689,269.2201,0.6313,12.26316958525764,2.6395,12.881,3.589,0.1413,1.9097,0.6054,0.4629,46.288,36.941,0.3977,0.9273,0.6054,0.8804,0.8147,0.7173
WdoMlp-1-run_7-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,258.6165,0.1293,0.00066781,258.665,0.5803,13.129896583771032,2.9327,14.6211,3.8238,0.1734,2.4209,0.5521,0.5286,52.8618,41.7473,0.4461,1.0302,0.5521,0.8585,0.7859,0.6747
WdoMlp-1-run_8-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,269.3183,0.1347,0.00085163,269.3435,0.5798,14.057014611027839,2.8236,14.466,3.8034,0.1604,2.1948,0.5568,0.4955,49.5507,39.9744,0.427,0.9919,0.5568,0.8568,0.7863,0.6737
WdoMlp-1-run_9-hs_4True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_2000-g_0.2-max_v_0.3-pop_size_100,258.7315,0.1294,0.00073338,258.7571,0.559,15.012011374767749,2.7181,14.8268,3.8506,0.1554,2.0972,0.5458,0.4699,46.9885,37.8881,0.4031,0.9549,0.5458,0.8443,0.7662,0.6469
