model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
SsaMlp-1-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,247.9029,0.124,0.00043607,247.9277,0.6476,12.927367802864172,2.4308,11.9018,3.4499,0.1197,1.5647,0.6354,0.4075,40.7479,33.7267,0.356,0.8539,0.6354,0.8944,0.8248,0.7377
SsaMlp-1-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,250.5414,0.1253,0.00044394,250.5682,0.5889,14.233118636740546,2.7666,14.447,3.8009,0.1471,2.0883,0.5574,0.4754,47.5385,37.9702,0.4115,0.9719,0.5574,0.8649,0.7938,0.6866
SsaMlp-1-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,250.7512,0.1254,0.00051045,250.8084,0.5626,11.805599742000163,3.0688,15.4127,3.9259,0.192,2.3856,0.5278,0.5393,53.927,43.986,0.4573,1.0781,0.5278,0.8652,0.7948,0.6877
SsaMlp-1-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,250.6724,0.1253,0.00039458,250.696,0.5203,13.971257982746764,3.1819,16.8434,4.1041,0.1994,2.5335,0.484,0.5672,56.7207,45.1958,0.4742,1.1178,0.484,0.8456,0.769,0.6503
SsaMlp-1-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,250.9064,0.1255,0.00038218,250.9481,0.522,15.583520874951212,2.8595,16.2053,4.0256,0.1591,2.0584,0.5036,0.4894,48.9385,38.487,0.4143,1.0045,0.5036,0.8142,0.7377,0.6006
SsaMlp-1-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,254.2519,0.1271,0.00037169,254.2759,0.5502,12.922512912237032,3.223,16.9107,4.1123,0.1967,2.5916,0.482,0.5718,57.181,44.854,0.4809,1.1322,0.482,0.8628,0.8054,0.6949
SsaMlp-1-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,248.3956,0.1242,0.00053692,248.4365,0.4884,12.762939955871227,3.2082,17.4757,4.1804,0.2121,2.422,0.4646,0.557,55.7038,45.7937,0.4682,1.127,0.4646,0.835,0.7473,0.624
SsaMlp-1-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,252.2807,0.1261,0.00041056,252.3051,0.5908,13.301225873726729,2.7506,13.6061,3.6886,0.1681,2.081,0.5832,0.4708,47.0805,40.314,0.4056,0.9663,0.5832,0.8752,0.7985,0.6988
SsaMlp-1-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,253.7969,0.1269,0.00039101,253.8548,0.5394,12.82348198552197,2.9723,15.2481,3.9049,0.1934,2.129,0.5329,0.499,49.8954,43.9958,0.4297,1.0442,0.5329,0.8659,0.7798,0.6752
SsaMlp-1-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,247.5189,0.1238,0.00044298,247.5429,0.5791,12.495103273724318,2.8952,14.5808,3.8185,0.1659,2.1362,0.5533,0.494,49.3996,40.9345,0.4268,1.0171,0.5533,0.8753,0.8047,0.7044
