model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
NroLstm-run_0-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1891.5817,1.8916,0.00428581,1891.7288,0.1641,0.0041,0.1113,0.0507,0.0054,0.0734,inf,73.6294,0.1641,0.7529,0.1113,5.3916,60.9923,7.8098,inf,73.6294
NroLstm-run_1-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1897.1192,1.8971,0.00371957,1897.2934,0.1363,0.0042,0.0771,0.0522,0.0056,0.0748,inf,74.6951,0.1363,0.767,0.0771,5.5536,63.3377,7.9585,inf,74.6951
NroLstm-run_2-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1907.7997,1.9078,0.00424957,1907.9464,0.1512,0.0042,0.0946,0.0512,0.0055,0.0741,inf,74.1116,0.1512,0.7577,0.0946,5.45,62.1379,7.8828,inf,74.1116
NroLstm-run_3-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1846.9085,1.8469,0.00362253,1847.0669,0.1608,0.0041,0.1013,0.0514,0.0054,0.0738,inf,74.0964,0.1608,0.7634,0.1013,5.468,61.6774,7.8535,inf,74.0964
NroLstm-run_4-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1899.5296,1.8995,0.00363636,1899.6806,0.1633,0.0041,0.1086,0.0506,0.0054,0.0735,inf,73.5754,0.1633,0.7509,0.1086,5.381,61.1762,7.8215,inf,73.5754
NroLstm-run_5-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1850.7112,1.8507,0.00369358,1850.8563,0.1767,0.0041,0.1021,0.0525,0.0054,0.0738,inf,75.1923,0.1767,0.7917,0.1021,5.5846,61.6239,7.8501,inf,75.1923
NroLstm-run_6-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,2763.1325,2.7631,0.00597453,2763.2733,0.1769,0.004,0.1183,0.0512,0.0053,0.0731,inf,74.352,0.1769,0.7757,0.1183,5.4512,60.5087,7.7787,inf,74.352
NroLstm-run_7-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1918.2591,1.9183,0.00466728,1918.409,0.1794,0.0041,0.1091,0.0518,0.0054,0.0735,inf,74.6615,0.1794,0.7905,0.1091,5.513,61.1396,7.8192,inf,74.6615
NroLstm-run_8-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1905.1287,1.9051,0.00440526,1905.2771,0.1584,0.0042,0.0946,0.0522,0.0055,0.0741,inf,75.1553,0.1584,0.7815,0.0946,5.558,62.137,7.8827,inf,75.1553
NroLstm-run_9-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1926.7333,1.9267,0.00407314,1926.8843,0.16,0.0041,0.1029,0.0513,0.0054,0.0737,inf,74.2827,0.16,0.7657,0.1029,5.4556,61.5692,7.8466,inf,74.2827
