model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WVO_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",1112.2753,1.1123,0.00515985,1112.4566,0.2029,0.0039,0.1439,0.0507,0.0052,0.0718,inf,74.5855,0.2029,0.7445,0.1439,5.4005,58.3332,7.6376,inf,74.5855
"WVO_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",1096.3355,1.0963,0.01049376,1096.5067,0.2051,0.004,0.1364,0.0515,0.0052,0.0721,inf,75.1401,0.2051,0.7856,0.1364,5.4795,58.8429,7.6709,inf,75.1401
"WVO_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",1099.0553,1.0991,0.00420833,1099.2137,0.2217,0.0039,0.1493,0.0517,0.0051,0.0715,inf,75.7767,0.2217,0.7754,0.1493,5.5062,57.9629,7.6133,inf,75.7767
"WVO_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",1092.9267,1.0929,0.00481677,1093.094,0.2217,0.0039,0.1539,0.0511,0.0051,0.0713,inf,75.0565,0.2217,0.7671,0.1539,5.4412,57.6496,7.5927,inf,75.0565
"WVO_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",1106.9727,1.107,0.00384617,1107.2682,0.2021,0.0041,0.1095,0.0532,0.0054,0.0732,inf,76.5264,0.2021,0.8083,0.1095,5.6632,60.6773,7.7896,inf,76.5264
"WVO_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",1091.5413,1.0915,0.00418925,1091.7911,0.2195,0.0038,0.1678,0.0498,0.005,0.0708,inf,73.9885,0.2195,0.719,0.1678,5.3012,56.7038,7.5302,inf,73.9885
"WVO_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",1114.4925,1.1145,0.00510001,1114.645,0.1958,0.0041,0.1103,0.053,0.0054,0.0732,inf,76.357,0.1958,0.825,0.1103,5.6366,60.6211,7.786,inf,76.357
"WVO_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",1105.0386,1.105,0.00668859,1105.424,0.1994,0.0039,0.1502,0.0502,0.0051,0.0715,inf,74.3055,0.1994,0.7398,0.1502,5.3386,57.9042,7.6095,inf,74.3055
"WVO_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",1106.1187,1.1061,0.00397682,1106.3109,0.1339,0.0041,0.1012,0.0526,0.0054,0.0735,inf,77.5291,0.1339,0.747,0.1012,5.5939,61.239,7.8255,inf,77.5291
"WVO_LSTM-hs_([7], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",990.4163,0.9904,0.0064714,990.6258,0.1957,0.0039,0.1565,0.0497,0.0051,0.0712,inf,73.4451,0.1957,0.7034,0.1565,5.2841,57.4752,7.5812,inf,73.4451
