model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"SCRIPT_PHYSICS_MLP-run_0-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",446.1271,0.4461,0.00118208,446.139,0.1643,0.004,0.1185,0.0508,0.0053,0.0731,inf,74.2901,0.1643,0.7422,0.1185,5.407,60.4995,7.7781,inf,74.2901
"SCRIPT_PHYSICS_MLP-run_1-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",464.4822,0.4645,0.0011816,464.4961,0.1609,0.0043,0.0759,0.0538,0.0056,0.0748,inf,76.4407,0.1609,0.8164,0.0759,5.7223,63.4211,7.9637,inf,76.4407
"SCRIPT_PHYSICS_MLP-run_2-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",483.721,0.4837,0.00102973,483.7294,0.1544,0.0042,0.0946,0.0518,0.0055,0.0741,inf,74.8184,0.1544,0.7555,0.0946,5.5094,62.1359,7.8826,inf,74.8184
"SCRIPT_PHYSICS_MLP-run_3-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",336.7452,0.3367,0.0007906,336.7529,0.1527,0.0041,0.0959,0.0514,0.0055,0.074,inf,74.3438,0.1527,0.754,0.0959,5.4669,62.0468,7.877,inf,74.3438
"SCRIPT_PHYSICS_MLP-run_4-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",298.3986,0.2984,0.00073099,298.406,0.1492,0.0042,0.0859,0.0522,0.0055,0.0744,inf,75.3096,0.1492,0.7656,0.0859,5.5559,62.7317,7.9203,inf,75.3096
"SCRIPT_PHYSICS_MLP-run_5-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",297.7111,0.2977,0.00107336,297.7193,0.1516,0.0041,0.1,0.0511,0.0055,0.0738,inf,74.5084,0.1516,0.7426,0.1,5.4408,61.7641,7.859,inf,74.5084
"SCRIPT_PHYSICS_MLP-run_6-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",307.5884,0.3076,0.00070858,307.5965,0.1565,0.0042,0.093,0.0521,0.0055,0.0741,inf,75.2753,0.1565,0.7623,0.093,5.5413,62.2494,7.8898,inf,75.2753
"SCRIPT_PHYSICS_MLP-run_7-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",387.9889,0.388,0.00090027,388.0006,0.1591,0.0041,0.102,0.0514,0.0054,0.0738,inf,74.6797,0.1591,0.7534,0.102,5.4673,61.6277,7.8503,inf,74.6797
"SCRIPT_PHYSICS_MLP-run_8-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",361.818,0.3618,0.00066757,361.8254,0.1702,0.0042,0.0978,0.0525,0.0055,0.0739,inf,75.4396,0.1702,0.7857,0.0978,5.5879,61.916,7.8687,inf,75.4396
"SCRIPT_PHYSICS_MLP-run_9-hs_(7, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-mv_0.3-wmm_(1.0, 0.2)-nc_2",360.5357,0.3605,0.0010078,360.5471,0.168,0.0041,0.1171,0.0511,0.0053,0.0731,inf,74.5756,0.168,0.7486,0.1171,5.4355,60.5925,7.7841,inf,74.5756
