model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",875.6699,0.8757,0.00307083,875.8793,0.0327,0.0813,0.0148,0.4451,0.501,0.7078,183.0072,136.7127,0.0327,0.4997,0.0148,6.3757,102.7751,10.1378,48.4633,48.7362
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",891.3971,0.8914,0.00608182,891.6981,0.0372,0.0798,0.0186,0.449,0.499,0.7064,193.8938,136.709,0.0372,0.5081,0.0186,6.4308,102.3795,10.1183,49.3069,50.732
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",896.6535,0.8967,0.00305152,896.9382,-0.003,0.0893,-0.0238,0.4487,0.5206,0.7215,168.0455,134.8391,-0.003,0.5226,-0.0238,6.4273,106.8043,10.3346,50.534,49.8807
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",896.4865,0.8965,0.00350523,896.8042,0.034,0.0826,0.0029,0.4497,0.5071,0.7121,151.9476,145.2515,0.034,0.4997,0.0029,6.4405,104.0256,10.1993,48.6986,48.7609
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",899.2521,0.8993,0.00332165,899.6156,0.0626,0.0756,0.0331,0.4543,0.4917,0.7012,183.7992,144.3607,0.0626,0.5253,0.0331,6.507,100.8696,10.0434,48.9555,50.1254
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",906.2347,0.9062,0.00303841,906.7058,0.0393,0.0826,0.0289,0.43,0.4938,0.7027,173.456,128.863,0.0393,0.4997,0.0289,6.1584,101.3066,10.0651,47.9464,46.1289
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",912.483,0.9125,0.00318336,912.9257,0.0217,0.0868,-0.0063,0.447,0.5117,0.7154,146.9652,142.4747,0.0217,0.5244,-0.0063,6.4018,104.9826,10.2461,49.9724,48.9028
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",916.3216,0.9163,0.00353742,916.814,0.0466,0.0784,0.0117,0.4594,0.5026,0.7089,178.8545,144.6108,0.0466,0.4997,0.0117,6.5801,103.1033,10.154,48.6831,50.6872
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",920.9319,0.9209,0.00262761,921.4641,0.0336,0.0829,0.0041,0.4542,0.5064,0.7116,178.1158,140.6593,0.0336,0.5029,0.0041,6.5053,103.8932,10.1928,49.442,51.6214
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",928.6222,0.9286,0.00323629,929.1988,0.0103,0.0873,-0.0276,0.46,0.5226,0.7229,156.7887,144.7619,0.0103,0.5075,-0.0276,6.5892,107.2041,10.3539,49.8832,51.8883
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",970.5976,0.9706,0.00395632,971.2162,0.0434,0.0813,0.0231,0.4387,0.4968,0.7048,158.8822,140.7348,0.0434,0.4997,0.0231,6.2832,101.9161,10.0954,48.0941,46.8381
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",1079.059,1.0791,0.00391245,1079.7598,0.0281,0.0826,-0.013,0.4634,0.5151,0.7177,158.8162,150.3212,0.0281,0.5204,-0.013,6.638,105.677,10.2799,50.1738,50.98
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",1081.4701,1.0815,0.00328922,1082.2257,0.0239,0.084,-0.0149,0.4622,0.5161,0.7184,169.3918,144.5198,0.0239,0.5006,-0.0149,6.6201,105.8792,10.2898,49.7684,52.4526
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",1088.5185,1.0885,0.00350595,1089.404,0.0527,0.0816,0.0406,0.4275,0.4879,0.6985,169.4192,128.7511,0.0527,0.5081,0.0406,6.1237,100.0848,10.0042,48.2545,47.2489
"WDO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",885.9731,0.886,0.0028193,886.7852,0.0401,0.0805,0.0264,0.4396,0.4951,0.7036,178.6296,135.5061,0.0401,0.5,0.0264,6.2972,101.5668,10.078,48.3758,48.3523
