model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",2.6774,0.0013,0.00921631,2.6893,0.0733,0.08,0.0528,0.4339,0.4817,0.694,182.2766,125.9725,0.0733,0.5555,0.0528,6.2149,98.815,9.9406,50.0385,49.076
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",2.8245,0.0014,0.01527762,2.8426,0.0781,0.0787,0.061,0.4274,0.4775,0.691,181.2565,126.1364,0.0781,0.5551,0.061,6.1215,97.9586,9.8974,49.2812,48.0705
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",2.7442,0.0014,0.02625489,2.7738,0.0792,0.0785,0.0605,0.432,0.4778,0.6912,182.1551,125.6696,0.0792,0.5507,0.0605,6.1882,98.0147,9.9002,49.7707,48.663
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",2.8352,0.0014,0.0344975,2.873,0.0654,0.0813,0.0443,0.4333,0.486,0.6971,175.3503,124.6421,0.0654,0.5559,0.0443,6.2058,99.7053,9.9853,50.3626,49.3249
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",2.8188,0.0014,0.04320097,2.8659,0.0585,0.0822,0.039,0.4346,0.4887,0.699,178.5929,123.6151,0.0585,0.5491,0.039,6.2253,100.2497,10.0125,50.435,49.5144
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",2.8937,0.0014,0.05204082,2.9492,0.0649,0.0822,0.0464,0.4319,0.4849,0.6964,187.0304,122.3798,0.0649,0.5624,0.0464,6.1862,99.4795,9.9739,50.2122,49.2435
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",2.9444,0.0015,0.06212091,3.0104,0.0787,0.0794,0.0585,0.4322,0.4788,0.6919,188.4678,127.3027,0.0787,0.5602,0.0585,6.1903,98.2178,9.9105,49.4756,49.105
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",2.8885,0.0014,0.07048726,2.9623,0.0418,0.0835,0.0211,0.4412,0.4978,0.7055,183.9446,127.5437,0.0418,0.5512,0.0211,6.3196,102.1212,10.1055,51.0382,50.2439
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",3.0707,0.0015,0.08585978,3.1601,0.0652,0.0809,0.0472,0.4319,0.4845,0.6961,192.8988,126.1308,0.0652,0.5438,0.0472,6.1866,99.3961,9.9698,49.2996,48.6978
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",3.1303,0.0016,0.09498215,3.2288,0.0703,0.0804,0.0523,0.4313,0.4819,0.6942,184.2994,123.4052,0.0703,0.5568,0.0523,6.1779,98.8687,9.9433,50.0267,49.1097
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",3.1795,0.0016,0.10449386,3.2871,0.074,0.0794,0.0564,0.4332,0.4798,0.6927,192.9357,126.8637,0.074,0.5542,0.0564,6.2055,98.4394,9.9217,49.5786,49.3337
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",3.2467,0.0016,0.11623359,3.3662,0.0648,0.0814,0.0439,0.4356,0.4862,0.6973,187.5355,124.854,0.0648,0.5632,0.0439,6.2394,99.7389,9.9869,50.3404,49.5696
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",3.2038,0.0016,0.13142252,3.338,0.0663,0.0809,0.0475,0.4342,0.4844,0.696,187.9495,126.043,0.0663,0.5513,0.0475,6.2197,99.3708,9.9685,50.0565,49.8005
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",3.4459,0.0017,0.14197421,3.5911,0.0689,0.0804,0.0502,0.4311,0.483,0.695,186.6478,124.208,0.0689,0.5682,0.0502,6.1751,99.091,9.9544,50.0585,48.3726
"MLNN-1H-sliding_3-net_para_hs_(10, True)-ep_2000-bs_128-lr_0.001-ac_('elu', 'elu')-op_sgd-lo_mse",4.1112,0.0021,0.18451667,4.3,0.0704,0.0815,0.0496,0.4309,0.4833,0.6952,183.1476,123.7891,0.0704,0.5576,0.0496,6.1715,99.152,9.9575,49.7486,49.0717
