model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",1098.4952,1.0985,0.00331736,1098.7189,0.0135,0.0865,-0.0103,0.4452,0.5137,0.7168,184.127,128.8522,0.0135,0.5947,-0.0103,6.3764,105.3944,10.2662,52.7461,49.0743
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",1108.8818,1.1089,0.00378227,1109.2031,0.0429,0.0841,0.0271,0.4357,0.4947,0.7034,181.4038,128.3743,0.0429,0.5677,0.0271,6.2405,101.4955,10.0745,51.4446,48.1614
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",1118.1306,1.1181,0.00370002,1118.4274,0.0647,0.0736,0.0478,0.4492,0.4842,0.6958,197.4501,140.7914,0.0647,0.4997,0.0478,6.4346,99.3325,9.9666,48.5376,48.9592
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",890.1664,0.8902,0.0022912,890.482,0.0226,0.086,0.0027,0.4372,0.5071,0.7121,185.2666,129.8915,0.0226,0.5885,0.0027,6.2616,104.0395,10.2,50.4126,47.9207
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",510.8838,0.5109,0.00170708,511.0769,0.0703,0.0765,0.0542,0.4392,0.4809,0.6935,194.0535,131.8601,0.0703,0.5449,0.0542,6.2905,98.664,9.933,49.9274,48.9366
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",514.8884,0.5149,0.00162005,515.1416,0.0369,0.0791,0.0209,0.451,0.4979,0.7056,200.7465,136.9818,0.0369,0.5305,0.0209,6.46,102.1437,10.1066,49.7361,49.8036
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",518.612,0.5186,0.00165248,518.847,0.0595,0.0786,0.042,0.432,0.4871,0.698,171.5859,127.7202,0.0595,0.5735,0.042,6.1882,99.9377,9.9969,50.9273,46.9986
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",520.6441,0.5206,0.00162721,520.9016,0.023,0.0834,0.0033,0.4464,0.5068,0.7119,181.4671,135.4623,0.023,0.5409,0.0033,6.3944,103.9781,10.197,50.0198,49.185
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",524.3423,0.5243,0.00189233,524.6194,0.0814,0.078,0.0733,0.4217,0.4712,0.6865,199.2436,123.3317,0.0814,0.5451,0.0733,6.0395,96.6724,9.8322,48.1473,47.2775
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",526.0617,0.5261,0.00172734,526.3688,0.0289,0.0851,-0.0035,0.4504,0.5103,0.7144,148.9578,146.1366,0.0289,0.5395,-0.0035,6.4507,104.6899,10.2318,49.3225,48.3268
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",531.4635,0.5315,0.00195098,531.7983,0.0547,0.0794,0.0361,0.4434,0.4902,0.7001,192.7396,133.0059,0.0547,0.5124,0.0361,6.3507,100.5605,10.028,49.2797,50.9332
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",535.0514,0.5351,0.00163603,535.4071,0.0481,0.0764,0.0312,0.451,0.4927,0.7019,195.7634,136.9257,0.0481,0.5366,0.0312,6.4593,101.0731,10.0535,49.6637,49.7015
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",537.8799,0.5379,0.00181532,538.2648,0.0194,0.0848,-0.0028,0.4478,0.51,0.7141,171.3332,139.147,0.0194,0.5473,-0.0028,6.4133,104.6181,10.2283,51.0003,48.541
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",781.7196,0.7817,0.00183582,782.2273,0.0624,0.0773,0.043,0.4427,0.4866,0.6976,182.9936,134.7195,0.0624,0.4997,0.043,6.3409,99.8333,9.9917,49.1347,49.849
"WOA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100",1083.0434,1.083,0.00519872,1084.2044,0.0735,0.076,0.0554,0.4353,0.4803,0.6931,175.5386,138.1773,0.0735,0.5014,0.0554,6.2354,98.5392,9.9267,47.6113,47.4062
