model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.9225,0.0339,0.00036025,33.9348,0.0626,0.0807,0.0455,0.4311,0.4854,0.6967,174.0824,128.1682,0.0626,0.5261,0.0455,6.1751,99.5764,9.9788,49.2911,48.3715
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",34.1466,0.0341,0.00021386,34.1576,0.0794,0.0789,0.0569,0.4358,0.4796,0.6925,180.4181,124.9607,0.0794,0.5356,0.0569,6.2422,98.3861,9.919,50.0416,50.6823
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.7596,0.0338,0.00024247,33.7711,0.0558,0.08,0.0413,0.4368,0.4875,0.6982,195.5361,132.2058,0.0558,0.5051,0.0413,6.2565,100.0175,10.0009,48.6247,49.2747
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.5762,0.0336,0.00024629,33.5891,0.0622,0.0795,0.0428,0.4385,0.4867,0.6977,190.6268,131.4842,0.0622,0.5074,0.0428,6.2808,99.8573,9.9929,47.6566,49.3502
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.9814,0.034,0.00021768,33.9925,0.0658,0.0772,0.049,0.4421,0.4836,0.6954,201.7924,131.8172,0.0658,0.5036,0.049,6.333,99.2106,9.9605,48.5135,50.79
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",34.0656,0.0341,0.00022197,34.0765,0.0604,0.0806,0.0428,0.4349,0.4868,0.6977,176.156,127.3535,0.0604,0.521,0.0428,6.2286,99.8592,9.993,49.2509,49.5838
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.3846,0.0334,0.00025034,33.3972,0.0586,0.0796,0.0438,0.4401,0.4862,0.6973,207.9147,131.5868,0.0586,0.5448,0.0438,6.3032,99.7533,9.9877,49.9963,49.6885
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.7322,0.0337,0.00021482,33.745,0.064,0.0781,0.0497,0.4342,0.4833,0.6952,179.617,126.2441,0.064,0.5337,0.0497,6.2197,99.1421,9.957,49.7601,48.7651
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.8326,0.0338,0.00021791,33.844,0.0791,0.0763,0.055,0.4364,0.4805,0.6932,163.385,138.5406,0.0791,0.4997,0.055,6.2505,98.5823,9.9289,47.1263,47.1102
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.8522,0.0339,0.00021076,33.863,0.0529,0.0799,0.0366,0.437,0.4899,0.6999,183.5122,130.1535,0.0529,0.4997,0.0366,6.2598,100.5088,10.0254,48.3716,48.7636
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",34.2897,0.0343,0.00022626,34.3017,0.0909,0.076,0.0709,0.4268,0.4725,0.6874,155.8756,131.2381,0.0909,0.5375,0.0709,6.113,96.9263,9.8451,48.1234,46.4234
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.8119,0.0338,0.0002203,33.8229,0.0609,0.081,0.0382,0.443,0.4891,0.6994,196.958,132.0523,0.0609,0.5461,0.0382,6.3454,100.3405,10.017,49.5519,50.7388
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.9102,0.0339,0.00025606,33.9213,0.0872,0.0787,0.0645,0.4294,0.4757,0.6897,171.0154,126.5163,0.0872,0.5098,0.0645,6.1503,97.5929,9.8789,47.9446,48.6433
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.9829,0.034,0.00022507,33.9941,0.0579,0.0805,0.0405,0.4363,0.4879,0.6985,178.3809,127.7935,0.0579,0.5106,0.0405,6.2485,100.0986,10.0049,49.8577,49.2402
"WOA_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.4163,0.0334,0.00015283,33.4257,0.0529,0.0799,0.0232,0.449,0.4967,0.7048,163.5768,141.9925,0.0529,0.5105,0.0232,6.4306,101.9031,10.0947,48.3395,49.1209
