model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.7696,0.0338,0.00049305,33.7809,0.0408,0.0799,0.0261,0.4549,0.4953,0.7038,219.0085,129.6531,0.0408,0.5529,0.0261,6.5154,101.6056,10.08,53.1814,53.2258
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.8229,0.0338,0.00019383,33.8337,0.1001,0.0769,0.0867,0.4234,0.4644,0.6815,209.7308,113.8652,0.1001,0.5233,0.0867,6.0643,95.2796,9.7611,49.7001,49.5647
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.939,0.0339,0.00023627,33.9498,0.0982,0.0713,0.0872,0.423,0.4642,0.6813,182.4847,129.7269,0.0982,0.473,0.0872,6.0581,95.2289,9.7585,46.1245,46.0222
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.9242,0.0339,0.00024343,33.9378,0.0362,0.0838,0.0098,0.4615,0.5035,0.7096,211.4341,127.4966,0.0362,0.5495,0.0098,6.6098,103.2965,10.1635,52.9743,53.2262
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",34.0187,0.034,0.0001781,34.0294,0.0592,0.078,0.0445,0.4416,0.4859,0.697,205.9468,125.4093,0.0592,0.552,0.0445,6.3252,99.6788,9.9839,50.0573,50.5232
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.7502,0.0338,0.00022316,33.7611,0.0853,0.0768,0.0719,0.424,0.472,0.687,178.0445,123.3806,0.0853,0.542,0.0719,6.0724,96.8217,9.8398,48.2714,47.9864
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.9222,0.0339,0.00020146,33.9331,0.065,0.0827,0.0469,0.4313,0.4847,0.6962,190.8942,120.3516,0.065,0.6099,0.0469,6.1773,99.4311,9.9715,51.3321,48.7871
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",34.0002,0.034,0.00026011,34.0109,0.0427,0.0842,0.0244,0.4352,0.4961,0.7044,182.459,124.276,0.0427,0.5639,0.0244,6.2339,101.7791,10.0886,51.4642,49.317
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.6528,0.0337,0.00020027,33.6699,0.0861,0.0752,0.0649,0.4392,0.4755,0.6896,183.9018,130.1358,0.0861,0.525,0.0649,6.2907,97.5507,9.8768,49.9636,49.4934
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.8645,0.0339,0.00019121,33.8751,0.0881,0.0778,0.0714,0.4301,0.4722,0.6872,186.8467,125.2098,0.0881,0.5494,0.0714,6.1608,96.8716,9.8423,49.7598,49.3157
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.8724,0.0339,0.0002017,33.8832,0.0979,0.0716,0.0845,0.4226,0.4655,0.6823,188.4546,127.8294,0.0979,0.4731,0.0845,6.053,95.5042,9.7726,45.0566,46.102
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.79,0.0338,0.0002048,33.8005,0.0621,0.0789,0.0411,0.4419,0.4876,0.6983,220.5073,121.3216,0.0621,0.556,0.0411,6.329,100.0313,10.0016,51.5708,51.8497
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.7745,0.0338,0.00020313,33.7851,0.0667,0.0809,0.0509,0.4295,0.4827,0.6947,186.6856,123.4612,0.0667,0.5447,0.0509,6.152,99.0183,9.9508,50.2348,48.8218
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.1674,0.0332,0.00020647,33.178,0.0754,0.0801,0.0587,0.4273,0.4787,0.6918,188.4602,123.7616,0.0754,0.5314,0.0587,6.1205,98.1963,9.9094,49.1567,49.2534
"EO_MLP-sliding_3-hs_(10, True)-ac_('elu', 'elu')--ep_1000-ps_50",33.3913,0.0334,0.0001564,33.4007,0.0405,0.0818,0.0178,0.4459,0.4995,0.7067,193.7974,129.4274,0.0405,0.6075,0.0178,6.3863,102.4677,10.1226,51.4563,50.9963
