model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"DE_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wf_0.8-cr_0.9",149.5042,0.1495,0.00078011,149.6006,0.2593,0.002,0.1051,0.031,0.0027,0.0518,inf,154.5253,0.2593,2.0247,0.1051,8.4162,197.9724,14.0703,inf,154.5253
"DE_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wf_0.8-cr_0.9",166.2905,0.1663,0.00077796,166.3597,0.198,0.002,0.1572,0.0343,0.0025,0.0503,inf,114.0278,0.198,2.0712,0.1572,9.3131,186.4377,13.6542,inf,114.0278
"DE_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wf_0.8-cr_0.9",178.5728,0.1786,0.00073957,178.7017,0.2223,0.0021,0.0916,0.0278,0.0027,0.0522,inf,148.1399,0.2223,1.9267,0.0916,7.5383,200.9454,14.1755,inf,148.1399
"DE_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wf_0.8-cr_0.9",176.6095,0.1766,0.00070262,176.6708,0.1804,0.002,0.1553,0.0324,0.0025,0.0504,inf,111.9165,0.1804,1.8176,0.1553,8.7797,186.8692,13.67,inf,111.9165
"DE_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wf_0.8-cr_0.9",171.4323,0.1714,0.00077343,171.4952,0.216,0.0019,0.2007,0.0315,0.0024,0.049,inf,111.3664,0.216,1.7387,0.2007,8.5588,176.8104,13.297,inf,111.3664
"DE_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wf_0.8-cr_0.9",183.224,0.1832,0.0007205,183.2848,0.2456,0.0019,0.2148,0.0318,0.0024,0.0486,inf,111.5741,0.2456,1.7389,0.2148,8.6412,173.7085,13.1799,inf,111.5741
"DE_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wf_0.8-cr_0.9",180.0443,0.18,0.00080037,180.106,0.1797,0.0019,0.1655,0.0281,0.0025,0.0501,inf,110.6292,0.1797,1.3699,0.1655,7.6135,184.6023,13.5868,inf,110.6292
"DE_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wf_0.8-cr_0.9",172.0521,0.1721,0.00083351,172.1798,0.0859,0.0021,0.0856,0.0334,0.0027,0.0524,inf,132.1032,0.0859,1.7098,0.0856,9.0661,202.2859,14.2227,inf,132.1032
"DE_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wf_0.8-cr_0.9",140.0399,0.14,0.00087428,140.1155,0.1495,0.002,0.1053,0.0279,0.0027,0.0518,inf,118.3345,0.1495,1.497,0.1053,7.584,197.9257,14.0686,inf,118.3345
"DE_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wf_0.8-cr_0.9",133.3424,0.1333,0.00117803,133.4077,0.2302,0.0019,0.1783,0.0282,0.0025,0.0497,inf,136.0825,0.2302,1.6616,0.1783,7.656,181.7833,13.4827,inf,136.0825
