model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"NRO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50",508.135,0.5081,0.00095749,508.1963,0.2769,0.0017,0.273,0.0291,0.0022,0.0467,inf,109.6079,0.2769,1.5086,0.273,7.8881,160.8178,12.6814,inf,109.6079
"NRO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50",528.2159,0.5282,0.00072312,528.2942,0.2741,0.0017,0.2704,0.029,0.0022,0.0468,inf,109.5886,0.2741,1.5105,0.2704,7.8683,161.3901,12.7039,inf,109.5886
"NRO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50",452.9669,0.453,0.00073838,453.0346,0.2795,0.0017,0.2761,0.0289,0.0022,0.0466,inf,109.4155,0.2795,1.4731,0.2761,7.8363,160.1296,12.6542,inf,109.4155
"NRO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50",500.9857,0.501,0.00083876,501.0721,0.275,0.0017,0.2723,0.0287,0.0022,0.0468,inf,109.1974,0.275,1.4223,0.2723,7.7979,160.9689,12.6874,inf,109.1974
"NRO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50",544.4805,0.5445,0.00078321,544.5376,0.2736,0.0017,0.2704,0.0289,0.0022,0.0468,inf,109.5887,0.2736,1.4891,0.2704,7.8533,161.4065,12.7046,inf,109.5887
"NRO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50",452.9601,0.453,0.00082159,453.0267,0.2751,0.0017,0.2729,0.0286,0.0022,0.0467,inf,109.2234,0.2751,1.4457,0.2729,7.7732,160.8349,12.6821,inf,109.2234
"NRO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50",444.1196,0.4441,0.00109053,444.187,0.2847,0.0017,0.2826,0.0286,0.0022,0.0464,inf,109.2738,0.2847,1.4606,0.2826,7.7628,158.6958,12.5975,inf,109.2738
"NRO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50",463.7065,0.4637,0.00098491,463.7756,0.2856,0.0017,0.281,0.0291,0.0022,0.0465,inf,109.6168,0.2856,1.5188,0.281,7.9018,159.0583,12.6118,inf,109.6168
"NRO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50",447.3225,0.4473,0.000808,447.388,0.262,0.0017,0.2599,0.0287,0.0022,0.0472,inf,109.0754,0.262,1.3828,0.2599,7.7884,163.7187,12.7953,inf,109.0754
"NRO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50",446.591,0.4466,0.00082493,446.7101,0.2749,0.0017,0.2728,0.0287,0.0022,0.0467,inf,109.3376,0.2749,1.4634,0.2728,7.7881,160.8654,12.6833,inf,109.3376
