model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WVO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",2801.1795,2.8012,0.0170455,2801.4513,0.2638,0.0017,0.2614,0.0287,0.0022,0.0471,inf,109.2519,0.2638,1.4463,0.2614,7.7873,163.3888,12.7824,inf,109.2519
"WVO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",2813.9469,2.8139,0.01777864,2814.2112,0.2702,0.0017,0.2689,0.0286,0.0022,0.0469,inf,109.2614,0.2702,1.445,0.2689,7.7573,161.74,12.7177,inf,109.2614
"WVO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",2820.5721,2.8206,0.02032828,2820.8795,0.2704,0.0017,0.2671,0.029,0.0022,0.0469,inf,109.453,0.2704,1.4663,0.2671,7.8617,162.1243,12.7328,inf,109.453
"WVO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",2842.9367,2.8429,0.01748562,2843.2749,0.2577,0.0017,0.2569,0.0286,0.0022,0.0472,inf,109.2402,0.2577,1.405,0.2569,7.7479,164.3945,12.8216,inf,109.2402
"WVO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",2850.755,2.8508,0.01721191,2851.1278,0.2615,0.0017,0.2574,0.0292,0.0022,0.0472,inf,109.5984,0.2615,1.473,0.2574,7.9263,164.2686,12.8167,inf,109.5984
"WVO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",2865.9942,2.866,0.01688147,2866.4166,0.2637,0.0017,0.2589,0.0292,0.0022,0.0472,inf,109.4651,0.2637,1.4555,0.2589,7.9128,163.9352,12.8037,inf,109.4651
"WVO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",2885.41,2.8854,0.01740384,2885.865,0.2656,0.0017,0.2568,0.0297,0.0022,0.0472,inf,109.769,0.2656,1.5585,0.2568,8.0515,164.4075,12.8221,inf,109.769
"WVO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",2884.2597,2.8843,0.01790476,2884.7596,0.2671,0.0017,0.2645,0.0288,0.0022,0.047,inf,109.2977,0.2671,1.4437,0.2645,7.8114,162.6973,12.7553,inf,109.2977
"WVO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",2034.7526,2.0348,0.01203012,2035.2553,0.2535,0.0018,0.2464,0.0297,0.0023,0.0476,inf,109.9758,0.2535,1.5515,0.2464,8.0587,166.6986,12.9112,inf,109.9758
"WVO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",1636.1226,1.6361,0.00941873,1636.6014,0.2506,0.0018,0.243,0.0297,0.0023,0.0477,inf,109.8145,0.2506,1.5127,0.243,8.0497,167.4576,12.9405,inf,109.8145
