model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",181.8071,0.1818,0.00097966,181.8638,0.2774,0.0017,0.274,0.029,0.0022,0.0467,inf,109.5882,0.2774,1.5108,0.274,7.8754,160.6015,12.6729,inf,109.5882
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",214.3506,0.2144,0.00078773,214.4108,0.2529,0.0018,0.2488,0.0291,0.0023,0.0475,inf,109.3654,0.2529,1.4433,0.2488,7.8847,166.1775,12.891,inf,109.3654
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",213.8226,0.2138,0.00075483,213.9331,0.2667,0.0017,0.2642,0.0289,0.0022,0.047,inf,109.4676,0.2667,1.4417,0.2642,7.8482,162.7672,12.758,inf,109.4676
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",216.2321,0.2162,0.00081921,216.3078,0.266,0.0017,0.2624,0.0289,0.0022,0.0471,inf,109.2575,0.266,1.4315,0.2624,7.8475,163.1719,12.7739,inf,109.2575
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",215.3375,0.2153,0.00072598,215.4013,0.2367,0.0018,0.2341,0.0291,0.0023,0.048,inf,109.3285,0.2367,1.4399,0.2341,7.8879,169.4327,13.0166,inf,109.3285
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",197.9149,0.1979,0.00078416,197.9771,0.259,0.0017,0.2554,0.0294,0.0022,0.0473,inf,109.9958,0.259,1.5739,0.2554,7.9839,164.726,12.8346,inf,109.9958
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",160.0626,0.1601,0.00076795,160.124,0.2848,0.0017,0.2813,0.0289,0.0022,0.0465,inf,109.5027,0.2848,1.4909,0.2813,7.8311,158.9862,12.609,inf,109.5027
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",206.194,0.2062,0.00116754,206.2597,0.2696,0.0017,0.2663,0.0289,0.0022,0.0469,inf,109.2714,0.2696,1.4394,0.2663,7.8395,162.3029,12.7398,inf,109.2714
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",170.1534,0.1702,0.00074196,170.2458,0.2851,0.0017,0.2826,0.0287,0.0022,0.0464,inf,109.3549,0.2851,1.4657,0.2826,7.7907,158.69,12.5972,inf,109.3549
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",234.341,0.2343,0.00124574,234.4377,0.2506,0.0018,0.2475,0.0291,0.0023,0.0475,inf,109.4164,0.2506,1.4409,0.2475,7.8855,166.4635,12.9021,inf,109.4164
