model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
WdoMlp-run_0-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,50.0249,0.05,0.00046444,50.1184,0.5225,16.80824592642873,2.8219,15.7405,3.9674,0.1661,2.1125,0.5209,0.4607,46.074,39.9058,0.4043,0.9882,0.5209,0.8268,0.7424,0.6138
WdoMlp-run_1-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,49.1518,0.0492,0.00026345,49.1797,0.4893,17.62607320284809,2.9119,16.8696,4.1073,0.1675,2.0968,0.4866,0.4729,47.2906,40.1783,0.4133,1.0197,0.4866,0.803,0.7189,0.5773
WdoMlp-run_2-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,46.8277,0.0468,0.00026369,46.8521,0.5366,16.84386343131304,2.6359,15.2279,3.9023,0.1562,1.7283,0.5365,0.3949,39.4927,37.0679,0.3586,0.923,0.5365,0.8466,0.7598,0.6432
WdoMlp-run_3-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,47.962,0.048,0.00025558,47.9886,0.5302,15.783725478399504,2.8206,15.5146,3.9389,0.1751,2.0568,0.5278,0.4633,46.3318,40.3314,0.4029,0.9877,0.5278,0.8368,0.7459,0.6242
WdoMlp-run_4-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,47.2049,0.0472,0.00025177,47.2312,0.5745,15.478847135370494,2.8434,14.5771,3.818,0.1552,2.213,0.5564,0.4832,48.3195,39.7139,0.4223,0.9957,0.5564,0.8493,0.7729,0.6564
WdoMlp-run_5-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,55.3802,0.0554,0.00027871,55.4051,0.5415,15.795999143441867,2.8831,15.2507,3.9052,0.1746,2.2762,0.5358,0.4932,49.3179,41.1634,0.4241,1.0096,0.5358,0.8302,0.7531,0.6252
WdoMlp-run_6-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,46.3733,0.0464,0.00026798,46.3989,0.5444,16.787018684864233,2.6431,15.0347,3.8775,0.1473,1.8689,0.5424,0.4223,42.2319,36.736,0.3755,0.9256,0.5424,0.8369,0.7563,0.6329
WdoMlp-run_7-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,47.7862,0.0478,0.00027871,47.8109,0.5306,16.162577227766292,2.8352,15.5985,3.9495,0.1653,2.1431,0.5253,0.4713,47.1307,39.9059,0.411,0.9928,0.5253,0.8347,0.7506,0.6265
WdoMlp-run_8-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,52.9795,0.053,0.00031948,53.0038,0.5493,16.926491819641164,2.506,14.8504,3.8536,0.1371,1.5996,0.548,0.3705,37.054,34.8571,0.3391,0.8776,0.548,0.8432,0.7629,0.6433
WdoMlp-run_9-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,51.2688,0.0513,0.00028872,51.2934,0.5097,15.482732106055433,3.125,16.8807,4.1086,0.1991,2.5685,0.4862,0.5527,55.2699,44.0867,0.4612,1.0943,0.4862,0.8255,0.7372,0.6086
