model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
NroMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50,199.1547,0.1992,0.00034904,199.2393,0.5972,14.447935403408547,2.4536,13.2481,3.6398,0.1423,1.6151,0.5968,0.3582,35.8223,34.7601,0.3264,0.8592,0.5968,0.8856,0.8051,0.713
NroMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50,194.4971,0.1945,0.00031567,194.5244,0.5935,14.24834044334991,2.5792,13.5866,3.686,0.1331,1.7222,0.5865,0.4122,41.2211,35.5173,0.3659,0.9032,0.5865,0.8745,0.7942,0.6945
NroMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50,250.5739,0.2506,0.00059199,250.6003,0.6158,13.355520458989208,2.7082,13.2079,3.6343,0.1445,2.0213,0.598,0.4539,45.3885,37.9572,0.3972,0.9484,0.598,0.8825,0.8077,0.7128
NroMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50,281.1017,0.2811,0.00034046,281.1337,0.5968,12.856207012882887,2.7153,13.6648,3.6966,0.144,1.9555,0.5841,0.4437,44.3716,37.6397,0.3879,0.9508,0.5841,0.8778,0.7997,0.702
NroMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50,290.2649,0.2903,0.00053954,290.2928,0.5786,14.501744167021933,2.6274,14.1407,3.7604,0.1304,1.7161,0.5696,0.4162,41.6223,35.0102,0.3635,0.9201,0.5696,0.873,0.7877,0.6877
NroMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50,328.9454,0.3289,0.00051188,328.988,0.6084,13.961943033941692,2.684,13.2355,3.6381,0.1504,2.0188,0.5972,0.4462,44.6242,38.1735,0.3921,0.9399,0.5972,0.8794,0.8013,0.7047
NroMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50,313.1309,0.3131,0.00058413,313.1772,0.5687,13.393363140799556,2.8828,14.7711,3.8433,0.2169,2.207,0.5504,0.4798,47.9844,42.1087,0.4092,1.0095,0.5504,0.875,0.7966,0.697
NroMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50,303.7529,0.3038,0.00053215,303.7948,0.556,14.147702222050343,2.8079,14.7197,3.8366,0.1969,1.9829,0.552,0.4469,44.6873,41.0037,0.3927,0.9833,0.552,0.8725,0.7896,0.6889
NroMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50,298.6001,0.2986,0.00050688,298.6417,0.6043,13.442961749169728,2.5406,13.1437,3.6254,0.1282,1.7158,0.6,0.4025,40.2544,35.1238,0.3582,0.8897,0.6,0.884,0.803,0.7099
NroMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50,303.9744,0.304,0.0003283,304.0113,0.6128,13.426223596867258,2.6505,13.2535,3.6405,0.1374,1.8224,0.5966,0.4368,43.6752,36.5792,0.3814,0.9282,0.5966,0.884,0.8075,0.7138
