model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
EoMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50,49.0764,0.0491,0.00046682,49.1421,0.6145,13.301238133900913,3.0102,14.1277,3.7587,0.2317,2.4633,0.57,0.5573,55.7299,45.3462,0.4556,1.0541,0.57,0.8803,0.8218,0.7234
EoMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50,46.0336,0.046,0.00031161,46.0596,0.5685,17.826158540537712,2.2377,15.4501,3.9307,0.1433,1.0914,0.5298,0.2768,27.681,30.9009,0.258,0.7836,0.5298,0.8541,0.7882,0.6732
EoMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50,44.4241,0.0444,0.00032234,44.4489,0.6242,14.402519635296754,2.5719,12.5679,3.5451,0.1548,1.8768,0.6175,0.4536,45.3633,36.7146,0.3771,0.9006,0.6175,0.8763,0.8056,0.7059
EoMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50,47.2238,0.0472,0.0002687,47.2511,0.6187,15.60864599266881,2.2657,13.0855,3.6174,0.1178,1.268,0.6017,0.3011,30.1071,31.6406,0.2808,0.7934,0.6017,0.8787,0.8001,0.703
EoMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50,44.4601,0.0445,0.00026655,44.4852,0.6475,13.398831124953333,3.165,14.9146,3.8619,0.2253,2.7756,0.5461,0.625,62.5031,45.5259,0.4896,1.1083,0.5461,0.8781,0.8356,0.7337
EoMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50,53.7491,0.0537,0.00040078,53.7765,0.5833,12.173643286636363,3.3982,17.2728,4.1561,0.2296,2.9608,0.4743,0.6438,64.3795,47.0356,0.5123,1.19,0.4743,0.8484,0.8,0.6787
EoMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50,45.0478,0.045,0.0002594,45.0896,0.5917,12.015198520559832,3.5401,17.8645,4.2266,0.263,3.222,0.4563,0.7088,70.8836,49.7102,0.541,1.2397,0.4563,0.8446,0.8033,0.6785
EoMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50,45.3647,0.0454,0.00030518,45.3898,0.577,13.138586302337968,2.6759,14.4065,3.7956,0.1722,1.6917,0.5615,0.494,49.3953,36.5176,0.3825,0.9371,0.5615,0.8494,0.7857,0.6674
EoMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50,44.3951,0.0444,0.00028515,44.4202,0.5349,18.68828297482386,2.3297,16.8637,4.1065,0.1518,1.1302,0.4868,0.2845,28.4474,31.7219,0.2642,0.8158,0.4868,0.8322,0.7673,0.6385
EoMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50,50.1805,0.0502,0.00026298,50.2036,0.6269,11.956055608625196,2.6166,12.6081,3.5508,0.1961,1.847,0.6163,0.4319,43.1881,38.9866,0.3712,0.9163,0.6163,0.8948,0.8291,0.7419
