model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
FpaMlp-0-run_0-hs_7False-ac_eluelu-epoch_2000-p_0.8-pop_size_50,224.6882,0.1123,0.00049472,224.774,0.7898,14.133272967703107,1.8428,6.9481,2.6359,0.0885,1.322,0.7868,0.3029,30.2863,28.5432,0.2751,0.6489,0.7868,0.9448,0.9047,0.8548
FpaMlp-0-run_1-hs_7False-ac_eluelu-epoch_2000-p_0.8-pop_size_50,220.6225,0.1103,0.00105405,220.6469,0.7926,13.053831132922785,1.8744,6.9269,2.6319,0.1455,1.2905,0.7874,0.3109,31.0925,36.5721,0.2878,0.66,0.7874,0.9469,0.9064,0.8583
FpaMlp-0-run_2-hs_7False-ac_eluelu-epoch_2000-p_0.8-pop_size_50,221.6354,0.1108,0.00057817,221.6731,0.7852,12.883684567387952,1.7449,7.0261,2.6507,0.0906,1.1511,0.7844,0.2615,26.1463,27.8724,0.2442,0.6144,0.7844,0.9461,0.9064,0.8575
FpaMlp-0-run_3-hs_7False-ac_eluelu-epoch_2000-p_0.8-pop_size_50,227.724,0.1139,0.00072837,227.7487,0.822,11.262791040883343,1.8315,6.3463,2.5192,0.1138,1.3531,0.8053,0.2869,28.6912,33.369,0.2704,0.6449,0.8053,0.9503,0.9165,0.8709
FpaMlp-0-run_4-hs_7False-ac_eluelu-epoch_2000-p_0.8-pop_size_50,228.1048,0.1141,0.00059247,228.1432,0.7898,11.694445460117532,1.9327,6.8661,2.6203,0.1135,1.4852,0.7893,0.3363,33.6296,33.607,0.3039,0.6805,0.7893,0.9463,0.907,0.8583
FpaMlp-0-run_5-hs_7False-ac_eluelu-epoch_2000-p_0.8-pop_size_50,229.475,0.1147,0.00079155,229.4993,0.7923,11.988822426992883,1.8713,6.7746,2.6028,0.1179,1.3648,0.7921,0.3054,30.5439,33.6106,0.2843,0.6589,0.7921,0.9486,0.9098,0.863
FpaMlp-0-run_6-hs_7False-ac_eluelu-epoch_2000-p_0.8-pop_size_50,228.9939,0.1145,0.00061846,229.0221,0.8162,14.8316717490532,1.6175,6.3319,2.5163,0.0671,1.0171,0.8057,0.2347,23.4702,25.2789,0.2242,0.5695,0.8057,0.9479,0.9111,0.8636
FpaMlp-0-run_7-hs_7False-ac_eluelu-epoch_2000-p_0.8-pop_size_50,227.2073,0.1136,0.00083947,227.2329,0.7939,13.073381205556402,1.8265,7.0287,2.6512,0.1044,1.1445,0.7843,0.2801,28.0128,31.5634,0.2637,0.6431,0.7843,0.9474,0.913,0.865
FpaMlp-0-run_8-hs_7False-ac_eluelu-epoch_2000-p_0.8-pop_size_50,224.7746,0.1124,0.00059652,224.8084,0.7984,14.14145145947975,2.0254,7.5385,2.7456,0.2262,1.6576,0.7687,0.3676,36.756,46.1406,0.3289,0.7131,0.7687,0.9393,0.9063,0.8513
FpaMlp-0-run_9-hs_7False-ac_eluelu-epoch_2000-p_0.8-pop_size_50,211.2106,0.1056,0.00065994,211.2651,0.7795,12.330672621658287,2.01,7.3315,2.7077,0.171,1.6146,0.775,0.3456,34.5624,40.6231,0.317,0.7077,0.775,0.9438,0.9038,0.853
