model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"GRU-1HL-Gru1HL-run_0-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",1068.7261,0.5344,0.40351844,1069.1847,0.7285,12.543502124698964,2.2863,11.008,3.3178,0.1279,1.284,0.6622,0.4172,41.7174,30.6038,0.3332,0.805,0.6622,0.921,0.9097,0.8378
"GRU-1HL-Gru1HL-run_1-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",1075.1759,0.5376,0.38684368,1075.5872,0.8365,11.099700336348043,1.6204,5.4249,2.3291,0.0774,1.0605,0.8335,0.2568,25.683,27.8297,0.2442,0.5705,0.8335,0.9596,0.9336,0.8959
"GRU-1HL-Gru1HL-run_2-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",1077.6524,0.5388,0.44813132,1078.1275,0.8175,10.588886920969511,1.6632,6.1447,2.4789,0.0723,0.877,0.8114,0.2776,27.7587,23.7601,0.2443,0.5856,0.8114,0.952,0.9239,0.8796
"GRU-1HL-Gru1HL-run_3-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",1081.4459,0.5407,0.39051366,1081.8922,0.7948,11.687686872814808,1.8481,7.0697,2.6589,0.0903,1.0763,0.783,0.3306,33.0611,26.4737,0.2788,0.6507,0.783,0.9415,0.9136,0.8602
"GRU-1HL-Gru1HL-run_4-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",1087.726,0.5439,0.46739388,1088.2182,0.7784,13.536542186553007,1.8284,7.3025,2.7023,0.0826,1.1008,0.7759,0.2975,29.7482,26.5263,0.2654,0.6438,0.7759,0.941,0.913,0.8591
"GRU-1HL-Gru1HL-run_5-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",1075.9157,0.538,0.35994005,1076.3004,0.8104,14.788108421663388,1.617,6.1828,2.4865,0.0666,0.9707,0.8103,0.253,25.2981,24.9289,0.2353,0.5693,0.8103,0.9534,0.9191,0.8763
"GRU-1HL-Gru1HL-run_6-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",1082.6234,0.5413,0.54824567,1083.1982,0.7789,14.405018064525777,1.7792,7.2273,2.6884,0.0773,1.0716,0.7782,0.2857,28.5721,26.4015,0.2558,0.6265,0.7782,0.9458,0.92,0.8701
"GRU-1HL-Gru1HL-run_7-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",1068.5317,0.5343,0.41590452,1068.9726,0.7465,12.022069705403506,1.8953,8.5612,2.926,0.0788,1.0786,0.7373,0.2902,29.0189,27.0494,0.2631,0.6673,0.7373,0.9436,0.9236,0.8715
"GRU-1HL-Gru1HL-run_8-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",585.3087,0.2927,0.38020611,585.716,0.8271,10.259814150686946,1.5953,5.6403,2.3749,0.0642,1.0021,0.8269,0.2473,24.7319,25.0074,0.2305,0.5617,0.8269,0.9593,0.9372,0.8991
"GRU-1HL-Gru1HL-run_9-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",590.2072,0.2951,0.34500432,590.5983,0.8543,9.642011023357007,1.4187,4.7503,2.1795,0.0509,0.7738,0.8542,0.2177,21.7746,20.9335,0.2038,0.4995,0.8542,0.9638,0.9399,0.9059
