model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
GaMlp-0-run_0-hs_7False-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_50,356.6916,0.1783,0.00051761,356.7502,0.7619,12.896207500281157,2.1255,7.7786,2.789,0.1412,1.7273,0.7613,0.3969,39.6913,37.6324,0.3465,0.7484,0.7613,0.9339,0.8835,0.8251
GaMlp-0-run_1-hs_7False-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_50,369.1011,0.1846,0.00056863,369.1537,0.7767,17.506613878353935,1.7013,7.2826,2.6986,0.064,1.0366,0.7765,0.2465,24.6491,24.2959,0.2333,0.599,0.7765,0.94,0.8926,0.839
GaMlp-0-run_2-hs_7False-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_50,370.7573,0.1854,0.00060821,370.7976,0.759,13.886882313508458,2.084,7.8682,2.805,0.1361,1.7185,0.7585,0.3585,35.8499,36.4839,0.3248,0.7338,0.7585,0.937,0.894,0.8377
GaMlp-0-run_3-hs_7False-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_50,370.7125,0.1854,0.0006094,370.7707,0.7695,16.49068212481859,2.0013,7.577,2.7526,0.1295,1.6302,0.7675,0.3356,33.5589,36.4376,0.309,0.7047,0.7675,0.9401,0.8954,0.8418
GaMlp-0-run_4-hs_7False-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_50,370.121,0.1851,0.00071239,370.1466,0.7801,15.443639034480043,1.7905,7.1675,2.6772,0.0792,1.2917,0.78,0.2895,28.9522,27.7467,0.2691,0.6304,0.78,0.9358,0.8867,0.8298
GaMlp-0-run_5-hs_7False-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_50,368.6303,0.1843,0.00067401,368.6548,0.779,16.84357209752373,1.6903,7.2018,2.6836,0.06,1.0327,0.779,0.2452,24.5179,23.478,0.2321,0.5951,0.779,0.9372,0.8921,0.8361
GaMlp-0-run_6-hs_7False-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_50,247.6365,0.1238,0.00066209,247.6618,0.7907,17.01782125944768,1.7191,7.0356,2.6525,0.0809,1.255,0.7841,0.2667,26.6664,27.4278,0.249,0.6053,0.7841,0.9353,0.8937,0.8359
GaMlp-0-run_7-hs_7False-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_50,225.4718,0.1127,0.00073838,225.499,0.7858,15.317341996319012,1.732,7.0498,2.6551,0.0746,1.1594,0.7837,0.2602,26.0159,27.148,0.2463,0.6098,0.7837,0.9437,0.8984,0.8478
GaMlp-0-run_8-hs_7False-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_50,226.702,0.1134,0.00042629,226.7262,0.7742,17.399730815934007,1.717,7.6399,2.764,0.0853,1.0766,0.7656,0.256,25.6004,27.6578,0.2417,0.6046,0.7656,0.9332,0.8863,0.8271
GaMlp-0-run_9-hs_7False-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_50,241.5032,0.1208,0.00055408,241.527,0.754,16.592521235047837,1.9761,8.0264,2.8331,0.1094,1.4726,0.7537,0.3195,31.9529,33.047,0.2943,0.6958,0.7537,0.9372,0.8894,0.8335
