model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"LSTM-1HL-Lstm1HL-run_0-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",871.7124,0.4359,0.29837012,872.0745,0.7668,14.511309447487115,1.571,7.8071,2.7941,0.0654,0.6974,0.7604,0.2028,20.2781,21.4424,0.1915,0.5531,0.7604,0.9349,0.8902,0.8322
"LSTM-1HL-Lstm1HL-run_1-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",849.731,0.4249,0.32145691,850.0781,0.8291,13.637639155259372,1.4263,5.6433,2.3756,0.048,0.7146,0.8268,0.1983,19.8333,19.7951,0.1881,0.5022,0.8268,0.9532,0.9174,0.8745
"LSTM-1HL-Lstm1HL-run_2-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",856.3102,0.4282,0.32187176,856.6572,0.8484,10.482768518357199,1.392,4.967,2.2287,0.0502,0.7237,0.8476,0.2128,21.2772,19.8654,0.1974,0.4901,0.8476,0.9612,0.932,0.8958
"LSTM-1HL-Lstm1HL-run_3-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",843.8043,0.4219,0.30557799,844.1381,0.8394,12.17166381877346,1.4424,5.2338,2.2877,0.0503,0.808,0.8394,0.2178,21.7753,21.4135,0.2057,0.5079,0.8394,0.9604,0.9304,0.8936
"LSTM-1HL-Lstm1HL-run_4-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",876.8479,0.4384,0.29533029,877.2081,0.8373,9.277954311730815,1.4046,5.3157,2.3056,0.0459,0.7015,0.8369,0.1975,19.7478,19.0034,0.1859,0.4945,0.8369,0.9588,0.9268,0.8886
"LSTM-1HL-Lstm1HL-run_5-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",865.9382,0.433,0.38061571,866.3438,0.844,13.078448512301385,1.3644,5.0962,2.2575,0.0457,0.7242,0.8436,0.2029,20.2892,18.5538,0.1882,0.4804,0.8436,0.9567,0.9259,0.8858
"LSTM-1HL-Lstm1HL-run_6-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",854.404,0.4272,0.34105372,854.8021,0.8204,11.387356013635433,1.4014,5.8937,2.4277,0.0502,0.6143,0.8191,0.1907,19.0652,18.4931,0.1794,0.4934,0.8191,0.9559,0.923,0.8823
"LSTM-1HL-Lstm1HL-run_7-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",851.237,0.4256,0.34423089,851.6058,0.7621,13.162725074403856,1.6916,7.9298,2.816,0.0746,0.7625,0.7567,0.2651,26.512,22.3904,0.2284,0.5956,0.7567,0.9386,0.9071,0.8514
"LSTM-1HL-Lstm1HL-run_8-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",859.29,0.4296,0.34985209,859.6651,0.8196,13.537747089423775,1.4124,5.97,2.4434,0.0489,0.604,0.8168,0.2057,20.574,18.4751,0.1891,0.4973,0.8168,0.9536,0.9181,0.8755
"LSTM-1HL-Lstm1HL-run_9-hs_(20, False)-ep_2000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",866.4179,0.4332,0.28200436,866.7253,0.7827,14.457901347401707,1.6017,7.1608,2.676,0.063,0.7541,0.7803,0.2469,24.687,21.5486,0.2202,0.5639,0.7803,0.9417,0.901,0.8485
