model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
PsoMlp-1-run_0-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,106.7553,0.0534,0.00024867,106.773,0.8168,11.14861125593654,1.664,6.0496,2.4596,0.0596,1.0611,0.8144,0.2528,25.2822,23.4633,0.2366,0.5859,0.8144,0.9501,0.9115,0.866
PsoMlp-1-run_1-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,106.302,0.0532,0.00027037,106.3197,0.8118,13.617958255261993,1.5243,6.2769,2.5054,0.0455,0.8534,0.8074,0.1957,19.5749,20.202,0.1894,0.5367,0.8074,0.9447,0.9058,0.8557
PsoMlp-1-run_2-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,106.8708,0.0534,0.00035906,106.8887,0.8192,17.758614174859588,1.4228,6.1235,2.4746,0.043,0.6851,0.8121,0.1785,17.8457,18.5423,0.1727,0.501,0.8121,0.9433,0.9141,0.8623
PsoMlp-1-run_3-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,106.3895,0.0532,0.00035763,106.4077,0.8078,17.190420392853778,1.54,6.3676,2.5234,0.053,0.9026,0.8046,0.2162,21.6218,21.9081,0.2073,0.5422,0.8046,0.9408,0.9061,0.8525
PsoMlp-1-run_4-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,105.7348,0.0529,0.00032377,105.753,0.8039,14.056317555392983,1.4879,6.3912,2.5281,0.0455,0.6945,0.8039,0.1924,19.2436,19.1185,0.1837,0.5239,0.8039,0.9514,0.9137,0.8693
PsoMlp-1-run_5-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,106.3551,0.0532,0.00028515,106.3856,0.74,13.784977941623604,1.6156,8.4735,2.9109,0.0481,0.6958,0.74,0.1947,19.4652,19.3882,0.1851,0.5688,0.74,0.9384,0.8934,0.8384
PsoMlp-1-run_6-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,106.1269,0.0531,0.00026965,106.1447,0.7898,12.948567313353042,1.5782,6.8963,2.6261,0.0476,0.7627,0.7884,0.2047,20.4718,19.8482,0.1945,0.5557,0.7884,0.948,0.9084,0.8612
PsoMlp-1-run_7-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,107.0721,0.0535,0.00030851,107.0901,0.8011,14.229801785744648,1.4676,6.4825,2.5461,0.044,0.6408,0.8011,0.1806,18.0645,17.8573,0.1724,0.5167,0.8011,0.9494,0.9098,0.8638
PsoMlp-1-run_8-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,105.8783,0.0529,0.00030613,105.8964,0.8195,16.22207093852946,1.4145,6.0406,2.4578,0.0411,0.7421,0.8146,0.1813,18.1299,18.5324,0.1757,0.498,0.8146,0.9437,0.9127,0.8613
PsoMlp-1-run_9-hs_4True-ac_eluelu-c1_2.0-c2_2.0-epoch_2000-pop_size_100-w_max_0.9-w_min_0.4,107.1734,0.0536,0.00025678,107.1912,0.8086,18.004105459101783,1.4474,6.4321,2.5362,0.0438,0.7317,0.8026,0.1883,18.8311,19.0928,0.1816,0.5096,0.8026,0.9388,0.9078,0.8522
