model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"MLP2-run_0-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",153.3709,0.0767,1.38350296,154.8145,0.7342,15.824180101298374,1.7356,8.906,2.9843,0.052,0.8241,0.7267,0.2221,22.214,21.0282,0.2094,0.6111,0.7267,0.9386,0.9006,0.8453
"MLP2-run_1-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",183.9803,0.092,0.09063935,184.1264,0.7482,16.015601985914383,1.8117,8.832,2.9719,0.0733,1.116,0.729,0.2453,24.5296,27.0587,0.2357,0.6379,0.729,0.9251,0.8737,0.8083
"MLP2-run_2-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",152.4173,0.0762,0.05923367,152.5329,0.8214,11.151036468098654,1.5075,6.1042,2.4707,0.0474,0.8031,0.8127,0.1996,19.9603,21.1008,0.1933,0.5308,0.8127,0.9475,0.9099,0.8621
"MLP2-run_3-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",147.4275,0.0737,0.10539007,147.5939,0.7155,18.031479722688488,1.7814,10.2065,3.1948,0.0689,0.8412,0.6868,0.2104,21.0407,23.3326,0.2021,0.6272,0.6868,0.9013,0.85,0.7661
"MLP2-run_4-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",150.4062,0.0752,0.10850835,150.5951,0.7743,16.88165447559166,1.7102,8.0851,2.8434,0.0641,1.0005,0.7519,0.227,22.7005,24.4477,0.2175,0.6021,0.7519,0.9217,0.8935,0.8235
"MLP2-run_5-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",150.7696,0.0754,0.11343837,150.944,0.7691,18.367410544311696,1.6729,8.3114,2.8829,0.0608,0.9028,0.7449,0.2156,21.5648,23.7387,0.2083,0.589,0.7449,0.9264,0.882,0.8171
"MLP2-run_6-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",151.3025,0.0757,0.09724855,151.4845,0.7435,20.181425325638276,1.7278,8.9717,2.9953,0.0641,0.9353,0.7247,0.224,22.3996,24.3718,0.2158,0.6084,0.7247,0.9206,0.8695,0.8005
"MLP2-run_7-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",147.121,0.0736,0.09406972,147.2966,0.7438,22.13161431787295,1.6513,8.7808,2.9632,0.0571,0.8728,0.7305,0.2066,20.6609,22.1411,0.1992,0.5814,0.7305,0.9182,0.867,0.7961
"MLP2-run_8-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",150.8499,0.0754,0.11787534,151.0487,0.7151,16.57514214431749,1.7133,9.4074,3.0672,0.0568,0.8483,0.7113,0.2076,20.7593,22.0621,0.1987,0.6033,0.7113,0.9308,0.8789,0.8181
"MLP2-run_9-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",148.3335,0.0742,0.10045815,148.5241,0.7427,14.824046203476492,1.7099,8.4071,2.8995,0.0541,0.7768,0.742,0.2138,21.3781,21.6192,0.2039,0.602,0.742,0.935,0.8839,0.8264
