model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
GwoMlp-2-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,107.6463,0.0538,0.00029659,107.6645,0.7196,17.570462188949286,1.9309,9.173,3.0287,0.0766,1.0364,0.7185,0.2732,27.3227,26.52,0.2528,0.6799,0.7185,0.9163,0.8668,0.7942
GwoMlp-2-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,107.6395,0.0538,0.00030208,107.6579,0.802,16.145131255782722,1.5638,7.434,2.7265,0.0553,0.8974,0.7719,0.1972,19.7177,21.9505,0.1911,0.5506,0.7719,0.9275,0.9041,0.8386
GwoMlp-2-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,107.7096,0.0539,0.0002768,107.7278,0.7608,14.659068504889156,1.7015,7.8184,2.7961,0.0563,0.8422,0.7601,0.2189,21.8871,22.0334,0.2075,0.5991,0.7601,0.9367,0.8859,0.8298
GwoMlp-2-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,107.2832,0.0536,0.00028682,107.3013,0.7859,15.272344116017265,1.6119,6.978,2.6416,0.0513,0.7703,0.7859,0.2119,21.1867,19.9883,0.1997,0.5675,0.7859,0.9362,0.8952,0.8381
GwoMlp-2-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,108.6153,0.0543,0.00028968,108.6337,0.6851,22.621997304526023,1.8625,11.3213,3.3647,0.0735,0.9555,0.6526,0.2265,22.6497,25.4293,0.2175,0.6558,0.6526,0.9047,0.8427,0.7624
GwoMlp-2-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,107.3357,0.0537,0.00028729,107.354,0.7835,19.699094442494903,1.5522,7.3672,2.7143,0.0464,0.7198,0.7739,0.1947,19.4741,19.8565,0.1875,0.5465,0.7739,0.9257,0.8986,0.8318
GwoMlp-2-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,106.7895,0.0534,0.00021648,106.8076,0.7833,16.55848387217973,1.6149,7.673,2.77,0.0594,0.9372,0.7645,0.2156,21.5591,22.8479,0.2064,0.5686,0.7645,0.9236,0.8984,0.8298
GwoMlp-2-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,106.5945,0.0533,0.01639962,106.6376,0.7558,19.891834528444775,1.6494,8.5215,2.9192,0.0539,0.7995,0.7385,0.2038,20.376,21.0659,0.195,0.5807,0.7385,0.91,0.8902,0.8101
GwoMlp-2-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,106.0082,0.053,0.00026774,106.0374,0.7543,16.811661529905052,1.7731,8.0113,2.8304,0.0656,0.9532,0.7542,0.2544,25.4419,23.8221,0.236,0.6243,0.7542,0.9248,0.8845,0.818
GwoMlp-2-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,108.6082,0.0543,0.00027633,108.6263,0.717,23.321679472022723,1.7692,9.7931,3.1294,0.0618,0.845,0.6995,0.2163,21.6275,22.614,0.2071,0.6229,0.6995,0.8994,0.8586,0.7722
