model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
HgsoMlp-0-run_0-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,132.2232,0.0661,0.0002501,132.2444,0.8257,12.274197552831527,1.5246,5.7461,2.3971,0.0509,0.8023,0.8237,0.2011,20.1097,20.6539,0.1928,0.5368,0.8237,0.9522,0.9178,0.8739
HgsoMlp-0-run_1-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,134.043,0.067,0.00025702,134.0605,0.7466,19.695105568843996,1.6777,9.2173,3.036,0.0621,0.832,0.7171,0.2123,21.2271,22.3019,0.2027,0.5907,0.7171,0.8963,0.8972,0.8042
HgsoMlp-0-run_2-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,131.6465,0.0658,0.00024891,131.664,0.7371,17.533070701032266,1.686,8.9441,2.9907,0.0589,0.8409,0.7255,0.1999,19.9898,21.5127,0.1922,0.5937,0.7255,0.9241,0.871,0.8049
HgsoMlp-0-run_3-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,132.0009,0.066,0.00027609,132.0183,0.8091,14.556973755044591,1.6222,6.3843,2.5267,0.0529,0.8422,0.8041,0.226,22.598,21.1345,0.214,0.5712,0.8041,0.9494,0.9146,0.8683
HgsoMlp-0-run_4-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,131.9398,0.066,0.00026965,131.9574,0.7808,11.824301254848871,1.6472,7.6405,2.7642,0.0516,0.7324,0.7655,0.2107,21.0663,19.2014,0.1969,0.58,0.7655,0.9468,0.9188,0.8699
HgsoMlp-0-run_5-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,131.5092,0.0658,0.00025725,131.5263,0.7149,17.513381604541834,1.6839,9.3203,3.0529,0.0494,0.6737,0.714,0.1975,19.754,19.4567,0.1876,0.5929,0.714,0.9332,0.8863,0.8271
HgsoMlp-0-run_6-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,131.1412,0.0656,0.00026131,131.1587,0.7174,14.72163160752396,1.7511,9.2895,3.0479,0.0596,0.7817,0.7149,0.2135,21.3549,21.7959,0.2045,0.6166,0.7149,0.9233,0.864,0.7977
HgsoMlp-0-run_7-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,132.6234,0.0663,0.00026321,132.641,0.7583,21.5331038200221,1.5845,8.1098,2.8478,0.0559,0.7281,0.7511,0.1924,19.2445,20.3848,0.1846,0.5579,0.7511,0.931,0.8819,0.821
HgsoMlp-0-run_8-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,132.0484,0.066,0.00023746,132.066,0.7902,14.776251675293011,1.5116,6.8383,2.615,0.0459,0.6511,0.7902,0.1864,18.6395,18.5706,0.1774,0.5322,0.7902,0.9483,0.9089,0.8619
HgsoMlp-0-run_9-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,132.8788,0.0664,0.00023961,132.8963,0.8072,16.40337336702301,1.5629,6.6993,2.5883,0.0551,0.8374,0.7944,0.2028,20.2764,22.017,0.1954,0.5503,0.7944,0.9434,0.9054,0.8542
