Epoch,MSE
1,0.23728834574620397
2,0.21080927237977848
3,0.19074094212346365
4,0.17561212989577085
5,0.1747701116879592
6,0.172085097706197
7,0.16979301015128143
8,0.16845225803859953
9,0.16366423039923783
10,0.154017589315097
11,0.14599156856939577
12,0.1412887467128072
13,0.13807387956409822
14,0.13612280159187304
15,0.13412417959400635
16,0.13350051124606505
17,0.133025551234287
18,0.1326055651974763
19,0.13142765060522502
20,0.1308597519412478
21,0.1305645627640922
22,0.130132129805827
23,0.12809062799308019
24,0.1272282800702135
25,0.1272085408212054
26,0.12596469208088112
27,0.12573010900330575
28,0.12539131909137144
29,0.12525954043290422
30,0.12519554350272166
31,0.12498019091006977
32,0.12486956619392228
33,0.12470432736597406
34,0.12460638942109618
35,0.12407649751774645
36,0.12407053199915546
37,0.12404131166378587
38,0.12401779113108011
39,0.12395327181915301
40,0.12390999493410956
41,0.12390832208854073
42,0.12385628268969294
43,0.12385628268969294
44,0.12374865468380052
45,0.12358037563627675
46,0.12344444856856843
47,0.12341199638003629
48,0.12317615692917527
49,0.12307295419857697
50,0.1230157039123785
51,0.12290633703357752
52,0.12279816761659677
53,0.12273920783492288
54,0.12267060438602423
55,0.12258983112078274
56,0.12253956148818061
57,0.12248855288964894
58,0.12238545208965507
59,0.12209108627836887
60,0.12193041481131446
61,0.12181591705017084
62,0.1217870664142947
63,0.12176672879523005
64,0.12174005539468225
65,0.12171704858993503
66,0.12167638183618035
67,0.12152694238441933
68,0.12152694238441933
69,0.12150479191291755
70,0.12150358072363134
71,0.12147930220414505
72,0.12143859606149324
73,0.12142993166872287
74,0.12142325938051171
75,0.12138886757276184
76,0.12135801813527407
77,0.121351619302383
78,0.12128834641150142
79,0.12088125728558244
80,0.12061793024997966
81,0.12059101626703571
82,0.12044615053174251
83,0.12040035772280437
84,0.12026856824313745
85,0.12007950349858146
86,0.12004906093157529
87,0.11910826562631183
88,0.1188462018057548
89,0.11869528233286111
90,0.11865502784337809
91,0.11853954943545456
92,0.11842509832623799
93,0.11839697563632004
94,0.11830210655846482
95,0.1182713800317739
96,0.11807004790116009
97,0.11800869796044028
98,0.11798219988298823
99,0.11794426524277833
100,0.11793314373362325
101,0.11792227008429539
102,0.11773535573964626
103,0.11772240243640454
104,0.11770544247860837
105,0.11767917211188621
106,0.11766010307000462
107,0.11763563641131766
108,0.11763563641131766
109,0.11753825475489149
110,0.11742427156490728
111,0.11715737000410015
112,0.11708743903775645
113,0.11704399350321101
114,0.11695965227113227
115,0.11695707684529279
116,0.11692135187900564
117,0.11689273965552827
118,0.11689273965552827
119,0.11686695181204315
120,0.1168414236598774
121,0.1168333433982605
122,0.11680313162709223
123,0.1167936825517695
124,0.11678377416047789
125,0.11677559967986499
126,0.11676101312598758
127,0.11674245272035211
128,0.11674245272035211
129,0.11673843011089377
130,0.11670319761703925
131,0.1166815506882691
132,0.11653795696332306
133,0.11647128517878706
134,0.1163448963273893
135,0.11626211675060179
136,0.11625841930194576
137,0.11622444501191712
138,0.11619139904018129
139,0.11618707914362861
140,0.11618692579655356
141,0.11618671141859932
142,0.11618288350265796
143,0.11616414613058658
144,0.11615881651754031
145,0.11615259346520199
146,0.11608139997314315
147,0.11604626686328638
148,0.11602757491482088
149,0.115985270470512
150,0.11597348587293313
151,0.11593609829392343
152,0.115899585178902
153,0.115899585178902
154,0.115891102485316
155,0.11585817592624993
156,0.1158560801093333
157,0.11581716599349946
158,0.11578376502068781
159,0.11574591916056955
160,0.11574559417039458
161,0.11574342165690084
162,0.11569826355094613
163,0.11566765872454396
164,0.11565934568080778
165,0.11565934568080778
166,0.11562148426205215
167,0.11558510992920715
168,0.11555357944380336
169,0.11555291812537528
170,0.11555291812537528
171,0.11555218996133515
172,0.11555218996133515
173,0.11552715191503257
174,0.11552279168066354
175,0.11551905676086854
176,0.1155179557810745
177,0.11550822183707343
178,0.11546276901964353
179,0.1154583621605015
180,0.11543406933258488
181,0.11537094920255868
182,0.11530615118073086
183,0.11520058770521108
184,0.11518886438730544
185,0.11518310199535554
186,0.11515367346917856
187,0.1150624289275732
188,0.11501883778110972
189,0.11499882442152776
190,0.11498953736762861
191,0.11494184626511499
192,0.11493954242983552
193,0.11489256531609186
194,0.11488993274634805
195,0.11485736926801791
196,0.11455427505279231
197,0.11449738785028091
198,0.1144653629129135
199,0.1144463264240199
200,0.11441084070877383
201,0.11420920727867663
202,0.1142057471602382
203,0.11419758062711143
204,0.11419758062711143
205,0.11419593329383032
206,0.11419193353556728
207,0.11418762964134013
208,0.1141761803926496
209,0.11417455657185908
210,0.1141524451960602
211,0.11411701269726311
212,0.11404827640027061
213,0.11396653768345157
214,0.11395316269147676
215,0.11394575033422802
216,0.11392537734494888
217,0.11390802369003407
218,0.11390020355168495
219,0.11389078299620467
220,0.11386467305095638
221,0.11384973213886372
222,0.1138102823983619
223,0.1138032030816024
224,0.11378797604838452
225,0.11367559360409077
226,0.11367184710974651
227,0.1136669310455629
228,0.11364180361244106
229,0.11363527252468487
230,0.11359776775449394
231,0.11359776775449394
232,0.11358651519610927
233,0.11357648593719044
234,0.11353030443047135
235,0.11353030443047135
236,0.1135258117067087
237,0.11352545702236637
238,0.11351143017294071
239,0.11349035918231296
240,0.11348333412265187
241,0.11347106389028533
242,0.11346175645767799
243,0.113416475875873
244,0.11341325526538991
245,0.11341131275964315
246,0.11341131275964315
247,0.11339561619589332
248,0.11339561619589332
249,0.11338084970666332
250,0.11336701650348824
251,0.1133433945936407
252,0.11333753681396853
253,0.1133297427240465
254,0.11328974072412673
255,0.11328570280539968
256,0.11325927407032675
257,0.11324060127856582
258,0.11322270887236627
259,0.11322270887236627
260,0.11318134465794318
261,0.11312030225627362
262,0.11310017085986132
263,0.11308778138601594
264,0.11308595858810598
265,0.11305596438963307
266,0.11303408083757334
267,0.11301785260559596
268,0.11298550320301158
269,0.11284677862614478
270,0.11281661118899737
271,0.11280770043099901
272,0.11280058032014355
273,0.1127863756849464
274,0.11278226030734098
275,0.11277933748571074
276,0.11276541572649434
277,0.11273551302417893
278,0.11273551302417893
