model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"Gru1HL-run_0-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",413.0863,0.2065,0.27536392,413.3818,0.8271,12.702018018169255,1.5365,5.6587,2.3788,0.0595,0.8371,0.8264,0.2377,23.7738,22.196,0.2178,0.541,0.8264,0.9513,0.917,0.8723
"Gru1HL-run_1-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",451.1473,0.2256,0.27679896,451.4429,0.8331,13.469694567758477,1.4774,5.4409,2.3326,0.0577,0.752,0.833,0.235,23.4959,21.0247,0.2118,0.5202,0.833,0.9523,0.9188,0.875
"Gru1HL-run_2-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",447.6256,0.2238,0.2754693,447.9197,0.8389,12.444745769487126,1.4664,5.4228,2.3287,0.0494,0.8249,0.8336,0.2061,20.6079,21.0358,0.1972,0.5163,0.8336,0.9525,0.9216,0.8778
"Gru1HL-run_3-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",446.4796,0.2232,0.27656269,446.7748,0.8245,12.85616151129799,1.5556,5.8515,2.419,0.0562,0.8513,0.8204,0.2249,22.4912,22.3839,0.212,0.5477,0.8204,0.9496,0.915,0.8689
"Gru1HL-run_4-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",457.8309,0.2289,0.27533269,458.1249,0.835,14.22933289382825,1.5287,5.5772,2.3616,0.0568,0.9116,0.8289,0.2317,23.1652,23.3369,0.2195,0.5382,0.8289,0.9513,0.9181,0.8734
"Gru1HL-run_5-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",479.6016,0.2398,0.27875018,479.899,0.8004,12.585405371058576,1.6665,6.5085,2.5512,0.0652,0.9554,0.8003,0.2547,25.4746,24.0657,0.2339,0.5868,0.8003,0.9474,0.9038,0.8563
