model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
GwoMlp-1-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,105.1642,0.0526,0.00021839,105.1867,0.7469,17.872068603944705,1.6478,8.5811,2.9293,0.0568,0.7568,0.7367,0.2015,20.152,21.5519,0.1936,0.5802,0.7367,0.929,0.877,0.8147
GwoMlp-1-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,107.0342,0.0535,0.00027132,107.0522,0.7889,16.34053986033511,1.615,6.9882,2.6435,0.0562,0.9232,0.7856,0.2201,22.0063,22.8604,0.2115,0.5686,0.7856,0.9418,0.898,0.8457
GwoMlp-1-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,106.4483,0.0532,0.00024247,106.4661,0.7607,20.004267633989066,1.6312,8.5041,2.9162,0.0562,0.7889,0.739,0.1952,19.5188,21.2603,0.1886,0.5744,0.739,0.923,0.878,0.8104
GwoMlp-1-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,105.1661,0.0526,0.00027966,105.1836,0.7873,18.801441951988448,1.5821,7.583,2.7537,0.0526,0.7644,0.7673,0.1959,19.5856,21.1902,0.1896,0.5571,0.7673,0.9294,0.8933,0.8302
GwoMlp-1-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,106.2194,0.0531,0.00029707,106.237,0.7618,11.84136847981052,1.7711,7.8473,2.8013,0.0607,0.8558,0.7592,0.2379,23.7914,22.6247,0.2227,0.6236,0.7592,0.9404,0.8967,0.8433
GwoMlp-1-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,108.1158,0.0541,0.00024152,108.1332,0.7819,16.540675499522095,1.6207,7.1905,2.6815,0.0493,0.8001,0.7793,0.2126,21.2576,20.2336,0.2019,0.5707,0.7793,0.9437,0.9019,0.8511
GwoMlp-1-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,106.7912,0.0534,0.0002768,106.809,0.789,14.964128974251576,1.5946,6.9185,2.6303,0.051,0.7385,0.7877,0.2041,20.415,20.4859,0.1952,0.5615,0.7877,0.9408,0.8969,0.8438
GwoMlp-1-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,107.8547,0.0539,0.00028205,107.8723,0.7983,11.923480212218891,1.726,6.7242,2.5931,0.0674,1.0743,0.7937,0.244,24.3992,25.4406,0.2329,0.6077,0.7937,0.9443,0.9021,0.8519
GwoMlp-1-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,106.6408,0.0533,0.00025034,106.6585,0.7389,16.280968129685004,1.9812,8.8782,2.9796,0.0749,0.9615,0.7276,0.285,28.5039,24.9505,0.2596,0.6976,0.7276,0.9266,0.8865,0.8214
GwoMlp-1-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,105.7419,0.0529,0.00024128,105.7595,0.7578,21.215453067190403,1.726,8.0489,2.8371,0.063,0.961,0.753,0.2303,23.0325,23.715,0.2197,0.6077,0.753,0.9289,0.8838,0.821
