model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
FpaMlp-1-run_0-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,115.3684,0.0577,0.00027704,115.3861,0.7934,17.947325176267974,1.5996,6.8578,2.6187,0.0516,0.8201,0.7896,0.2079,20.7918,21.0251,0.1988,0.5632,0.7896,0.9372,0.9037,0.8469
FpaMlp-1-run_1-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,114.7419,0.0574,0.00028992,114.7598,0.8111,12.303367255061687,1.5706,6.2469,2.4994,0.0466,0.7692,0.8083,0.2113,21.134,19.6306,0.2007,0.553,0.8083,0.9481,0.9091,0.8619
FpaMlp-1-run_2-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,115.5685,0.0578,0.0003581,115.5865,0.7817,16.393665809259357,1.649,8.1715,2.8586,0.0633,0.842,0.7492,0.2067,20.6714,23.1434,0.1996,0.5806,0.7492,0.922,0.8907,0.8212
FpaMlp-1-run_3-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,116.1137,0.0581,0.00027514,116.1318,0.7901,20.028075305342696,1.4803,7.2537,2.6933,0.0474,0.7511,0.7774,0.185,18.4956,19.449,0.1792,0.5212,0.7774,0.928,0.9005,0.8357
FpaMlp-1-run_4-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,114.144,0.0571,0.00028563,114.162,0.7941,10.951874660468896,1.6058,6.7394,2.596,0.0504,0.7869,0.7932,0.2105,21.0536,20.0254,0.1993,0.5654,0.7932,0.9457,0.9052,0.856
FpaMlp-1-run_5-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,115.0379,0.0575,0.00029111,115.0557,0.7676,16.23981762084081,1.6387,8.0903,2.8443,0.0567,0.7882,0.7517,0.2024,20.2418,21.9486,0.1952,0.577,0.7517,0.9277,0.8815,0.8178
FpaMlp-1-run_6-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,115.7561,0.0579,0.00023937,115.7742,0.7991,9.520721479204214,1.742,6.8417,2.6157,0.0622,1.0785,0.79,0.2582,25.8182,23.6589,0.241,0.6134,0.79,0.9485,0.9149,0.8678
FpaMlp-1-run_7-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,113.3998,0.0567,0.00027847,113.4179,0.7967,10.717760436284898,1.599,6.6252,2.5739,0.0496,0.8118,0.7967,0.2096,20.9568,20.7003,0.2007,0.563,0.7967,0.9462,0.9037,0.8551
FpaMlp-1-run_8-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,114.6487,0.0573,0.00040102,114.6665,0.7911,16.857538234607198,1.5522,7.3898,2.7184,0.052,0.7958,0.7732,0.1929,19.2856,20.535,0.1863,0.5465,0.7732,0.9271,0.9012,0.8355
FpaMlp-1-run_9-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,113.8606,0.0569,0.00025487,113.8785,0.8101,12.435918128957415,1.5479,6.1911,2.4882,0.0498,0.8364,0.81,0.2106,21.0588,21.126,0.2014,0.545,0.81,0.9514,0.9127,0.8683
