model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
GaMlp-1-run_0-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,148.616,0.0743,0.00028706,148.6341,0.7381,18.793474121576686,1.7414,9.1029,3.0171,0.0594,0.8909,0.7207,0.2195,21.9545,22.7733,0.2112,0.6131,0.7207,0.9007,0.8814,0.7939
GaMlp-1-run_1-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,147.5934,0.0738,0.00027227,147.6111,0.7505,21.750413510091843,1.5535,8.8135,2.9688,0.0501,0.66,0.7295,0.1749,17.4855,18.6089,0.1692,0.547,0.7295,0.9084,0.8798,0.7992
GaMlp-1-run_2-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,148.0562,0.074,0.00029564,148.074,0.7647,15.327580854810066,1.79,7.9495,2.8195,0.0599,1.0209,0.7561,0.2534,25.3388,22.5627,0.2375,0.6303,0.7561,0.9309,0.8837,0.8226
GaMlp-1-run_3-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,148.3506,0.0742,0.00028515,148.3683,0.7299,22.11224945849108,1.6538,9.9802,3.1591,0.0561,0.6662,0.6937,0.1788,17.8838,19.5647,0.173,0.5823,0.6937,0.8854,0.8898,0.7878
GaMlp-1-run_4-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,147.797,0.0739,0.00029135,147.8148,0.7587,17.824663084679294,1.8326,7.8896,2.8088,0.0659,1.1459,0.7579,0.2611,26.1125,25.3914,0.2466,0.6452,0.7579,0.9237,0.8883,0.8205
GaMlp-1-run_5-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,148.6738,0.0743,0.00037718,148.6917,0.001,28.7269245165366,3.2963,37.436,6.1185,0.1288,1.3392,-0.1488,0.3988,39.8761,32.1288,0.3389,1.1606,-0.1488,0.8315,0.848,0.7051
GaMlp-1-run_6-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,147.6501,0.0738,0.00029469,147.668,0.7041,14.546973194407432,1.7644,9.7376,3.1205,0.0607,0.7177,0.7012,0.2043,20.4336,21.1303,0.1947,0.6212,0.7012,0.9209,0.8615,0.7934
GaMlp-1-run_7-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,148.5829,0.0743,0.00028801,148.6011,0.7118,17.69890189343092,1.7747,11.1465,3.3386,0.0716,0.6813,0.6579,0.1941,19.4069,22.2239,0.1872,0.6249,0.6579,0.8755,0.8664,0.7585
GaMlp-1-run_8-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,150.2874,0.0751,0.00028062,150.3052,0.7287,14.697977918488874,2.0,9.2487,3.0412,0.0802,1.0355,0.7162,0.2875,28.7542,25.2687,0.2595,0.7042,0.7162,0.9265,0.8875,0.8223
GaMlp-1-run_9-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,148.3992,0.0742,0.00028682,148.4174,0.7144,20.935767995842472,1.7428,10.6728,3.2669,0.0635,0.711,0.6725,0.1928,19.2794,21.3015,0.1863,0.6136,0.6725,0.8763,0.8784,0.7697
