model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
EoMlp-1-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,116.4764,0.0582,0.00026417,116.4944,0.8244,13.074947192339323,1.5008,6.0598,2.4617,0.0492,0.8241,0.814,0.1982,19.8161,20.6948,0.1912,0.5284,0.814,0.9427,0.9167,0.8642
EoMlp-1-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.9871,0.058,0.00025034,116.0048,0.8018,11.569300729479886,1.5386,6.5215,2.5537,0.0484,0.7016,0.7999,0.1929,19.2891,19.8008,0.1857,0.5417,0.7999,0.9449,0.9037,0.8539
EoMlp-1-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.8898,0.0579,0.00030518,115.9182,0.8187,15.2129515363949,1.4945,5.95,2.4393,0.0509,0.7252,0.8174,0.2029,20.2884,20.1046,0.1926,0.5262,0.8174,0.9481,0.9126,0.8652
EoMlp-1-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,116.9955,0.0585,0.00029898,117.0139,0.8085,16.743530025041935,1.5017,6.2406,2.4981,0.0463,0.7903,0.8085,0.2019,20.1897,19.8315,0.1934,0.5287,0.8085,0.9466,0.9069,0.8585
EoMlp-1-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.8816,0.0579,0.0002687,115.8995,0.7945,10.844272564461528,1.6011,6.7035,2.5891,0.0528,0.7747,0.7943,0.2094,20.9405,20.5036,0.1984,0.5637,0.7943,0.9487,0.9093,0.8627
EoMlp-1-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,116.1571,0.0581,0.00031328,116.1747,0.8285,15.019107242919869,1.4794,5.7371,2.3952,0.0499,0.8283,0.8239,0.1995,19.948,20.8535,0.1924,0.5209,0.8239,0.9506,0.9163,0.871
EoMlp-1-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,121.495,0.0607,0.00026846,121.5132,0.808,12.19680150519763,1.5725,6.2799,2.506,0.055,0.7453,0.8073,0.2073,20.7257,21.0386,0.1972,0.5537,0.8073,0.9503,0.9117,0.8664
EoMlp-1-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.6788,0.0578,0.00030303,115.6965,0.813,16.901229891253642,1.3956,6.1594,2.4818,0.0419,0.646,0.811,0.1703,17.0332,17.5424,0.1642,0.4914,0.811,0.9487,0.9097,0.863
EoMlp-1-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.1129,0.0576,0.00029206,115.131,0.8084,13.025505490831051,1.5105,6.7356,2.5953,0.052,0.7761,0.7933,0.1949,19.4943,21.0737,0.189,0.5318,0.7933,0.9379,0.9061,0.8498
EoMlp-1-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.4567,0.0577,0.0002811,115.4745,0.8164,10.556488748748944,1.5457,6.0394,2.4575,0.0507,0.7769,0.8147,0.214,21.404,19.9901,0.2007,0.5442,0.8147,0.9519,0.9158,0.8718
