model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
EoMlp-2-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,117.1654,0.0586,0.00027347,117.1837,0.7906,10.683612831650928,1.7027,6.9565,2.6375,0.0633,1.0215,0.7865,0.2375,23.7484,24.0709,0.2245,0.5995,0.7865,0.94,0.8962,0.8424
EoMlp-2-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,116.6195,0.0583,0.0002985,116.6378,0.787,17.59241358823532,1.5795,7.0847,2.6617,0.05,0.8715,0.7826,0.2058,20.575,20.9259,0.1975,0.5562,0.7826,0.9335,0.8932,0.8338
EoMlp-2-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.7155,0.0579,0.00027871,115.7339,0.7569,13.892036190437182,1.726,7.923,2.8148,0.0584,0.8472,0.7569,0.2261,22.6121,22.0269,0.2127,0.6077,0.7569,0.9351,0.8829,0.8256
EoMlp-2-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,126.5964,0.0633,0.0004437,126.6152,0.8071,15.57898356738978,1.5089,6.4791,2.5454,0.0524,0.8644,0.8012,0.2033,20.3318,21.2725,0.195,0.5313,0.8012,0.942,0.9022,0.8499
EoMlp-2-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,117.1928,0.0586,0.0002861,117.2111,0.7865,11.52917485342813,1.5729,6.9953,2.6449,0.0519,0.7368,0.7853,0.2014,20.1426,20.1161,0.1925,0.5538,0.7853,0.9401,0.8934,0.8399
EoMlp-2-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,117.4829,0.0587,0.00025535,117.5013,0.8035,17.36190302754246,1.5646,6.532,2.5558,0.0517,0.874,0.7996,0.2184,21.8401,21.7183,0.2083,0.5509,0.7996,0.9365,0.9095,0.8517
EoMlp-2-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,129.7584,0.0649,0.00029445,129.7765,0.8107,17.598886878223865,1.5861,6.7492,2.5979,0.0541,0.9455,0.7929,0.2167,21.6689,23.1966,0.209,0.5585,0.7929,0.9378,0.9044,0.8481
EoMlp-2-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,143.922,0.072,0.00027537,143.9405,0.7868,18.410990310661916,1.56,7.3618,2.7133,0.0524,0.7977,0.7741,0.1988,19.8812,20.9574,0.1916,0.5493,0.7741,0.9295,0.8939,0.8309
EoMlp-2-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,116.9298,0.0585,0.00037622,116.9485,0.7811,13.35640419532145,1.637,7.1448,2.673,0.0525,0.7856,0.7807,0.2186,21.8589,20.6883,0.2064,0.5764,0.7807,0.9378,0.8904,0.835
EoMlp-2-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,116.1739,0.0581,0.00024533,116.1932,0.8128,11.019258091245643,1.5285,6.116,2.4731,0.0495,0.8021,0.8123,0.2141,21.4141,20.2203,0.2018,0.5382,0.8123,0.951,0.9109,0.8663
