model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
WoaMlp-1-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,119.5086,0.0598,0.00028467,119.5272,0.8318,15.413523890402388,1.4201,5.7125,2.3901,0.044,0.6852,0.8247,0.1824,18.2418,19.0764,0.1765,0.5,0.8247,0.9484,0.9188,0.8714
WoaMlp-1-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,119.5024,0.0598,0.00028276,119.5203,0.7913,10.770986277687834,1.5886,6.8002,2.6077,0.0529,0.79,0.7913,0.2108,21.0765,21.144,0.2006,0.5593,0.7913,0.9493,0.9111,0.8649
WoaMlp-1-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,117.8262,0.0589,0.00040698,117.844,0.7936,15.0235086540759,1.5925,6.8301,2.6134,0.0565,0.8659,0.7904,0.2104,21.0403,21.9451,0.2013,0.5607,0.7904,0.9456,0.9037,0.8545
WoaMlp-1-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,118.2633,0.0591,0.00032091,118.2812,0.7105,23.399342520606112,1.9053,11.4052,3.3772,0.087,0.8723,0.65,0.2212,22.1174,25.6237,0.2121,0.6708,0.65,0.8904,0.8517,0.7584
WoaMlp-1-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,118.0064,0.059,0.00042605,118.0242,0.8164,15.275130189515014,1.5372,6.1422,2.4783,0.0517,0.8623,0.8115,0.2074,20.7439,21.6117,0.1998,0.5413,0.8115,0.9482,0.9097,0.8626
WoaMlp-1-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,119.5939,0.0598,0.00028944,119.6116,0.7929,10.914596481785948,1.5393,6.7601,2.6,0.0504,0.7149,0.7926,0.201,20.0975,19.808,0.1908,0.542,0.7926,0.9502,0.9135,0.868
WoaMlp-1-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,119.3865,0.0597,0.00027561,119.4043,0.8073,16.991828890925966,1.4824,6.356,2.5211,0.0427,0.6753,0.805,0.185,18.5021,18.507,0.178,0.522,0.805,0.9416,0.9065,0.8536
WoaMlp-1-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,117.8714,0.0589,0.00030184,117.8891,0.8013,18.249651540494106,1.4909,6.5575,2.5608,0.0465,0.7346,0.7988,0.1945,19.4508,19.9309,0.1875,0.5249,0.7988,0.9435,0.9014,0.8505
WoaMlp-1-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,117.561,0.0588,0.0002749,117.5786,0.8069,10.663686863805085,1.5365,6.3063,2.5112,0.0485,0.7294,0.8065,0.2015,20.1452,19.8025,0.1915,0.541,0.8065,0.952,0.9154,0.8715
WoaMlp-1-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,127.4311,0.0637,0.00025892,127.4487,0.7854,18.61311224339637,1.5304,7.1996,2.6832,0.0501,0.8112,0.7791,0.1951,19.5086,20.611,0.1885,0.5389,0.7791,0.9378,0.8939,0.8383
