model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"MvoMlp-0-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",169.8125,0.0849,0.0003562,169.8336,0.8,14.592406017750427,1.4455,6.5867,2.5665,0.0419,0.586,0.7979,0.1729,17.2854,17.3785,0.1664,0.5089,0.7979,0.9418,0.9001,0.8477
"MvoMlp-0-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",171.8077,0.0859,0.00026155,171.825,0.8105,11.387709910704832,1.5673,6.1992,2.4898,0.05,0.805,0.8098,0.2183,21.8312,20.3752,0.2058,0.5518,0.8098,0.9491,0.9096,0.8633
"MvoMlp-0-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",172.6473,0.0863,0.00025964,172.6645,0.8139,13.997944287633828,1.4361,6.3643,2.5227,0.0432,0.6048,0.8047,0.1728,17.279,18.0686,0.1669,0.5056,0.8047,0.9416,0.9073,0.8543
"MvoMlp-0-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",176.0203,0.088,0.00026989,176.0379,0.8138,14.074555173530488,1.5191,6.0695,2.4636,0.0494,0.7774,0.8137,0.2052,20.5208,19.5656,0.1941,0.5349,0.8137,0.9488,0.9092,0.8626
"MvoMlp-0-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",167.937,0.084,0.00026751,167.9543,0.8024,14.341820499771401,1.5096,6.5034,2.5502,0.0459,0.7234,0.8004,0.1924,19.2362,18.964,0.1833,0.5315,0.8004,0.9421,0.9021,0.8499
"MvoMlp-0-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",168.7912,0.0844,0.00027299,168.8085,0.7756,14.672190338316973,1.5355,7.3262,2.7067,0.0452,0.6692,0.7752,0.1898,18.9794,18.2088,0.1803,0.5407,0.7752,0.942,0.8952,0.8433
"MvoMlp-0-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",171.0184,0.0855,0.00025439,171.0357,0.8199,12.042169796258735,1.384,6.0156,2.4527,0.042,0.6145,0.8154,0.1686,16.8602,17.3126,0.1631,0.4873,0.8154,0.946,0.9113,0.8621
"MvoMlp-0-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",170.787,0.0854,0.00028753,170.8045,0.8012,10.875719279911833,1.5757,6.618,2.5726,0.0499,0.7868,0.7969,0.2149,21.4877,19.6274,0.2022,0.5548,0.7969,0.9473,0.9068,0.859
"MvoMlp-0-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",172.2126,0.0861,0.00027442,172.2299,0.8075,16.79816534244931,1.4566,6.2874,2.5075,0.0468,0.6853,0.8071,0.1938,19.3774,18.5928,0.1834,0.5129,0.8071,0.9438,0.9051,0.8542
"MvoMlp-0-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",173.8274,0.0869,0.00027323,173.8445,0.7588,12.392983280482538,1.641,7.9135,2.8131,0.0543,0.6887,0.7572,0.2102,21.024,19.7525,0.1969,0.5778,0.7572,0.9391,0.8927,0.8383
