model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
NroMlp-0-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,446.2591,0.2231,0.00025415,446.2798,0.8315,14.32966900336746,1.3869,5.5242,2.3504,0.0391,0.6597,0.8305,0.1722,17.2167,17.1515,0.1659,0.4883,0.8305,0.9513,0.9182,0.8735
NroMlp-0-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,442.1852,0.2211,0.00026393,442.2025,0.757,11.992352582943045,1.7036,8.0029,2.8289,0.0551,0.7276,0.7544,0.2127,21.2723,20.6495,0.2001,0.5998,0.7544,0.9436,0.9073,0.8561
NroMlp-0-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,441.5171,0.2208,0.00026274,441.5344,0.8103,11.936901687823134,1.4753,6.3081,2.5116,0.0456,0.641,0.8064,0.1783,17.8341,18.6453,0.1723,0.5195,0.8064,0.947,0.9081,0.86
NroMlp-0-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,440.3058,0.2202,0.00027585,440.3234,0.8079,10.459032386637434,1.5047,6.2639,2.5028,0.0449,0.6567,0.8078,0.1839,18.3943,18.5234,0.1761,0.5298,0.8078,0.9518,0.9138,0.8698
NroMlp-0-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,442.1904,0.2211,0.00026631,442.2081,0.8148,11.425886118690013,1.5006,6.1156,2.473,0.0442,0.7058,0.8123,0.1991,19.9076,18.7413,0.1893,0.5284,0.8123,0.9523,0.9153,0.8716
NroMlp-0-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,440.8488,0.2204,0.00026417,440.8662,0.8273,13.775678431767975,1.3555,5.6323,2.3732,0.0404,0.5974,0.8272,0.1675,16.7474,17.0469,0.1607,0.4773,0.8272,0.9571,0.9238,0.8842
NroMlp-0-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,441.4785,0.2207,0.00030923,441.4962,0.8176,10.847105502043554,1.4628,5.9575,2.4408,0.0449,0.6688,0.8172,0.1897,18.9749,18.3332,0.1804,0.5151,0.8172,0.9535,0.9172,0.8746
NroMlp-0-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,469.2363,0.2346,0.00028205,469.2537,0.8194,15.780418313066662,1.4055,5.9243,2.434,0.0418,0.6446,0.8182,0.1759,17.5885,17.636,0.1689,0.4949,0.8182,0.9489,0.912,0.8654
NroMlp-0-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,438.0855,0.219,0.00028419,438.1038,0.7924,10.993090881024036,1.6113,6.8283,2.6131,0.0518,0.7951,0.7905,0.1996,19.9592,20.6741,0.1919,0.5673,0.7905,0.9451,0.9031,0.8535
NroMlp-0-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,434.4389,0.2172,0.00027108,434.4571,0.8287,12.465147187307508,1.4375,5.5828,2.3628,0.0421,0.686,0.8287,0.1884,18.8366,18.3139,0.1798,0.5061,0.8287,0.9548,0.9186,0.8771
