model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"MLP0-run_0-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",59.7309,0.0299,0.03655481,59.7864,0.7759,17.939816648100873,1.5563,7.4028,2.7208,0.0494,0.7571,0.7728,0.1926,19.2638,20.1067,0.1849,0.548,0.7728,0.9414,0.896,0.8435
"MLP0-run_1-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",123.5014,0.0618,0.08614111,123.609,0.7673,20.66042880997172,1.5965,7.6695,2.7694,0.0538,0.8523,0.7646,0.207,20.702,21.1357,0.1978,0.5621,0.7646,0.9349,0.886,0.8283
"MLP0-run_2-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",155.782,0.0779,0.0766542,155.9161,0.7519,17.13516448098026,1.6575,8.2936,2.8799,0.0584,0.856,0.7455,0.2136,21.3645,22.7952,0.2046,0.5836,0.7455,0.9348,0.8853,0.8276
"MLP0-run_3-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",170.6447,0.0853,0.10643935,170.8268,0.7635,20.414402267430198,1.5904,8.2221,2.8674,0.0577,0.756,0.7477,0.1907,19.072,20.8937,0.1836,0.56,0.7477,0.9296,0.8832,0.821
"MLP0-run_4-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",156.0207,0.078,0.12693238,156.2099,0.6865,18.880074449625354,1.8709,11.0468,3.3237,0.076,0.8629,0.661,0.2207,22.0675,24.721,0.2107,0.6587,0.661,0.9128,0.8551,0.7805
"MLP0-run_5-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",151.822,0.0759,0.08276367,151.9515,0.7754,16.574061471017483,1.5876,7.3371,2.7087,0.0514,0.8229,0.7748,0.208,20.8047,21.273,0.1991,0.559,0.7748,0.9429,0.8979,0.8466
"MLP0-run_6-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",155.6221,0.0778,0.10700345,155.8067,0.7033,20.16850996396436,1.7337,9.672,3.11,0.0587,0.8522,0.7032,0.215,21.5013,21.7199,0.2039,0.6104,0.7032,0.9262,0.8705,0.8063
"MLP0-run_7-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",156.2926,0.0781,0.09676957,156.4482,0.7469,21.39627010277452,1.7251,9.3574,3.059,0.0669,0.8666,0.7128,0.2064,20.6357,23.2091,0.1987,0.6074,0.7128,0.9168,0.8711,0.7986
"MLP0-run_8-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",152.9246,0.0765,0.09718251,153.108,0.7882,11.582199723090822,1.5844,6.9569,2.6376,0.0467,0.8046,0.7865,0.2091,20.9117,20.0481,0.199,0.5579,0.7865,0.9468,0.9056,0.8574
"MLP0-run_9-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",156.1323,0.0781,0.06333709,156.2687,0.7807,11.633630822406486,1.6533,7.2911,2.7002,0.0523,0.8093,0.7763,0.2237,22.3661,20.8099,0.2107,0.5821,0.7763,0.9446,0.9059,0.8557
