model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
SsaMlp-1-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.1536,0.0576,0.00027871,115.1712,0.7603,21.25978844451582,1.6939,8.6298,2.9377,0.0693,0.8644,0.7352,0.2116,21.1623,23.3591,0.2026,0.5964,0.7352,0.9222,0.8798,0.8114
SsaMlp-1-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,122.3899,0.0612,0.0002625,122.4076,0.7689,18.90657228651599,1.6879,7.605,2.7577,0.057,0.9708,0.7666,0.234,23.3982,22.6352,0.2233,0.5943,0.7666,0.9206,0.8978,0.8265
SsaMlp-1-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,114.7403,0.0574,0.000278,114.7588,0.7368,21.927128460457382,1.7533,9.5648,3.0927,0.0677,0.8581,0.7065,0.2131,21.3078,23.7446,0.2053,0.6173,0.7065,0.9127,0.8653,0.7898
SsaMlp-1-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.3696,0.0577,0.00033522,115.3877,0.8138,12.973231404071939,1.5036,6.079,2.4656,0.0432,0.7745,0.8135,0.1947,19.4687,19.0079,0.1865,0.5294,0.8135,0.9484,0.9081,0.8612
SsaMlp-1-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.2742,0.0576,0.0002358,115.2933,0.7673,20.21046267696687,1.7206,7.6201,2.7605,0.0633,1.0536,0.7662,0.2516,25.164,24.2834,0.2381,0.6058,0.7662,0.924,0.8902,0.8225
SsaMlp-1-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.7379,0.0579,0.00028014,115.7556,0.7442,23.555392484685402,1.6916,9.6426,3.1053,0.0661,0.7314,0.7041,0.1958,19.5823,22.0348,0.189,0.5956,0.7041,0.906,0.8704,0.7886
SsaMlp-1-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.1452,0.0576,0.00030589,115.1633,0.802,15.532716311791571,1.6569,6.572,2.5636,0.0592,1.0522,0.7983,0.2359,23.5911,23.9118,0.2258,0.5834,0.7983,0.9409,0.9085,0.8548
SsaMlp-1-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.2196,0.0576,0.00025892,115.2376,0.8265,15.284904877623802,1.5138,6.396,2.529,0.052,0.7919,0.8037,0.1923,19.2342,21.1234,0.1866,0.533,0.8037,0.939,0.9199,0.8638
SsaMlp-1-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.182,0.0576,0.00026679,115.1998,0.8023,11.995183833673725,1.5744,6.4639,2.5424,0.0525,0.822,0.8016,0.2071,20.7103,21.1902,0.198,0.5544,0.8016,0.9495,0.9096,0.8637
SsaMlp-1-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,115.792,0.0579,0.00031877,115.81,0.7041,19.703620342311748,2.0303,9.9885,3.1605,0.0813,1.168,0.6935,0.2889,28.8864,28.5844,0.2711,0.7149,0.6935,0.888,0.8748,0.7768
