model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"Lstm1HL-run_0-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",597.4442,0.2987,0.45567703,597.9434,0.8403,12.890028862372578,1.411,5.3905,2.3218,0.0421,0.6878,0.8346,0.1876,18.7628,19.0688,0.1804,0.4968,0.8346,0.9526,0.9218,0.8781
"Lstm1HL-run_1-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",577.3952,0.2887,0.55773807,578.0153,0.8428,15.795745909010162,1.3389,5.2469,2.2906,0.0392,0.6966,0.839,0.1836,18.3615,18.1937,0.176,0.4714,0.839,0.9514,0.9247,0.8798
"Lstm1HL-run_2-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",586.0636,0.293,0.58372498,586.6888,0.855,10.748326635175063,1.3429,4.7253,2.1738,0.0377,0.6814,0.855,0.1857,18.5743,17.9537,0.1781,0.4728,0.855,0.9619,0.9301,0.8947
"Lstm1HL-run_3-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",589.9537,0.295,0.44444418,590.4592,0.8349,12.580494709425814,1.4322,5.4778,2.3405,0.0418,0.7068,0.8319,0.194,19.399,19.4009,0.1868,0.5043,0.8319,0.9519,0.9174,0.8733
"Lstm1HL-run_4-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",603.5146,0.3018,0.56596994,604.1421,0.848,11.14960361597791,1.3909,5.0238,2.2414,0.0421,0.7257,0.8458,0.1965,19.6474,19.2385,0.1875,0.4897,0.8458,0.9571,0.925,0.8853
"Lstm1HL-run_5-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",630.9322,0.3155,0.57627749,631.5708,0.8652,10.426589810241538,1.2947,4.4148,2.1011,0.0368,0.7025,0.8645,0.1827,18.2666,17.6388,0.1752,0.4558,0.8645,0.9662,0.9394,0.9076
"Lstm1HL-run_6-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",598.5256,0.2993,0.56266761,599.1261,0.8121,14.322250456231622,1.4431,6.3645,2.5228,0.0456,0.6335,0.8047,0.1871,18.7118,18.7906,0.1784,0.5081,0.8047,0.9408,0.9081,0.8543
"Lstm1HL-run_7-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",505.7741,0.2529,0.22573686,506.0419,0.8287,10.859737007160055,1.4534,5.5981,2.366,0.0431,0.7392,0.8282,0.1917,19.1679,18.9869,0.1835,0.5117,0.8282,0.9545,0.9175,0.8758
"Lstm1HL-run_8-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",349.0575,0.1745,0.60830808,349.6968,0.8245,11.665598090789963,1.517,5.8721,2.4232,0.0486,0.8212,0.8198,0.2224,22.2438,20.1082,0.2083,0.5341,0.8198,0.9534,0.9165,0.8738
"Lstm1HL-run_9-hs_(20, False)-ep_2000-bs_32-lr_0.01-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",584.8459,0.2924,0.98833036,585.8564,0.8324,13.647598792625129,1.5012,5.7192,2.3915,0.0529,0.8369,0.8245,0.2328,23.2784,20.1698,0.2141,0.5286,0.8245,0.9542,0.9207,0.8785
