0.000000000000000000e+00,4.647689740303904138e+00,0.000000000000000000e+00,1.712676323950290680e-02
2.999999999999999889e-02,3.962301076557487534e+00,1.105501713527655850e-04,1.460110209882259369e-02
0.000000000000000000e+00,3.507652593608945768e+00,0.000000000000000000e+00,1.292571984231472015e-02
1.269999999999999796e+00,3.422452000463381605e+00,4.679957253933743171e-03,1.261175516992807388e-02
1.476999999999999957e+01,3.997938452418893451e+00,5.442753436267826206e-02,1.473242603242397308e-02
1.128999999999999915e+01,1.025464984945952907e+01,4.160371448575744813e-02,3.778844326734542847e-02
2.314000000000000057e+01,1.071041035763919425e+01,8.527103217009986136e-02,3.946792334318161011e-02
1.617999999999999972e+01,1.685043037611991323e+01,5.962339241625824043e-02,6.209393218159675598e-02
1.017999999999999972e+01,1.501484773159027064e+01,3.751335814570512517e-02,5.532979965209960938e-02
4.469999999999999751e+00,1.258914160300046170e+01,1.647197553156207195e-02,4.639105871319770813e-02
2.660000000000000142e+00,8.523144679106772870e+00,9.802115193278549549e-03,3.140783682465553284e-02
3.003000000000000114e+01,6.308715256974100960e+00,1.106607215241183634e-01,2.324765175580978394e-02
4.360000000000000320e+00,1.757242893233895487e+01,1.606662490326860038e-02,6.475450098514556885e-02
4.699999999999999734e-01,9.685450636520981149e+00,1.731952684526660976e-03,3.569094091653823853e-02
4.600000000000000200e-01,7.310482175499201318e+00,1.695102627409072592e-03,2.693916857242584229e-02
1.850000000000000089e+00,4.145984140569344056e+00,6.817260566753878537e-03,1.527797523885965347e-02
7.209999999999999964e+00,4.372990696653723752e+00,2.656889118178133030e-02,1.611449569463729858e-02
1.379999999999999893e+00,6.997427865229546740e+00,5.085307882227217344e-03,2.578556165099143982e-02
7.259999999999999787e+00,5.255119875222444392e+00,2.675314146736927287e-02,1.936514675617218018e-02
5.203000000000000114e+01,7.646365352831780982e+00,1.917308471828131355e-01,2.817689999938011169e-02
3.359000000000000341e+01,2.719265019066631694e+01,1.237793418579798965e-01,1.002050712704658508e-01
1.875000000000000000e+01,2.576381099306047062e+01,6.909385709547849475e-02,9.493979066610336304e-02
3.899000000000000199e+01,2.133874516576528535e+01,1.436783727014776801e-01,7.863339781761169434e-02
2.123000000000000043e+01,2.644403884880244604e+01,7.823267126064045729e-02,9.744643419981002808e-02
1.100000000000000089e+00,1.995729643978178558e+01,4.053506282934739129e-03,7.354275137186050415e-02
8.299999999999999600e-01,1.070780619673430856e+01,3.058554740759847779e-03,3.945832699537277222e-02
3.900000000000000133e-01,6.132973316777497352e+00,1.437152227585952822e-03,2.260004170238971710e-02
3.900000000000000133e-01,3.827875170158222318e+00,1.437152227585952822e-03,1.410574186593294144e-02
3.900000000000000133e-01,3.737250926680863117e+00,1.437152227585952822e-03,1.377179101109504700e-02
3.900000000000000133e-01,3.691575248511508089e+00,1.437152227585952822e-03,1.360347587615251541e-02
3.900000000000000133e-01,3.691575248511508089e+00,1.437152227585952822e-03,1.360347587615251541e-02
3.900000000000000133e-01,3.691575248511508089e+00,1.437152227585952822e-03,1.360347587615251541e-02
3.900000000000000133e-01,3.691575248511508089e+00,1.437152227585952822e-03,1.360347587615251541e-02
3.900000000000000133e-01,3.691575248511508089e+00,1.437152227585952822e-03,1.360347587615251541e-02
3.900000000000000133e-01,3.691575248511508089e+00,1.437152227585952822e-03,1.360347587615251541e-02
