model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
WoaMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50,40.837,0.0408,0.00030541,40.8465,0.1025,0.0043,0.0578,0.0509,0.0057,0.0756,inf,73.1755,0.1025,0.7103,0.0578,5.4185,64.6642,8.0414,inf,73.1755
WoaMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50,39.3507,0.0394,0.00023603,39.3576,0.1299,0.0042,0.0845,0.0511,0.0055,0.0745,inf,74.4517,0.1299,0.7084,0.0845,5.4425,62.83,7.9265,inf,74.4517
WoaMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50,38.4062,0.0384,0.00024176,38.421,0.1007,0.0043,0.0559,0.0512,0.0057,0.0756,inf,73.4248,0.1007,0.7221,0.0559,5.4465,64.7959,8.0496,inf,73.4248
WoaMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50,40.8044,0.0408,0.0002923,40.8111,0.1054,0.0043,0.0537,0.0517,0.0057,0.0757,inf,74.8437,0.1054,0.7242,0.0537,5.5075,64.9418,8.0586,inf,74.8437
WoaMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50,41.9874,0.042,0.00023389,41.9945,0.1117,0.0042,0.0746,0.0502,0.0056,0.0749,inf,73.3176,0.1117,0.697,0.0746,5.3439,63.5113,7.9694,inf,73.3176
WoaMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50,39.5898,0.0396,0.00022483,39.6131,0.1676,0.0041,0.0963,0.0525,0.0055,0.074,inf,75.1314,0.1676,0.7907,0.0963,5.5825,62.0232,7.8755,inf,75.1314
WoaMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50,40.6802,0.0407,0.00023532,40.687,0.1547,0.0042,0.0898,0.0522,0.0055,0.0743,inf,74.8744,0.1547,0.7734,0.0898,5.5534,62.4695,7.9038,inf,74.8744
WoaMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50,40.5722,0.0406,0.00030518,40.5957,0.183,0.0041,0.1112,0.0523,0.0054,0.0734,inf,75.2769,0.183,0.8061,0.1112,5.567,60.9949,7.8099,inf,75.2769
WoaMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50,39.3072,0.0393,0.00035095,39.3152,0.146,0.0042,0.0854,0.0518,0.0055,0.0744,inf,74.5133,0.146,0.7459,0.0854,5.5106,62.7661,7.9225,inf,74.5133
WoaMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50,33.0761,0.0331,0.00029755,33.0905,0.1523,0.0042,0.0905,0.0518,0.0055,0.0742,inf,74.5231,0.1523,0.7674,0.0905,5.5095,62.4208,7.9007,inf,74.5231
