model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"MLNN1HL-run_0-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",9.9632,0.01,0.05312252,10.0289,0.1652,0.0042,0.0877,0.0533,0.0055,0.0743,inf,75.9766,0.1652,0.8111,0.0877,5.6709,62.611,7.9127,inf,75.9766
"MLNN1HL-run_1-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",10.1459,0.0101,0.06070089,10.219,0.1728,0.0042,0.0949,0.053,0.0055,0.0741,inf,75.6909,0.1728,0.8092,0.0949,5.643,62.1183,7.8815,inf,75.6909
"MLNN1HL-run_2-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",10.3909,0.0104,0.05247808,10.4568,0.1521,0.0043,0.0708,0.054,0.0056,0.075,inf,76.3816,0.1521,0.8171,0.0708,5.7455,63.7728,7.9858,inf,76.3816
"MLNN1HL-run_3-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",10.0355,0.01,0.0533061,10.101,0.1775,0.0041,0.0989,0.0531,0.0055,0.0739,inf,75.9238,0.1775,0.8155,0.0989,5.6496,61.8389,7.8638,inf,75.9238
"MLNN1HL-run_4-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",10.0778,0.0101,0.0545702,10.1462,0.1658,0.0042,0.0903,0.0529,0.0055,0.0742,inf,75.3795,0.1658,0.7874,0.0903,5.6286,62.4335,7.9015,inf,75.3795
"MLNN1HL-run_5-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",10.1569,0.0102,0.05321193,10.222,0.1646,0.0041,0.0987,0.0522,0.0055,0.0739,inf,75.0487,0.1646,0.7745,0.0987,5.5584,61.8536,7.8647,inf,75.0487
"MLNN1HL-run_6-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",10.2287,0.0102,0.05005002,10.2908,0.1709,0.0042,0.0936,0.053,0.0055,0.0741,inf,75.6949,0.1709,0.8058,0.0936,5.6397,62.2053,7.887,inf,75.6949
"MLNN1HL-run_7-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",9.6458,0.0096,0.05189466,9.71,0.1759,0.0042,0.0948,0.0533,0.0055,0.0741,inf,76.0153,0.1759,0.8197,0.0948,5.6732,62.1221,7.8818,inf,76.0153
"MLNN1HL-run_8-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",10.326,0.0103,0.05982876,10.397,0.179,0.0041,0.1038,0.0527,0.0054,0.0737,inf,75.672,0.179,0.8111,0.1038,5.6053,61.503,7.8424,inf,75.672
"MLNN1HL-run_9-hs_(20, True)-ep_1000-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse",9.7448,0.0097,0.05588698,9.8102,0.1589,0.0042,0.0819,0.0531,0.0056,0.0746,inf,75.4821,0.1589,0.7969,0.0819,5.6495,63.0082,7.9378,inf,75.4821
