model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"MLP0-run_0-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_sgd-lo_mse",55.7939,0.0279,0.02761769,55.834,0.8496,13.903749961799154,1.3966,4.9091,2.2157,0.0498,0.7862,0.8494,0.2151,21.5135,20.0152,0.2006,0.4917,0.8494,0.9599,0.9285,0.8913
"MLP0-run_1-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_sgd-lo_mse",55.7381,0.0279,0.02851367,55.7806,0.8259,11.089668165500395,1.5691,5.9254,2.4342,0.0602,0.965,0.8182,0.2514,25.1449,22.6309,0.2308,0.5525,0.8182,0.9573,0.9315,0.8917
"MLP0-run_2-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_sgd-lo_mse",64.1394,0.0321,0.05322146,64.2045,0.8258,11.55192156358073,1.6046,6.3919,2.5282,0.0606,0.8929,0.8039,0.2596,25.9645,22.0449,0.2345,0.565,0.8039,0.9548,0.9333,0.8911
"MLP0-run_3-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_sgd-lo_mse",72.5105,0.0363,0.05358267,72.5793,0.8515,8.48441044246735,1.551,4.8501,2.2023,0.0669,1.0479,0.8512,0.2675,26.7527,23.74,0.2402,0.5461,0.8512,0.9589,0.9326,0.8943
"MLP0-run_4-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_sgd-lo_mse",69.0716,0.0345,0.05535769,69.1399,0.8664,8.762353110113168,1.3508,4.3844,2.0939,0.0511,0.7723,0.8655,0.198,19.804,20.8229,0.1897,0.4756,0.8655,0.9667,0.9401,0.9088
"MLP0-run_5-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_sgd-lo_mse",71.3715,0.0357,0.05323243,71.4537,0.8636,13.270187380893258,1.3403,4.4488,2.1092,0.0444,0.7742,0.8635,0.2056,20.5578,19.2282,0.1938,0.4719,0.8635,0.9609,0.9358,0.8992
"MLP0-run_6-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_sgd-lo_mse",70.2987,0.0351,0.04460192,70.3655,0.8378,13.28332979397355,1.5185,5.5315,2.3519,0.0538,0.8602,0.8303,0.2385,23.8546,20.9924,0.2198,0.5347,0.8303,0.9559,0.9233,0.8826
"MLP0-run_7-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_sgd-lo_mse",69.2379,0.0346,0.02925205,69.2804,0.87,9.414719554470544,1.3355,4.273,2.0671,0.0434,0.7342,0.8689,0.2069,20.6908,19.0589,0.1943,0.4702,0.8689,0.9652,0.9388,0.9061
"MLP0-run_8-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_sgd-lo_mse",71.6448,0.0358,0.02952623,71.6989,0.8389,9.471324739806182,1.5685,5.3298,2.3086,0.0652,1.0155,0.8364,0.2537,25.372,23.845,0.2339,0.5523,0.8364,0.9605,0.933,0.8961
"MLP0-run_9-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_sgd-lo_mse",73.7114,0.0369,0.05478644,73.7948,0.8657,12.939407584227766,1.3227,4.3842,2.0938,0.044,0.8124,0.8655,0.2021,20.2064,19.2405,0.1913,0.4657,0.8655,0.9618,0.9354,0.8997
