model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
HgsoMlp-0-run_0-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_50,139.7479,0.0699,0.00036716,139.879,0.7952,14.284845189975726,1.6618,6.7069,2.5898,0.0596,1.0442,0.7942,0.2529,25.2948,23.7128,0.2385,0.5851,0.7942,0.943,0.8987,0.8475
HgsoMlp-0-run_1-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_50,139.0549,0.0695,0.0003264,139.0791,0.7523,10.657796723514164,2.1697,8.1216,2.8498,0.1493,1.7838,0.7508,0.3853,38.5319,38.6495,0.3437,0.764,0.7508,0.9372,0.8916,0.8356
HgsoMlp-0-run_2-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_50,143.6327,0.0718,0.00030732,143.6634,0.7918,15.225967624210625,1.689,7.0151,2.6486,0.0569,1.0369,0.7847,0.2548,25.4816,22.9285,0.2404,0.5947,0.7847,0.9396,0.8968,0.8426
HgsoMlp-0-run_3-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_50,140.5871,0.0703,0.00035477,140.6111,0.775,15.521932661270164,1.9135,7.3376,2.7088,0.0992,1.3628,0.7748,0.3124,31.242,31.6358,0.2906,0.6737,0.7748,0.941,0.8955,0.8427
HgsoMlp-0-run_4-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_50,135.5656,0.0678,0.00045776,135.6224,0.7878,15.46057619558929,1.7309,6.9567,2.6376,0.0828,1.1111,0.7865,0.26,25.9981,27.6766,0.2463,0.6094,0.7865,0.9424,0.8987,0.8469
HgsoMlp-0-run_5-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_50,140.1512,0.0701,0.00049496,140.1925,0.7646,12.866978798652127,2.1157,7.7918,2.7914,0.2039,1.7719,0.7609,0.3872,38.7155,44.1435,0.3429,0.7449,0.7609,0.9382,0.8917,0.8366
HgsoMlp-0-run_6-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_50,140.3488,0.0702,0.00035405,140.3731,0.7926,14.245007692254937,1.7234,6.7739,2.6027,0.0836,1.1501,0.7921,0.2765,27.6495,27.6964,0.2555,0.6068,0.7921,0.9425,0.8978,0.8462
HgsoMlp-0-run_7-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_50,142.0322,0.071,0.00041056,142.0727,0.7634,13.237242626679581,1.9356,7.7095,2.7766,0.1058,1.3096,0.7634,0.2975,29.7479,31.7723,0.2774,0.6815,0.7634,0.9424,0.9013,0.8494
HgsoMlp-0-run_8-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_50,116.3131,0.0582,0.00039554,116.3528,0.7745,12.914084969520722,2.014,7.6516,2.7662,0.1037,1.4357,0.7652,0.3563,35.6331,31.3188,0.3132,0.7091,0.7652,0.9378,0.893,0.8375
HgsoMlp-0-run_9-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_50,91.3207,0.0457,0.00036073,91.3445,0.7849,17.690810426728593,1.638,7.2872,2.6995,0.0655,1.0211,0.7764,0.234,23.4014,24.8885,0.2233,0.5767,0.7764,0.938,0.8924,0.8371
