model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
FpaMlp-0-run_0-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_50,116.9431,0.0585,0.0002799,117.0612,0.8018,11.849190169937456,1.605,6.4661,2.5429,0.0572,0.8737,0.8016,0.226,22.5967,22.2593,0.2146,0.5651,0.8016,0.9495,0.9106,0.8646
FpaMlp-0-run_1-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_50,126.2705,0.0631,0.00037456,126.2951,0.8099,12.519430100170485,1.597,6.1992,2.4898,0.0582,0.9504,0.8098,0.2238,22.3832,22.9162,0.2137,0.5623,0.8098,0.9518,0.9143,0.8702
FpaMlp-0-run_2-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_50,121.1453,0.0606,0.00030756,121.187,0.8025,13.568384634066078,1.6934,6.448,2.5393,0.068,1.1365,0.8021,0.258,25.8008,25.6211,0.2438,0.5962,0.8021,0.9491,0.9092,0.8629
FpaMlp-0-run_3-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_50,122.8847,0.0614,0.00033736,122.9086,0.8039,14.202486053792594,1.6923,6.603,2.5696,0.0622,1.1206,0.7974,0.265,26.4978,24.4151,0.2492,0.5958,0.7974,0.9458,0.9054,0.8563
FpaMlp-0-run_4-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_50,121.9732,0.061,0.00033522,122.0034,0.8036,14.544417118078321,1.7425,6.7852,2.6048,0.1074,1.1471,0.7918,0.2693,26.934,31.4455,0.2536,0.6135,0.7918,0.9475,0.9112,0.8634
FpaMlp-0-run_5-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_50,129.0787,0.0645,0.00055671,129.1235,0.8043,12.1179651540817,1.7272,6.3802,2.5259,0.075,1.1608,0.8042,0.264,26.396,26.5283,0.2491,0.6081,0.8042,0.9478,0.909,0.8616
FpaMlp-0-run_6-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_50,118.5235,0.0593,0.0010078,118.549,0.7919,11.769561112371463,1.8661,7.0066,2.647,0.0826,1.3791,0.785,0.3019,30.193,28.1058,0.2796,0.657,0.785,0.9448,0.9068,0.8567
FpaMlp-0-run_7-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_50,120.2654,0.0601,0.00074959,120.3109,0.8156,11.445471822310985,1.6092,6.0117,2.4519,0.0603,1.0324,0.8155,0.2422,24.2248,23.9329,0.2295,0.5666,0.8155,0.952,0.9134,0.8696
FpaMlp-0-run_8-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_50,123.8303,0.0619,0.00044847,123.8548,0.8006,10.624571569667069,1.7789,6.5915,2.5674,0.0764,1.2367,0.7977,0.2831,28.311,27.1816,0.2643,0.6264,0.7977,0.9489,0.9088,0.8624
FpaMlp-0-run_9-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_50,112.4168,0.0562,0.00038314,112.4424,0.8095,14.190275582182963,1.6436,6.3831,2.5265,0.0755,1.0924,0.8041,0.2459,24.5855,26.984,0.2343,0.5787,0.8041,0.9487,0.9099,0.8632
