model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"LSTM-1HL-Lstm1HL-run_0-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",577.5573,0.2888,0.26977921,577.8425,0.7946,17.792363098229767,1.5125,6.6992,2.5883,0.0593,0.8329,0.7944,0.2177,21.7749,20.7459,0.2024,0.5326,0.7944,0.9469,0.9066,0.8585
"LSTM-1HL-Lstm1HL-run_1-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",466.8325,0.2334,0.26993322,467.1157,0.7369,13.991041999080668,1.7214,8.5807,2.9293,0.0705,0.7916,0.7367,0.2496,24.9584,23.0909,0.2212,0.6061,0.7367,0.9338,0.8949,0.8357
"LSTM-1HL-Lstm1HL-run_2-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",433.4117,0.2167,0.28843284,433.7137,0.0844,33.516492167611474,2.4392,30.3962,5.5133,0.1499,0.8745,0.0672,0.4025,40.2469,25.9035,0.2522,0.8588,0.0672,0.7839,0.7278,0.5705
"LSTM-1HL-Lstm1HL-run_3-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",592.5385,0.2963,0.22919178,592.7822,0.8204,18.99122552342726,1.4016,5.8535,2.4194,0.0493,0.793,0.8204,0.208,20.8037,19.4131,0.194,0.4935,0.8204,0.9501,0.9102,0.8648
"LSTM-1HL-Lstm1HL-run_4-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",455.8513,0.2279,0.21011162,456.0759,0.775,13.52647872738712,1.6319,7.5298,2.7441,0.0622,0.7802,0.7689,0.2362,23.6178,21.5855,0.2169,0.5746,0.7689,0.9456,0.9109,0.8613
"LSTM-1HL-Lstm1HL-run_5-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",698.426,0.3492,0.23818207,698.6787,0.7719,17.51848540561351,1.5835,7.4582,2.731,0.0569,0.8354,0.7711,0.2165,21.6519,21.4884,0.2053,0.5576,0.7711,0.9389,0.8933,0.8387
"LSTM-1HL-Lstm1HL-run_6-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",336.1301,0.1681,0.2077229,336.3512,0.7064,19.19041852320988,1.7041,9.569,3.0934,0.0732,0.7556,0.7064,0.2324,23.2396,22.0741,0.2128,0.6,0.7064,0.9205,0.8677,0.7987
"LSTM-1HL-Lstm1HL-run_7-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",345.0156,0.1725,0.26984453,345.2984,0.7989,13.27662179915145,1.5374,6.5965,2.5684,0.0567,0.7295,0.7976,0.2254,22.5351,20.0473,0.2057,0.5413,0.7976,0.9455,0.9085,0.859
"LSTM-1HL-Lstm1HL-run_8-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",341.3823,0.1707,0.21554184,341.6124,0.8229,10.160377511150188,1.5377,5.8033,2.409,0.0688,0.8568,0.8219,0.2268,22.6827,22.973,0.2092,0.5414,0.8219,0.9559,0.9254,0.8846
"LSTM-1HL-Lstm1HL-run_9-hs_(20, False)-ep_2000-bs_32-lr_0.15-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",333.5758,0.1668,0.2120645,333.8011,0.8203,16.105328028228836,1.455,6.0645,2.4626,0.0528,0.8261,0.8139,0.2036,20.3607,21.2835,0.1948,0.5123,0.8139,0.9503,0.9139,0.8685
