model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"Rnn1HL-run_0-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",392.4073,0.1962,0.26685238,392.6878,0.4074,17.550921357355115,3.2443,19.6951,4.4379,0.1993,2.5617,0.3956,0.5541,55.406,43.5304,0.4615,1.1423,0.3956,0.6954,0.6908,0.4804
"Rnn1HL-run_1-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",403.112,0.2016,0.28721666,403.4112,0.5537,15.308798236013052,2.9253,15.3557,3.9186,0.1941,2.338,0.5288,0.5526,55.2627,41.3245,0.4366,1.03,0.5288,0.8234,0.7808,0.6429
"Rnn1HL-run_2-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",400.1473,0.2001,0.26717305,400.4268,0.3522,19.22414658025688,3.5717,21.8404,4.6734,0.2258,2.9245,0.3298,0.6201,62.0112,47.9838,0.514,1.2576,0.3298,0.6415,0.6808,0.4367
"Rnn1HL-run_3-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",485.282,0.2426,0.27197838,485.5658,0.5488,15.735160843913977,2.8362,15.3588,3.919,0.1715,2.2747,0.5287,0.5088,50.8766,38.8794,0.4179,0.9986,0.5287,0.8072,0.7646,0.6172
"Rnn1HL-run_4-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",403.2877,0.2016,0.26740575,403.5675,0.518,15.711512075639153,2.9673,16.2274,4.0283,0.1863,2.43,0.502,0.5352,53.5208,41.1642,0.4341,1.0448,0.502,0.7922,0.7558,0.5987
"Rnn1HL-run_5-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",625.9432,0.313,0.29254484,626.2481,0.5637,14.891734179719789,2.8081,14.7221,3.8369,0.1737,2.1775,0.5482,0.5125,51.2479,39.2576,0.4148,0.9887,0.5482,0.8223,0.7819,0.643
"Rnn1HL-run_6-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",399.5742,0.1998,0.26008177,399.846,0.4769,15.429180182891223,3.2828,18.4163,4.2914,0.2166,2.739,0.4349,0.612,61.2018,44.2084,0.4788,1.1559,0.4349,0.7584,0.7494,0.5683
"Rnn1HL-run_7-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",403.648,0.2018,0.25911379,403.9186,0.3451,18.88812080251209,3.5697,22.1079,4.7019,0.2326,3.047,0.3216,0.6265,62.6484,47.471,0.5062,1.2569,0.3216,0.6505,0.6658,0.4331
"Rnn1HL-run_8-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",400.6727,0.2003,0.26134539,400.9456,0.5363,15.034052221403378,2.951,16.0193,4.0024,0.186,2.3793,0.5084,0.5431,54.3142,39.9309,0.4314,1.039,0.5084,0.7971,0.7826,0.6238
"Rnn1HL-run_9-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",400.0524,0.2,0.27014232,400.3339,0.4355,16.697983328724668,3.2675,19.1589,4.3771,0.2121,2.7373,0.4121,0.587,58.704,44.1099,0.472,1.1505,0.4121,0.724,0.7131,0.5163
