model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
PsoMlp-run_0-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,98.3929,0.0984,0.00052023,98.5856,0.2767,116.17859821982744,7.8613,160.6943,12.6765,1.4832,4.7697,0.2736,inf,inf,109.4653,0.9362,0.9509
PsoMlp-run_1-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,97.4383,0.0974,0.00076056,97.4943,0.2446,118.61851746713586,7.9637,167.7848,12.9532,1.505,4.6971,0.2415,inf,inf,109.9084,0.93,0.9632
PsoMlp-run_2-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,100.1486,0.1001,0.00056338,100.2059,0.2646,120.733868255381,7.8827,163.3291,12.78,1.4814,4.7409,0.2617,inf,inf,109.4984,0.935,0.9534
PsoMlp-run_3-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,98.284,0.0983,0.00059342,98.3395,0.2649,115.6560259252,7.87,163.4489,12.7847,1.4426,4.7982,0.2611,inf,inf,109.369,0.9328,0.9519
PsoMlp-run_4-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,100.1452,0.1001,0.0005281,100.2144,0.2707,118.82243713409002,7.7774,161.7664,12.7187,1.4337,4.7569,0.2687,inf,inf,109.2073,0.9302,0.9407
PsoMlp-run_5-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,100.6778,0.1007,0.00073934,100.7314,0.2612,118.74639860920584,7.8384,164.2057,12.8143,1.4204,4.7586,0.2577,inf,inf,109.2394,0.9302,0.9481
PsoMlp-run_6-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,95.9984,0.096,0.00072765,96.1013,0.2555,111.80472997065826,7.928,165.6474,12.8704,1.4291,4.6587,0.2512,inf,inf,109.4209,0.9302,0.9589
PsoMlp-run_7-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,86.0161,0.086,0.00057173,86.1393,0.2574,119.22736316533002,7.9144,165.0195,12.846,1.4842,4.6894,0.254,inf,inf,109.5086,0.9319,0.9573
PsoMlp-run_8-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,87.7969,0.0878,0.00068212,87.8587,0.2651,119.58418959801591,7.8932,163.3262,12.7799,1.5111,4.8684,0.2617,inf,inf,109.6133,0.9375,0.9547
PsoMlp-run_9-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,89.3031,0.0893,0.00064421,89.371,0.281,119.1977535549697,7.8214,159.7035,12.6374,1.4753,4.8387,0.2781,inf,inf,109.473,0.9368,0.946
