model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"GA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-pc_0.95-pm_0.025",4269.0478,4.269,0.01712918,4269.2923,-1260.2909,15.7038,-9816.4834,61.4301,4322.7489,65.7476,66577.2795,196.4126,-1260.2909,47.7206,-9816.4834,1376.7256,2171162.3483,1473.4865,19347.3846,197.0001
"GA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-pc_0.95-pm_0.025",5197.7537,5.1978,0.01678181,5198.0271,-1142.0742,15.4542,-9119.3829,59.3235,4015.8077,63.3704,64844.476,196.4025,-1142.0742,47.286,-9119.3829,1329.5145,2016996.7342,1420.2101,18679.7087,197.0079
"GA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-pc_0.95-pm_0.025",5247.7341,5.2477,0.01706862,5248.0555,-1736.3713,16.6708,-12824.7936,69.9204,5647.3419,75.1488,75022.3378,196.4591,-1736.3713,49.4503,-12824.7936,1567.0047,2836458.0777,1684.1788,22013.7231,197.1848
"GA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-pc_0.95-pm_0.025",5246.5775,5.2466,0.01720905,5246.9333,-12794.3279,3.526,-13490.6342,17.5121,5940.519,77.0748,9820.3821,189.4285,-12794.3279,18.1391,-13490.6342,392.4686,2983710.4655,1727.342,10923.3817,195.0822
"GA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-pc_0.95-pm_0.025",5255.5122,5.2555,0.01738501,5255.9501,-1444.0712,16.3234,-11471.6874,66.4975,5051.5539,71.0743,72581.3862,196.4877,-1444.0712,48.842,-11471.6874,1490.2918,2537215.0619,1592.8638,20975.1843,197.3603
"GA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-pc_0.95-pm_0.025",5282.7413,5.2827,0.01779556,5283.1676,-1327.8237,15.8819,-10288.5412,62.8567,4530.6013,67.3097,68219.1856,196.2937,-1327.8237,48.0716,-10288.5412,1408.6971,2275559.1728,1508.4957,19843.4131,197.2194
"GA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-pc_0.95-pm_0.025",5323.5056,5.3235,0.0170207,5323.9684,-1163.4222,15.7311,-9697.8722,61.3466,4270.523,65.3492,67586.2978,196.348,-1163.4222,47.8073,-9697.8722,1374.854,2144931.1546,1464.5583,19354.8705,197.3579
"GA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-pc_0.95-pm_0.025",5351.538,5.3515,0.01868057,5352.1091,-11989.6831,3.6792,-12712.1574,17.8395,5597.7469,74.8181,10706.0038,189.2201,-11989.6831,18.0768,-12712.1574,399.8054,2811548.2815,1676.7672,11097.408,194.9241
"GA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-pc_0.95-pm_0.025",5370.8154,5.3708,0.01802683,5371.3686,-1173.5098,15.9813,-10223.3365,63.177,4501.8909,67.0961,69990.7395,197.0712,-1173.5098,48.2691,-10223.3365,1415.8758,2261138.9857,1503.7084,19924.2712,197.5528
"GA_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-pc_0.95-pm_0.025",5397.9635,5.398,0.01822519,5398.5528,-1313.7744,16.187,-10923.655,65.0929,4810.249,69.356,71343.0443,196.5717,-1313.7744,48.6238,-10923.655,1458.8135,2416016.2509,1554.354,20540.9316,197.5181
