model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
EoMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50,103.0821,0.1031,0.00059581,103.1855,0.2658,117.2463116699065,7.8205,163.1187,12.7718,1.4171,4.7527,0.2626,inf,inf,109.1943,0.9295,0.9459
EoMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50,101.258,0.1013,0.00059724,101.3132,0.2617,119.4264343333117,7.8487,164.0675,12.8089,1.4409,4.7104,0.2583,inf,inf,109.3914,0.9324,0.9493
EoMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50,106.0439,0.106,0.00057673,106.1635,0.2751,123.24871229648693,7.8661,161.0386,12.6901,1.5134,5.0341,0.272,inf,inf,109.5684,0.9403,0.9514
EoMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50,102.5625,0.1026,0.00064611,102.6171,0.2643,116.88679766115398,7.8285,163.4116,12.7833,1.4199,4.7584,0.2613,inf,inf,109.234,0.9301,0.9469
EoMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50,101.6472,0.1016,0.00092483,101.7319,0.2772,124.13321407306421,7.8843,160.5869,12.6723,1.5443,5.1582,0.2741,inf,inf,109.7225,0.9428,0.9536
EoMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50,103.0372,0.103,0.00065565,103.1426,0.238,113.25072415986509,8.0485,169.6736,13.0259,1.5059,4.5572,0.233,inf,inf,109.9388,0.9368,0.9735
EoMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50,101.1884,0.1012,0.00061631,101.2419,0.2696,117.64844037065016,7.8166,162.2411,12.7374,1.4335,4.6748,0.2666,inf,inf,109.2945,0.9316,0.9455
EoMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50,92.5854,0.0926,0.00057602,92.6399,0.2771,124.1582236640524,7.887,160.6177,12.6735,1.5463,5.1751,0.2739,inf,inf,109.7344,0.943,0.954
EoMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50,94.3824,0.0944,0.00054622,94.4697,0.2748,113.56641017204475,7.8106,161.0948,12.6923,1.4453,4.7213,0.2718,inf,inf,109.3023,0.9324,0.9447
EoMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50,84.7224,0.0847,0.00048709,84.8452,0.2676,117.91954674284837,7.827,162.7183,12.7561,1.4369,4.7205,0.2644,inf,inf,109.358,0.9323,0.9467
