model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
EoLstm-run_0-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,5712.6685,5.7127,0.03927016,5713.0625,0.2639,116.00950544178485,7.8544,163.6222,12.7915,1.4242,4.7682,0.2603,inf,inf,109.282,0.9307,0.95
EoLstm-run_1-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,5714.5514,5.7146,0.03431702,5715.0569,0.26,117.99115057855843,7.9176,164.5376,12.8272,1.4868,4.6044,0.2562,inf,inf,109.7189,0.9317,0.9577
EoLstm-run_2-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,5755.8861,5.7559,0.03524637,5756.9715,0.2698,117.13395704939961,7.8456,162.2528,12.7378,1.4523,4.7659,0.2665,inf,inf,109.384,0.9341,0.949
EoLstm-run_3-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,5669.5518,5.6696,0.03836799,5670.09,0.2662,117.94558989390731,7.8316,162.982,12.7664,1.4273,4.785,0.2632,inf,inf,109.2684,0.9312,0.9473
EoLstm-run_4-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,5658.3205,5.6583,0.03419876,5658.8489,0.2608,117.00759863331913,7.9162,164.4183,12.8226,1.4733,4.6383,0.2567,inf,inf,109.5753,0.9353,0.9575
EoLstm-run_5-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,5618.1984,5.6182,0.03571296,5618.7146,0.2607,116.39829372495413,7.9002,164.3972,12.8217,1.454,4.5731,0.2568,inf,inf,109.4892,0.933,0.9556
EoLstm-run_6-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,5596.6919,5.5967,0.04482269,5597.2474,0.2736,114.36977369189262,7.8337,161.3739,12.7033,1.4398,4.8158,0.2705,inf,inf,109.3075,0.9327,0.9475
EoLstm-run_7-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,5636.7498,5.6367,0.04400802,5637.2642,0.2607,116.51978349238632,7.8578,164.29,12.8176,1.4238,4.6918,0.2573,inf,inf,109.3392,0.9308,0.9504
EoLstm-run_8-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,5597.1479,5.5971,0.04430056,5597.6315,0.2766,112.46573174133897,7.8356,160.7432,12.6785,1.4388,4.772,0.2734,inf,inf,109.3144,0.9326,0.9478
EoLstm-run_9-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,5281.1399,5.2811,0.01851749,5281.6365,0.261,116.78163106262683,7.8867,164.3572,12.8202,1.4473,4.7046,0.257,inf,inf,109.4525,0.9339,0.9539
