model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
"MvoMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",135.927,0.1359,0.01660156,136.0934,0.2755,124.53980177865327,7.9064,160.9811,12.6878,1.5586,5.1799,0.2723,inf,inf,109.801,0.944,0.9563
"MvoMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",136.3325,0.1363,0.0005877,136.4016,0.263,118.32841117133006,7.8572,163.7264,12.7956,1.4449,4.6486,0.2599,inf,inf,109.2965,0.9316,0.9504
"MvoMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",134.0634,0.1341,0.00056815,134.186,0.272,118.51001631542252,7.8152,161.724,12.7171,1.4425,4.7296,0.2689,inf,inf,109.2831,0.9325,0.9453
"MvoMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",133.0322,0.133,0.00067806,133.1537,0.2733,122.30816679287943,7.8599,161.4391,12.7059,1.5126,4.976,0.2702,inf,inf,109.5883,0.9399,0.9507
"MvoMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",132.0119,0.132,0.0005486,132.0693,0.2607,121.6203956298158,7.8433,164.2407,12.8156,1.4498,4.7438,0.2576,inf,inf,109.4393,0.9353,0.9487
"MvoMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",118.4612,0.1185,0.00071263,118.57,0.2735,118.48707473823504,7.852,161.5698,12.711,1.4574,4.7849,0.2696,inf,inf,109.3572,0.9348,0.9497
"MvoMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",118.5166,0.1185,0.00065994,118.6628,0.2821,113.34314381091701,7.8272,159.5684,12.632,1.4549,4.7301,0.2787,inf,inf,109.3518,0.9343,0.9467
"MvoMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",91.7648,0.0918,0.00059628,91.8227,0.2726,115.09999308787337,7.8159,161.6314,12.7134,1.4214,4.721,0.2693,inf,inf,109.1917,0.9299,0.9454
"MvoMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",91.4569,0.0915,0.00038958,91.5113,0.2746,119.75501153195006,7.8494,161.2297,12.6976,1.4726,4.9163,0.2712,inf,inf,109.3918,0.936,0.9494
"MvoMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",85.6264,0.0856,0.00038767,85.6778,0.2685,120.4401850536453,7.8536,162.595,12.7513,1.465,4.8932,0.265,inf,inf,109.4023,0.9361,0.9499
